TOWN_ID,TOWN,SUM_CENTERLINE_MILES,SUM_SIDEWALK_MILES,SUM_SIDEWALK_EITHER_MILES
2,ACTON,162.1908629,21.0393808,18.14663198
10,ARLINGTON,133.2619281,152.2561309,83.42517573
14,ASHLAND,107.7692382,31.03119378,28.37773032
23,BEDFORD,107.7854099,34.39976681,30.4479918
25,BELLINGHAM,127.7804273,40.10327099,30.68188286
26,BELMONT,92.94290672,107.2401227,58.5672725
30,BEVERLY,178.7631666,169.4101614,98.56626961
34,BOLTON,84.51830831,2.513982464,2.087397405
35,BOSTON,1154.38,1514.40,824.3332273
37,BOXBOROUGH,52.26647287,4.456744152,4.456744152
40,BRAINTREE,184.4350458,136.9093444,82.46133277
46,BROOKLINE,127.6540125,168.9036424,97.15541275
48,BURLINGTON,145.1119995,28.52142129,25.55651669
49,CAMBRIDGE,161.3607049,237.2633548,127.1125878
50,CANTON,144.8885078,45.85161253,38.33673744
51,CARLISLE,77.69401554,2.828010244,2.828010244
57,CHELSEA,56.45828892,78.99183756,43.73370855
65,COHASSET,71.42602479,12.13782969,10.16845421
67,CONCORD,155.0144145,55.77115993,41.40285418
71,DANVERS,163.2344328,134.6875585,81.25048117
73,DEDHAM,127.1220711,97.48497738,65.55561474
78,DOVER,72.19167251,1.152091196,1.005804616
82,DUXBURY,176.4750255,3.258631324,2.91625623
92,ESSEX,44.42543502,6.534835332,5.762651046
93,EVERETT,81.81230995,111.177013,58.5450052
99,FOXBOROUGH,136.879547,56.38976865,38.4314594
100,FRAMINGHAM,296.4223305,158.0411442,117.965825
101,FRANKLIN,205.8987206,135.9394128,93.63377676
107,GLOUCESTER,206.9722783,65.14506779,42.50953304
119,HAMILTON,77.43942166,11.61858427,10.75486189
122,HANOVER,120.4360652,9.808274493,9.550497212
131,HINGHAM,196.5060038,55.23114249,49.08274813
133,HOLBROOK,59.26355774,44.66248625,25.38199083
136,HOLLISTON,111.7275475,49.73627614,36.86670062
139,HOPKINTON,150.5069395,44.7086317,43.7039078
141,HUDSON,117.857802,71.810885,42.88794093
142,HULL,64.91943719,30.75764687,22.21875076
144,IPSWICH,137.2679519,19.71141522,15.19960344
155,LEXINGTON,201.8464913,74.48120547,59.4850656
157,LINCOLN,90.21183957,1.878014067,1.878014067
158,LITTLETON,113.5850908,13.77755712,13.77755712
163,LYNN,199.0125624,259.5101269,140.5755355
164,LYNNFIELD,84.59372495,90.24466658,54.18454402
165,MALDEN,126.1564518,170.0750235,89.40965472
166,MANCHESTER,53.6993956,17.79158672,12.70382839
168,MARBLEHEAD,91.04390434,72.9798578,43.26077462
170,MARLBOROUGH,218.1289402,138.0943986,83.72412293
171,MARSHFIELD,207.2887702,57.05702298,45.28770083
174,MAYNARD,60.36187982,24.03742593,15.30215408
175,MEDFIELD,98.0951214,56.2254156,33.06270339
176,MEDFORD,151.8942811,194.32848,107.5110235
177,MEDWAY,93.65729665,30.45692079,26.77287988
178,MELROSE,89.09031639,105.7401708,57.94706072
184,MIDDLETON,73.156031,17.87427832,15.62370834
185,MILFORD,146.2507008,76.97707462,55.18410877
187,MILLIS,66.47057374,23.30880098,16.30022546
189,MILTON,154.3495378,132.6737605,81.20814496
196,NAHANT,20.42550613,16.46589491,11.01173951
198,NATICK,184.4775364,143.8816921,91.81055154
199,NEEDHAM,153.9321106,185.6029647,106.0925311
207,NEWTON,352.8247406,455.4435039,257.9342027
208,NORFOLK,92.37948017,20.67070569,20.57896531
213,NORTH READING,100.5203614,65.70968814,37.95643287
219,NORWELL,109.5834686,8.178191319,7.372372821
220,NORWOOD,140.092051,142.5405973,80.00924739
229,PEABODY,227.0263669,237.6989609,127.6730749
231,PEMBROKE,139.8731044,32.79600456,28.75902237
243,QUINCY,262.8302262,343.976832,188.8452319
244,RANDOLPH,136.4676601,117.8825465,72.8532827
246,READING,112.5812064,82.43362317,48.8144917
248,REVERE,119.8139901,131.3543828,77.11857729
251,ROCKLAND,83.72300832,60.66166128,43.04470507
252,ROCKPORT,65.02762372,13.69346035,9.934713273
258,SALEM,130.5841532,137.5677159,78.07609471
262,SAUGUS,133.2795713,72.63970118,44.73044045
264,SCITUATE,144.4540451,30.96332155,28.69433534
266,SHARON,150.4915548,91.74741831,56.28455835
269,SHERBORN,66.35150896,11.49171393,11.49171393
274,SOMERVILLE,115.3951937,182.6351077,98.15461235
277,SOUTHBOROUGH,103.5906146,21.63834772,20.78404323
284,STONEHAM,91.34772199,78.46677502,45.71267995
285,STOUGHTON,157.6748375,51.54458834,45.56954367
286,STOW,79.99786151,7.658543264,7.658543264
288,SUDBURY,171.7788648,5.180537472,4.7476184
291,SWAMPSCOTT,54.7494005,66.55665738,36.38750846
298,TOPSFIELD,72.62461728,13.21693126,13.21693126
305,WAKEFIELD,112.999087,112.7865945,65.24761502
307,WALPOLE,163.2250755,94.9659825,73.94465783
308,WALTHAM,221.3288512,187.5939805,104.3018205
314,WATERTOWN,103.9991532,134.0755706,71.50034914
315,WAYLAND,115.7015999,9.889087344,8.700177265
317,WELLESLEY,152.7631374,101.0266918,67.26728747
320,WENHAM,39.45342428,8.181963265,7.495351324
333,WESTON,133.364145,23.03606124,20.90150842
335,WESTWOOD,108.7673742,35.67382629,32.33256007
336,WEYMOUTH,229.7641207,153.2308577,100.9406386
342,WILMINGTON,156.8706845,52.36240145,31.52501116
344,WINCHESTER,104.6347619,81.77033894,49.33220695
346,WINTHROP,44.99252097,64.21650257,35.50099201
347,WOBURN,183.3836644,123.372174,76.32696005
350,WRENTHAM,115.2535552,24.83015238,22.69570519
