OBJECTID,BDEPT,BIN,AllBridges_2015April_Health_Index,Item_6A,Item_7,Item_8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item_16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item_26,AllBridges_2015April_Item_28A,AllBridges_2015April_Item_29,AllBridges_2015April_Item_49,AllBridges_2015April_Item_52,AllBridges_2015April_Item_58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
547,B16582,90Y,0.9066,HWY   C ST,HWY   SUMMER ST,NBI,DOT,42,20,49.8839,71,2,37.7519,14,5,12000,33.9,41.2,7,True,0,0,0,False,Boston,MAPC
548,B16584,911,0.9728,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,DOT,42,20,53.9088,71,2,45.5927,14,4,19320,218.2,30.5,7,True,0,0,0,False,Boston,MAPC
549,B16661,917,0.9558,HWY   ALBANY ST,I  93 NB,NBI,DOT,42,20,25.0187,71,3,47.6244,11,4,79300,314.8,16.9,6,True,0,0,0,False,Boston,MAPC
550,B16660,918,0.9393,OTHER RELIEF,HWY   MASS AVE,NBI,DOT,42,20,7.35,71,3,53.53,19,4,41100,14.3,15.4,6,True,0,0,0,False,Boston,MAPC
551,B16660,919,0.996,I  93,HWY   MASS AVE,NBI,DOT,42,20,7.17,71,3,54.77,11,4,42500,88.9,24,7,True,0,0,0,False,Boston,MAPC
552,B16657,91B,1,HWY   RAMP K,HWY   FRNT RD NB,NBI,DOT,42,20,5.5,71,3,52.5,11,3,54300,99.3,15.5,7,True,0,0,0,False,Boston,MAPC
553,B16656,91C,0.9254,HWY   ALBANY ST,I  93 SB,NBI,DOT,42,20,25.9043,71,3,48.8196,11,6,132026,314.9,25,6,True,0,0,0,False,Boston,MAPC
554,B16654,91E,0.907,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,24.8208,71,3,49.4784,11,7,75214,57.5,26.3,6,True,0,0,0,False,Boston,MAPC
555,B16651,91F,0.9747,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,22,71,3,49,11,6,184698,57.5,20.8,7,True,0,0,0,False,Boston,MAPC
556,B16649,91G,0.9974,OTHER RELIEF,HWY   MASS AV CONN,NBI,DOT,42,20,7.1844,71,3,58.8486,12,4,44000,63.7,19.4,6,True,0,0,0,False,Boston,MAPC
557,B16648,91H,0.9823,HWY   S BOS BYPASS RD,HWY   FRNT RD SB,NBI,DOT,42,20,1.4496,71,3,52.5203,17,2,15250,198.9,9.8,6,True,0,0,0,False,Boston,MAPC
558,B16647,91J,0.9505,HWY   S BOS BYPASS RD,HWY   FRNT RD NB,NBI,DOT,42,20,2.1372,71,3,49.6116,19,3,33362,58.7,15.9,7,True,0,0,0,False,Boston,MAPC
559,B16647,91K,0.927,HWY   S BOS BYPASS RD,HWY   FRNT RD NB,NBI,DOT,42,20,2.1372,71,3,49.6116,19,4,22100,45.4,15.5,7,True,0,0,0,False,Boston,MAPC
560,B16646,91P,0.8669,OTHER RELIEF,HWY   FRNT RD NB,NBI,DOT,42,20,7.6092,71,3,53.4383,19,4,41100,73.1,17.5,6,True,0,0,0,False,Boston,MAPC
561,B16392,91R,0.997,COMB  US1NB & MILLERS RI,US 1  RAMP TC,NBI,DOT,42,22,13.638,71,3,51.4008,11,2,33900,164,13.2,7,True,0,0,0,False,Boston,MAPC
562,B16644,91U,0.9845,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.6987,71,3,46.7352,14,4,8018,6.8,19.3,7,True,0,0,0,False,Boston,MAPC
563,B16644,91V,0.9096,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.2524,71,3,48.8303,14,4,8018,13.1,19.3,6,True,0,0,0,False,Boston,MAPC
564,B16396,91W,0.9157,COMB  US1SB/NB&MILLERS R,US 1  RAMP LC,NBI,DOT,42,22,14.5127,71,3,51.5844,11,1,22800,223.86,19.75,7,True,0,0,0,False,Boston,MAPC
565,B16409,927,0.8558,US  1 NB,US  1 SB,NBI,DOT,42,22,27.05,71,3,29.37,12,3,30500,216.4,13.2,6,True,0,0,0,False,Boston,MAPC
566,B16644,928,0.9184,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.4683,71,3,47.7575,14,4,8018,42.6,19.3,7,True,0,0,0,False,Boston,MAPC
567,B16644,929,0.7984,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.1047,71,3,49.5395,14,4,42285,15.9,19.3,7,True,0,0,0,False,Boston,MAPC
568,B16643,92A,0.9961,I  93,HWY   S BOS BPS RD,NBI,DOT,42,20,1.81,71,3,51.15,11,4,6466,58.2,21.9,7,True,0,0,0,False,Boston,MAPC
569,S28008,3MM,0.9858,HWY   PAGE ST,ST 24,NBI,DOT,42,8,37.5575,71,3,58.1147,12,6,114300,20.4,36.1,7,True,0,0,0,False,Stoughton,MAPC/OCPC
570,W46002,3P8,1,WATER EAGLE BROOK,ST140 FRANKLIN ST,NBI,DOT,42,4,22.332,71,20,56.6375,14,2,20300,8.2,17.4,N,True,0,0,0,False,Wrentham,MAPC
571,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,DOT,42,4,44.7816,71,16,57.1152,14,4,27000,25.9,31.3,7,True,0,0,0,False,Foxborough,MAPC
572,F06003,3PM,0.9542,RR    CSX,US  1 WASHNGTON ST,NBI,DOT,42,5,56.2092,71,15,47.5524,14,5,25100,50.3,31,8,True,0,0,0,False,Foxborough,MAPC
573,N25026,3PN,0.8024,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,DOT,42,10,37.0307,71,11,31.1856,14,4,38800,19.8,25.8,4,True,0,0,0,True,Norwood,MAPC
574,N25014,3PP,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,DOT,42,12,32.7384,71,11,4.8444,14,4,51900,7.9,0,N,True,0,0,0,False,Norwood,MAPC
575,S09011,3PQ,0.9687,I  95,US  1 NB/GL EDWRDS,NBI,DOT,42,7,32.5,71,13,39.4004,12,2,36000,122.2,12.9,7,True,0,0,0,False,Sharon,MAPC
576,S09010,3PR,0.9743,I  95 NB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,53.22,71,13,21.2843,12,2,36000,63.7,12.9,7,True,0,0,0,False,Sharon,MAPC
577,S09009,3PT,0.9714,I  95 SB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,58.1736,71,13,22.2312,12,2,36000,82.3,12.9,7,True,0,0,0,False,Sharon,MAPC
578,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,DOT,42,9,6.6995,71,12,32.8103,14,4,38000,6.7,0,N,True,0,0,0,False,Walpole,MAPC
579,F06015,3QK,0.7805,ST106 GREEN ST,I  95 NB,NBI,DOT,42,1,53.2847,71,15,1.5695,11,3,50900,54.9,17.1,6,True,0,0,0,False,Foxborough,MAPC
580,F06015,3QL,0.9725,ST106 GREEN ST,I  95 SB,NBI,DOT,42,1,52.5107,71,15,5.7815,11,3,48209,57.9,17.1,7,True,0,0,0,False,Foxborough,MAPC
581,F06016,3QM,0.7569,ST140 COMMERCIAL ST,I  95 NB,NBI,DOT,42,2,35.1096,71,14,33.8388,11,4,44150,34.1,17.7,5,True,0,0,0,False,Foxborough,MAPC
582,F06016,3QN,0.7545,ST140 COMMERCIAL ST,I  95 SB,NBI,DOT,42,2,36.2436,71,14,35.2679,11,4,47400,34.1,17.7,5,True,0,0,0,False,Foxborough,MAPC
583,F06018,3QP,0.723,HWY   CENTRAL ST,I  95 NB,NBI,DOT,42,3,7.1027,71,14,14.3339,11,3,45500,42.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
584,F06018,3QQ,0.7517,HWY   CENTRAL ST,I  95 SB,NBI,DOT,42,3,8.5824,71,14,15.5616,11,3,43900,42.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
585,F06019,3QR,0.9245,RR    CSX,I  95 NB,NBI,DOT,42,3,10.0656,71,14,12.5087,11,3,45500,13.4,16.1,7,True,0,0,0,False,Foxborough,MAPC
586,F06019,3QT,0.988,RR    CSX,I  95 SB,NBI,DOT,42,3,11.4912,71,14,13.812,11,3,45500,13.4,16.2,7,True,0,0,0,False,Foxborough,MAPC
587,F06020,3QU,0.7813,HWY   COCASSET ST,I  95 NB,NBI,DOT,42,3,51.62,71,13,47.11,11,3,47600,49.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
588,F06020,3QV,0.9475,HWY   COCASSET ST,I  95 SB,NBI,DOT,42,3,51.3251,71,13,49.4507,11,3,46705,49.1,18.1,7,True,0,0,0,False,Foxborough,MAPC
589,F06021,3QW,0.9598,HWY   OAK ST,I  95 NB,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,47300,59.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
590,F06022,3QX,0.9226,HWY   OAK ST,I  95 SB,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,47300,59.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
591,N25028,3R1,0.8247,HWY   UNION ST,I  95 NB,NBI,DOT,42,9,12.1752,71,11,24.8135,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
592,N25028,3R2,0.85,HWY   UNION ST,I  95 SB,NBI,DOT,42,9,13.4063,71,11,25.8936,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
593,N25031,3R3,0.5432,WATER NEPONSET RIVER,I  95 NB,NBI,DOT,42,10,31.55,71,10,0.23,11,3,50800,39,17.7,5,True,0,0,0,False,Norwood,MAPC
594,N25031,3R4,0.6204,WATER NEPONSET RIVER,I  95 SB,NBI,DOT,42,10,33.2,71,10,1.24,11,3,67677,39,17.1,6,True,0,0,0,False,Norwood,MAPC
595,S09015,3R7,0.6163,HWY   S WALPOLE ST,I  95 SB,NBI,DOT,42,6,22.0283,71,13,52.2011,11,3,50000,35.7,17.1,6,True,0,0,0,False,Sharon,MAPC
596,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,NBI,DOT,42,7,16.41,71,13,46.5636,11,4,47000,56.4,17.1,6,True,0,0,0,False,Sharon,MAPC
597,S09013,3R9,0.7337,HWY   OLD POST RD,I  95 SB,NBI,DOT,42,7,20.0208,71,13,48.2628,11,3,50000,51.2,17.1,6,True,0,0,0,True,Sharon,MAPC
598,F06027,3RA,0.9873,I  95 SB,I 495 SB,NBI,DOT,42,1,36.0156,71,15,27.9899,11,4,42000,34.7,17.7,7,True,0,0,0,False,Foxborough,MAPC
599,F06027,3RB,0.9939,I  95 SB,I 495 NB,NBI,DOT,42,1,37.0199,71,15,26.6004,11,4,42000,34.7,17.7,7,True,0,0,0,False,Foxborough,MAPC
600,W46010,3RX,0.8128,ST  1 A/SOUTH ST,I 495 NB,NBI,DOT,42,2,25.1555,71,20,42.0792,12,4,42700,28,17.7,7,True,0,0,0,False,Wrentham,MAPC
601,W46010,3RY,0.725,ST  1 A/SOUTH ST,I 495 SB,NBI,DOT,42,2,23.7228,71,20,42.7739,16,4,42200,28,17.9,7,True,0,0,0,False,Wrentham,MAPC
602,W46009,3T0,0.8069,RR    PCRR (ABANDONED),I 495 NB,NBI,DOT,42,2,26.0448,71,20,55.1723,11,3,40000,28,16.6,6,True,0,0,0,False,Wrentham,MAPC
603,W46009,3T1,0.9083,RR    PCRR (ABANDONED),I 495 SB,NBI,DOT,42,2,25.4328,71,20,56.7816,16,4,35000,28,17.7,6,True,0,0,0,False,Wrentham,MAPC
604,S09008,3VP,0.9385,I  95 SB,ST 27 HIGH PLN ST,NBI,DOT,42,8,24.4103,71,12,49.5935,14,2,8800,54.9,14.9,5,True,0,0,0,False,Sharon,MAPC
371,B16034,38B,0.9767,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,32.928,71,2,10.6403,19,4,22900,284.1,21.6,7,True,0,0,0,False,Boston,MAPC
372,B16035,38C,0.9493,WATER MOTHER BROOK,HWY   HYDE PARK AV,NBI,MUN,42,15,4.9,71,7,32.24,14,2,15900,18,15.2,8,True,0,0,0,False,Boston,MAPC
373,B16066,38D,0.9458,COMB  ORANGE & MBTA/BMRR,HWY   CAMBRIDGE ST,NBI,MUN,42,22,58.9152,71,4,37.5851,14,2,35700,52.7,22.6,6,True,0,0,0,False,Boston,MAPC
374,B16106,38E,0.9541,RR    AMTRAK/MBTA,HWY   CUMMINS HWY,NBI,MUN,42,16,49.0224,71,7,11.0316,14,4,17000,25.3,18.3,7,True,0,0,0,False,Boston,MAPC
375,B16115,38G,0.7994,RR    MBTA,HWY   BELGRADE AVE,NBI,MUN,42,17,10.7556,71,8,58.668,14,2,14500,13.1,19,7,True,0,0,0,False,Boston,MAPC
376,B16124,38H,0.9853,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.7328,71,2,56.3711,14,6,28300,17.5,30.5,7,True,0,0,0,False,Boston,MAPC
377,B16237,38N,0.79,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,56.9471,71,5,19.2119,14,4,29700,15.5,29,4,True,0,0,0,True,Boston,MAPC
378,B16238,38P,0.9081,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,34.0187,71,5,5.5535,14,4,22100,16.8,48.3,5,True,0,0,0,False,Boston,MAPC
379,B16275,38Q,0.842,RR    CSX SPUR,HWY   HERALD ST,NBI,MUN,42,20,46.4316,71,3,45.4788,14,4,30500,28.3,15.8,6,True,13,25,40,True,Boston,MAPC
380,B16189,391,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,35.268,71,5,39.1307,14,1,1000,20.4,22.1,N,True,15,22,34,False,Boston,MAPC
381,B16351,394,0.5839,HWY   RUTHERFORD AVE,HWY   AUSTIN ST,NBI,MUN,42,22,27.2208,71,4,4.0188,16,6,31400,28.3,46.7,6,True,0,0,0,False,Boston,MAPC
382,B16018,397,0.9802,WATER MUDDY RIVER,HWY   BEACON ST,NBI,DOT,42,21,0.2232,71,5,32.9027,14,3,25800,16.5,21.6,7,True,0,0,0,False,Boston,MAPC
383,B16256,398,0.5707,I  93 /US1/ST3,HWY   DORCHSTR AVE,NBI,DOT,42,19,32.3975,71,3,24.6815,14,2,8400,65.8,18.9,6,True,0,0,0,False,Boston,MAPC
384,Q01009,399,0.9938,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,DOT,42,16,45.0263,71,1,57.0035,14,4,19900,74,19.5,7,True,0,0,0,False,Quincy,MAPC
385,R05017,39B,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,DOT,42,24,15.714,71,0,10.332,14,4,59000,42.4,24.5,6,True,0,0,0,False,Revere,MAPC
386,R05018,39C,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,DOT,42,24,25.6464,71,0,9.7452,14,4,52900,53.9,24.4,6,True,0,0,0,False,Revere,MAPC
605,S09007,3VQ,0.8252,I  95 NB,ST 27 HIGH PLN ST,NBI,DOT,42,8,23.6364,71,12,44.3015,14,2,9800,52.7,14.9,4,True,0,0,0,False,Sharon,MAPC
606,N25030,3VT,0.6551,I  95 NB,HWY   NEPONSET ST,NBI,DOT,42,10,15.3911,71,10,14.9808,14,4,39300,24.4,26.5,6,True,0,0,0,False,Norwood,MAPC
607,N25030,3VU,0.6639,I  95 SB,HWY   NEPONSET ST,NBI,DOT,42,10,16.3056,71,10,16.6043,14,4,37500,24.4,26.5,6,True,0,0,0,False,Norwood,MAPC
608,N25022,3VV,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,DOT,42,11,20.2344,71,11,3.8219,12,1,19750,50.6,16.1,8,True,0,0,0,False,Norwood,MAPC
609,N25023,3VW,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,DOT,42,11,15.2555,71,11,4.9236,12,1,16900,49.1,16.1,8,True,0,0,0,False,Norwood,MAPC
610,S28009,3WH,1,ST 24,ST139 LINDELOF AVE,NBI,DOT,42,9,25.6643,71,4,8.2596,14,4,87200,81.1,26.4,8,True,0,0,0,False,Stoughton,MAPC/OCPC
611,W03033,3WL,0.703,I  95,HWY   CONEY ST,NBI,DOT,42,8,53.3651,71,12,2.5451,14,2,22000,86.3,17.2,5,True,20,25,40,False,Walpole,MAPC
612,W03015,40X,0.721,RR    CSX,ST 27 ELM ST,634,DOT,42,8,59.0208,71,15,35.0136,14,2,13200,26.5,15.8,6,True,0,0,0,False,Walpole,MAPC
613,H06005,46Q,0.9456,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,DOT,42,6,26.496,70,48,31.032,14,2,35100,38.9,13.6,7,True,0,0,0,False,Hanover,MAPC
614,M07004,47J,0.8647,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,DOT,42,5,40.5239,70,43,5.2104,14,2,29900,9.8,12.9,5,True,17,23,36,False,Marshfield,MAPC
615,H15002,47K,0.9859,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,DOT,42,14,49.4267,70,55,52.2119,14,4,36300,112.8,19,7,True,20,25,32,False,Hingham,MAPC
616,H15005,47L,0.7862,RR    MBTA,ST  3 A/CSHNG HWY,NBI,DOT,42,14,41.6292,70,52,43.8924,14,2,20200,18.9,15.8,8,True,0,0,0,False,Hingham,MAPC
617,D14010,48H,0.876,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,4,0.4115,70,43,43.5359,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
618,D14010,48J,0.8835,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,3,59.5476,70,43,44.8679,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
619,H06010,48K,0.7546,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,DOT,42,9,18.2628,70,51,16.8191,12,2,82000,48.2,13.8,3,True,0,0,0,True,Hanover,MAPC
620,H06010,48L,0.9459,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,DOT,42,9,17.4167,70,51,19.2635,12,2,82000,48.2,13.8,4,True,0,0,0,True,Hanover,MAPC
621,N24004,48U,0.8683,WATER NORTH RIVER,ST  3 NB,NBI,DOT,42,6,58.3344,70,46,41.1528,12,2,51000,59.7,13.5,5,True,0,0,0,True,Norwell,MAPC
622,N24003,48V,0.8735,HWY   HIGH ST,ST  3 SB,NBI,DOT,42,9,32.3927,70,52,28.6715,12,2,55000,52.4,13.8,5,True,0,0,0,False,Norwell,MAPC
623,N24003,48W,0.8662,HWY   HIGH ST,ST  3 NB,NBI,DOT,42,9,34.4771,70,52,30.1223,12,2,55000,52.4,13.8,4,True,0,0,0,True,Norwell,MAPC
624,N24004,48X,0.8638,WATER NORTH RIVER,ST  3 SB,NBI,DOT,42,6,57.3695,70,46,42.3299,12,2,51000,59.7,13.5,5,True,0,0,0,False,Norwell,MAPC
625,P05009,48Y,0.8986,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,6,29.592,70,45,59.4828,12,2,25847,50.9,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
626,P05009,490,0.9094,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,6,29.4767,70,46,1.8768,12,2,59000,50.4,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
627,R08004,49F,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,DOT,42,9,57.7872,70,53,34.4904,12,3,63000,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
628,R08004,49G,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,DOT,42,9,57.1284,70,53,36.5964,12,3,63000,49.4,14.83,8,True,0,0,0,False,Rockland,MAPC
629,D14009,49Q,0.9035,ST  3 PILGRIM HWY,ST 14 CONGRESS ST,NBI,DOT,42,3,19.9079,70,43,31.062,14,2,20200,78.9,14.9,7,True,0,0,0,False,Duxbury,MAPC
630,S09004,ACY,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,DOT,42,7,30.7199,71,11,2.0832,14,2,13700,74.7,13.6,8,True,0,0,0,False,Sharon,MAPC
631,D14006,AEE,0.9558,ST  3 PILGRIM HWY,ST  3 A/TREMONT ST,NBI,DOT,42,0,50.2631,70,43,35.5404,14,4,30900,44.4,18.6,7,True,0,0,0,False,Duxbury,MAPC
632,B16656,9AJ,0.998,HWY   W FOURTH ST,I  93 SB,NBI,DOT,42,20,34.6128,71,3,44.1864,11,5,153596,9.13,22.3,7,True,0,0,0,False,Boston,MAPC
633,B16689,9AT,0.9967,COMB  I90 & AMTRAK,HWY   ALBANY ST,NBI,DOT,42,20,47.0579,71,3,39.7836,14,3,33879,96.018,15.951,7,True,0,0,0,False,Boston,MAPC
634,F07006,9BH,1,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,NBI,DOT,42,17,55.7051,71,25,36.5015,14,4,52200,27.6,28.8,7,True,0,0,0,False,Framingham,MAPC
635,B16604,9DF,0.9983,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,50.1743,71,4,39.6119,11,2,31000,274.5,12.2,7,True,0,0,0,False,Boston,MAPC
636,B16602,9DL,0.9612,OTHER RELIEF,I  93 NB RAMP C-L,NBI,DOT,42,22,49.3751,71,4,35.5764,11,2,12943,213.5,12.2,7,True,0,0,0,False,Boston,MAPC
637,B16602,9E2,0.9512,OTHER RELIEF,I  93 NB RAMP CL,NBI,DOT,42,22,46.6067,71,4,35.4395,11,2,12943,182.3,12.2,7,True,0,0,0,False,Boston,MAPC
638,B16602,9E7,0.9767,OTHER RELIEF,I  93 NB RAMP CL,NBI,DOT,42,22,46.6067,71,4,35.4395,11,2,12943,31,12.2,7,True,0,0,0,False,Boston,MAPC
639,B16605,9E8,0.7925,TR    MBTA ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,54.15,71,4,37.46,11,1,18500,24.9,7.9,8,True,0,0,0,False,Boston,MAPC
640,B16576,9EK,0.9773,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,27.8975,71,4,16.7268,11,2,20000,30.1,15.2,7,True,0,0,0,False,Boston,MAPC
641,B16576,9EL,0.9575,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,25.104,71,4,10.9055,11,2,20000,64.4,15.7,7,True,0,0,0,False,Boston,MAPC
642,B16656,9N3,0.8062,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,35.42,71,3,43.569,11,4,117544,159.9,22.8,7,True,0,0,0,False,Boston,MAPC
643,B16606,9P9,0.9898,WATER CHARLES RIVER,I  93 STRRW DR CON,NBI,DOT,42,22,8.5151,71,3,52.2971,11,4,57858,253,23.2,7,True,0,0,0,False,Boston,MAPC
644,B16600,9PM,0.9596,"WATER CHARLES RIV, RAMPS",I  93 RAMP SA - CN,NBI,DOT,42,22,7.687298,71,3,47.6244,11,10,155200,444.2,55.9,6,True,0,0,0,False,Boston,MAPC
645,B16662,9Q3,0.9815,I  90 &I93 RAMP LL,I  93 RAMP K,NBI,DOT,42,20,48.2568,71,3,36.036,11,2,25216,86.1,13,6,True,0,0,0,False,Boston,MAPC
646,B16659,9Q5,0.981,COMB  I90&I93RMP CC&AMTK,I  93 RAMP XX,NBI,DOT,42,20,44,71,3,37,11,1,320,82.32,7.9,7,True,0,0,0,False,Boston,MAPC
647,B16656,9Q6,0.7731,COMB  I90 & AMTRAK,I  93 SB,NBI,DOT,42,20,46.4567,71,3,39.2796,11,5,106231,193.2,17.5,7,True,0,0,0,False,Boston,MAPC
648,B16656,9Q7,0.99,HWY   BROADWAY,I  93 SB,NBI,DOT,42,20,38.238,71,3,42.642,11,4,117544,110.1,23.5,7,True,0,0,0,False,Boston,MAPC
649,B16675,9QM,0.9741,I  90 RAMP H,HWY   ALBANY EXT,NBI,DOT,42,20,52.93,71,3,38.1,17,2,15300,39.539,12.294,7,True,0,0,0,False,Boston,MAPC
650,B16674,9QN,0.9771,I  90 RAMP H,I  90 RAMP Q & ALB,NBI,DOT,42,20,54.6216,71,3,37.7747,11,3,17500,47.079,17.41,7,True,0,0,0,False,Boston,MAPC
651,B16509,9RP,1,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,49.8,71,3,37.9,11,4,84100,61.8,19.3,7,True,0,0,0,False,Boston,MAPC
652,B16604,9TH,0.9677,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,55.5,71,4,37.74,11,2,40300,27.6,12.2,7,True,0,0,0,False,Boston,MAPC
653,B16605,9TT,0.9805,COMB  MBTA & ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,49.6595,71,4,39.0324,11,1,10000,263,7.9,7,True,0,0,0,False,Boston,MAPC
654,B16605,9TX,0.9792,RR    MBTA,I  93 RAMPS SN NS,NBI,DOT,42,22,42.2688,71,4,35.0147,11,3,11000,132.3,17.3,8,True,0,0,0,False,Boston,MAPC
655,B16605,9TY,0.9983,RR    MBTA BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,39.5867,71,4,32.7756,11,2,63900,127.7,15.2,7,True,0,0,0,False,Boston,MAPC
656,B16605,9U0,0.9798,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,34.7376,71,4,28.2936,11,2,37600,260,15.2,7,True,0,0,0,False,Boston,MAPC
657,B16605,9UA,0.9893,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,28.4015,71,4,20.532,11,2,37600,260,15.2,7,True,0,0,0,False,Boston,MAPC
658,B16662,9UT,0.9869,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,54.4704,71,3,34.2611,11,2,25300,36.4,9.8,7,True,0,0,0,False,Boston,MAPC
659,B16662,9V0,0.8283,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,52.4255,71,3,35.0315,11,2,18000,122.8,9.8,7,True,0,0,0,False,Boston,MAPC
660,A10009,4D2,0.8016,WATER MYSTIC RIVER,ST 60 MEDFORD ST,NBI,DOT,42,25,14.0519,71,8,34.3716,14,4,28000,15.2,24.5,N,True,0,0,0,False,Arlington,MAPC
661,N12060,4D6,0.7263,TR    GREEN LINE D,HWY   HAMMOND PD,NBI,DOT,42,19,44.0183,71,10,41.2859,14,4,18200,22.6,20.4,5,True,0,0,0,False,Newton,MAPC
662,L18015,4D7,0.5863,WATER SAUGUS RIVER,ST  1 A/LYNNWAY,NBI,DOT,42,26,39.2459,70,57,57.8088,14,4,54000,387.7,21.9,5,True,0,0,0,True,Lynn,MAPC
663,C09020,9XA,0.9663,WATER MILL CREEK,ST107 BROADWAY,NBI,DOT,42,24,12.2111,71,1,5.2392,14,4,30000,16.8,20.5,6,True,0,0,0,False,Chelsea,MAPC
664,R05015,4DD,0.2791,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,DOT,42,24,14.42,71,1,2.69,14,6,40200,24.1,26.4,4,True,0,0,0,True,Revere,MAPC
665,C01026,4DF,0.5221,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,DOT,42,21,14.5188,71,6,37.0656,14,4,29000,182.9,16.5,6,True,12,12,12,True,Cambridge,MAPC
