OBJECTID,AllBridges_2016April_BDEPT,AllBridges_2016April_BIN,AllBridges_2016April_Health_Index,AllBridges_2016April_Item_6A,AllBridges_2016April_Item_7,AllBridges_2016April_Item_8,AllBridges_2016April_Item_8_Bridge_Cat,AllBridges_2016April_Item_8_Owner,AllBridges_2016April_Item_16A,AllBridges_2016April_Item_16B,AllBridges_2016April_Item_16C,AllBridges_2016April_Item_17A,AllBridges_2016April_Item_17B,AllBridges_2016April_Item_17C,AllBridges_2016April_Item_26,AllBridges_2016April_Item_28A,AllBridges_2016April_Item_29,AllBridges_2016April_Item_49,AllBridges_2016April_Item_51,AllBridges_2016April_Item_52,AllBridges_2016April_Item_58,AllBridges_2016April_Item_104,AllBridges_2016April_Posting_2_Axle,AllBridges_2016April_Posting_3_Axle,AllBridges_2016April_Posting_5_Axle,AllBridges_2016April_Struct_Def,AllBridges_2016April_Town_Name
4890,N12016,4R6,0.7929,COMB  I 90 & CSX/MBTA,HWY   CENTRE ST,N120164R6DOTNBI,NBI,DOT,42,21,21.1572,71,11,17,14,4,32000,51.2,17.7,24.4,6,TRUE,0,0,0,FALSE,Newton
4892,N12014,4R8,0.603,COMB  I 90 & CSX/MBTA,HWY   WASHNGTON ST,N120144R8DOTNBI,NBI,DOT,42,21,24.5664,71,11,1.2911,14,3,39000,67.1,18.3,25.1,6,TRUE,0,0,0,FALSE,Newton
4895,N12071,4RB,0.4668,RR    CSX/MBTA,I  90,N120714RBDOTNBI,NBI,DOT,42,21,27.4895,71,10,25.8923,11,4,121547,58.8,15.2,16.5,5,TRUE,0,0,0,TRUE,Newton
4896,B27018,4RC,0.7277,COMB  I 90 & CSX/MBTA,HWY   CARLTON ST,B270184RCDOTNBI,NBI,DOT,42,20,58.596,71,6,33.47,14,4,29200,61.6,16.2,19.9,6,TRUE,0,0,0,FALSE,Brookline
4898,B16056,4RE,0.5859,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,B160564REDOTNBI,NBI,DOT,42,21,22.8,71,7,50.63,14,6,30100,144.5,20.7,23.5,4,TRUE,0,0,0,TRUE,Boston
4899,B16046,4RF,0.8485,COMB  I 90 &CSX &ORNG LN,ST 28 NB/COLUMBUS,B160464RFDOTNBI,NBI,DOT,42,20,52.4688,71,4,22,14,4,14300,58.2,18.3,25.2,6,TRUE,0,0,0,FALSE,Boston
4900,B16353,4RG,0.9641,HWY   SERVICE RD,I  90,B163534RGDOTNBI,NBI,DOT,42,21,24.192,71,7,39.8315,11,8,134400,8.5,34.1,35.1,6,TRUE,0,0,0,FALSE,Boston
4901,B16354,4RH,0.9836,RR    CSX LEAD TRACK,I  90,B163544RHDOTNBI,NBI,DOT,42,21,24.87,71,7,37.3,11,8,134400,14,35.2,36.6,6,TRUE,0,0,0,FALSE,Boston
4902,B16060,4RJ,0.501,US 20 N BEACON ST,I  90 EB,B160604RJDOTNBI,NBI,DOT,42,21,27.81,71,9,14.65,11,4,104393,37.8,16.05,17.5,5,TRUE,0,0,0,FALSE,Boston
4903,B16060,4RK,0.6655,US 20 N BEACON ST,I  90 WB,B160604RKDOTNBI,NBI,DOT,42,21,28.4724,71,9,15.58,11,4,104393,37.8,16,17.5,4,TRUE,0,0,0,TRUE,Boston
4904,B16061,4RL,0.5776,HWY   PARSONS ST,I  90 EB,B160614RLDOTNBI,NBI,DOT,42,21,27.4932,71,9,28.03,11,4,125000,19.2,16.1,17.5,5,TRUE,0,0,0,FALSE,Boston
4905,B16061,4RM,0.6465,HWY   PARSONS ST,I  90 WB,B160614RMDOTNBI,NBI,DOT,42,21,28.1736,71,9,28.5,11,4,125000,19.2,16.1,17.5,6,TRUE,0,0,0,FALSE,Boston
4907,B16355,4RP,0.8781,COMB  I90 W ONRP A & CSX,I  90 WB ON-RAMP E,B163554RPDOTNBI,NBI,DOT,42,21,31.3488,71,7,18.4511,12,1,8150,53,7.9,10.1,5,TRUE,0,0,0,FALSE,Boston
4909,B16356,4RR,0.7963,COMB  I90 W ONRP A & CSX,I  90 EB ON-RAMP,B163564RRDOTNBI,NBI,DOT,42,21,32.2272,71,7,17.6231,12,2,75000,44.8,9.8,11.9,5,TRUE,0,0,0,FALSE,Boston
4910,B16369,4RT,0.7241,I  90 WB & RAMPS F D L,I  90 EB OFF- RAMP,B163694RTDOTNBI,NBI,DOT,42,21,28.9332,71,7,18.3539,12,2,26000,279.2,8.5,10.7,4,TRUE,0,0,0,TRUE,Boston
4911,B16366,4RU,0.6756,COMB  I90 E RPS BDL & CS,HWY   CAMBRIDGE ST,B163664RUDOTNBI,NBI,DOT,42,21,37.008,71,7,14.5883,14,4,30560,103.5,20.7,26.9,5,TRUE,0,0,0,FALSE,Boston
4912,B16357,4RV,0.8128,I  90,I  90 EB RAMP ON D,B163574RVDOTNBI,NBI,DOT,42,21,25.3872,71,7,14,12,2,19900,365.5,12.2,14.6,5,TRUE,0,0,0,FALSE,Boston
4913,B16358,4RW,0.5986,RR    CSX,I  90 WB RAMP OFF,B163584RWDOTNBI,NBI,DOT,42,21,22.1939,71,7,7.5036,12,3,16500,96.1,12.2,14.6,5,TRUE,0,0,0,FALSE,Boston
4914,B16359,4RX,0.4596,RR    CSX,I  90 EB,B163594RXDOTNBI,NBI,DOT,42,21,11.7359,71,6,58.2695,11,4,66468,757.1,14.6,16.5,4,TRUE,0,0,0,TRUE,Boston
4915,B16359,4RY,0.4592,RR    CSX,I  90 WB,B163594RYDOTNBI,NBI,DOT,42,21,10.2348,71,6,56.7648,11,4,66468,757.7,14.6,16.5,4,TRUE,0,0,0,TRUE,Boston
4916,B16055,4T0,0.5068,COMB  I 90 & MBTA/CSX,"US 20 COMM AV,MBTA",B160554T0DOTNBI,NBI,DOT,42,21,2.1672,71,6,40.5608,14,5,81500,115.8,18.3,22.1,4,TRUE,0,0,0,TRUE,Boston
4918,B16054,4T2,0.6914,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,B160544T2DOTNBI,NBI,DOT,42,20,52.368,71,6,2.0304,14,6,10900,108.2,25,31.2,4,TRUE,0,0,0,TRUE,Boston
4919,B16053,4T3,0.7117,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,B160534T3DOTNBI,NBI,DOT,42,20,52.3284,71,5,52.4544,14,2,16600,60.7,12.2,19,7,TRUE,0,0,0,FALSE,Boston
4920,B16360,4T4,0.8685,WATER MUDDY RIVER,I  90,B163604T4DOTNBI,NBI,DOT,42,20,52.2527,71,5,30.7967,11,4,122739,19.8,14.6,17.1,6,TRUE,0,0,0,FALSE,Boston
4921,B16051,4T5,0.5518,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,B160514T5DOTNBI,NBI,DOT,42,20,51.6588,71,5,16.4796,14,4,38200,49.4,21.9,29,4,TRUE,0,0,0,TRUE,Boston
4922,B16050,4T6,0.7765,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,B160504T6DOTNBI,NBI,DOT,42,20,51,71,5,12,14,4,30700,137.2,18.3,25.1,7,TRUE,0,0,0,FALSE,Boston
4923,B16049,4T7,0.9072,I  90 EB RAMP OFF B,ST  9 HUNTINGTN AV,B160494T7DOTTNL,TNL,DOT,42,20,49.272,71,4,47.4708,14,0,9699,10.1,6.1,6.4,7,TRUE,0,0,0,FALSE,Boston
4924,B16049,4T8,0.8934,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,B160494T8DOTNBI,NBI,DOT,42,20,52.1592,71,4,43.4748,14,4,42900,93.6,30.8,37.6,5,TRUE,0,0,0,FALSE,Boston
4927,B16048,4TB,0.8071,HWY   I 90,HWY   DARTMOUTH ST,B160484TBDOTNBI,NBI,DOT,42,20,52.2852,71,4,34.5,16,4,9182,110.3,19.5,25.1,6,TRUE,0,0,0,FALSE,Boston
4929,B16045,4TD,0.6679,I  90,HWY   BERKELEY ST,B160454TDDOTNBI,NBI,DOT,42,20,52.3535,71,4,17.076,19,5,16000,35.6,17.1,25.1,5,TRUE,0,0,0,FALSE,Boston
4930,B16044,4TE,0.7089,COMB  I 90 & AMTRAK,HWY   ARLINGTON ST,B160444TEDOTNBI,NBI,DOT,42,20,51.8675,71,4,8.094,14,4,15600,52.4,14,19,5,TRUE,0,0,0,TRUE,Boston
4931,B16043,4TF,0.8558,COMB  I 90 & AMTRAK,HWY   TREMONT ST,B160434TFDOTNBI,NBI,DOT,42,20,51.7091,71,4,6.3191,14,5,12931,52.1,18.3,25.1,4,TRUE,0,0,0,TRUE,Boston
4932,B16079,4TG,0.8884,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,B160794TGDOTNBI,NBI,DOT,42,20,49.326,71,3,52,14,4,8300,59.7,14.6,20.2,7,TRUE,0,0,0,FALSE,Boston
4934,B16371,4TJ,-1,OTHER  I 93,OTHER REMOVED,B163714TJDOTREM,REM,DOT,42,20,58.4952,71,3,37.2384,11,1,111,38.4,7.9,10.1,5,TRUE,0,0,0,FALSE,Boston
4936,B16374,4TL,-1,OTHER I 90 WB RAMP ON,OTHER REMOVED,B163744TLDOTREM,REM,DOT,42,2,12,72,25,18,11,2,17276,64,6.7,8.4,4,TRUE,0,0,0,FALSE,Boston
4937,B16372,4TM,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,B163724TMDOTREM,REM,DOT,42,2,12,72,25,18,11,2,15680,50.9,7.6,9.8,5,TRUE,0,0,0,FALSE,Boston
4938,B16372,4TN,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,B163724TNDOTREM,REM,DOT,42,20,53.2176,71,3,35.1288,11,2,111,52.7,10.4,12.5,6,TRUE,0,0,0,FALSE,Boston
4940,B16062,4TQ,0.7667,HWY   BROOKS ST,I  90 EB,B160624TQDOTNBI,NBI,DOT,42,21,27.0684,71,9,43.33,11,4,125000,16.5,15.2,17.5,5,TRUE,0,0,0,FALSE,Boston
4941,B16062,4TR,0.7438,HWY   BROOKS ST,I  90 WB,B160624TRDOTNBI,NBI,DOT,42,21,27.774,71,9,43.2108,11,4,125000,16.5,15.2,17.5,5,TRUE,0,0,0,FALSE,Boston
4958,M25007,4UA,0.740740741,TR    RED HIGH SPEED LN,HWY   ADAMS ST,M250074UAMBTNBI,NBI,MBT,42,16,13.2888,71,4,5.0627,14,4,26600,24.2,57.2,64,7,TRUE,0,0,0,FALSE,Milton
4983,B16063,4V3,-1,TR    GREEN LINE D,HWY   PARK DR,B160634V3MBTNBI,NBI,MBT,42,20,43.0908,71,6,15.9407,14,4,20300,27.7,18.3,31.7,6,TRUE,0,0,0,FALSE,Boston
5016,W31005,4W5,0.9694,RR    MBTA/CSX,I  95 NB/US1SB,W310054W5DOTNBI,NBI,DOT,42,13,32.9735,71,10,38.5715,11,4,153000,50.8,23.4,24.8,7,TRUE,0,0,0,FALSE,Westwood
5022,B16017,4WU,0.9472,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,B160174WUDOTNBI,NBI,DOT,42,22,42.8699,71,3,11.5523,12,3,30500,631.6,11,12.7,6,TRUE,0,0,0,FALSE,Boston
5023,B16017,4WV,0.9712,HWY   CHRLTWN LOCAL STS,US  1 NB/ LO DECK,B160174WVDOTNBI,NBI,DOT,42,22,38.7047,71,3,15.4512,12,3,63100,576.7,11,12.7,7,TRUE,0,0,0,FALSE,Boston
5024,B16017,4WW,0.9466,HWY   CHELSEA STREET,US  1 NB/L MYSTC L,B160174WWDOTNBI,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,46000,133.8,11,12.7,6,TRUE,0,0,0,FALSE,Boston
5025,B16017,4WX,0.9538,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,B160174WXDOTNBI,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,30500,133.8,11,12.7,7,TRUE,0,0,0,FALSE,Boston
5026,B16017,4WY,0.9098,HWY   CHELSEA LOCAL STRE,US  1 NB/LOW DECK,B160174WYDOTNBI,NBI,DOT,42,23,24.2088,71,2,30.2711,12,3,46000,862.3,11,12.7,5,TRUE,0,0,0,TRUE,Boston
5027,B16017,4X0,0.9137,US  1 NB/CHEL LWR DECK,US  1 SB/UPPR DECK,B160174X0DOTNBI,NBI,DOT,42,23,25.7496,71,2,27.672,12,3,30500,1020.8,11,12.7,5,TRUE,0,0,0,TRUE,Boston
5028,B16017,4X1,0.6865,OTHER RELIEF,"US  1 NB,LOWR DECK",B160174X1DOTNBI,NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,46000,326.7,11,12.7,7,TRUE,0,0,0,FALSE,Boston
5029,B16017,4X2,0.6792,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,B160174X2DOTNBI,NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,30500,326.7,11,12.7,6,TRUE,0,0,0,FALSE,Boston
5030,B16017,4X3,0.7366,WATER MYSTIC RIVER,US  1 NB/LOWR DECK,B160174X3DOTNBI,NBI,DOT,42,23,6.378,71,2,50.2331,12,3,46000,464.5,11,12.7,7,TRUE,0,0,0,FALSE,Boston
5031,B16017,4X4,0.7367,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,B160174X4DOTNBI,NBI,DOT,42,23,6.378,71,2,50.233,12,3,30500,464.5,11,12.7,6,TRUE,0,0,0,FALSE,Boston
5340,B16590,57V,0.777777778,I  90 WB & SR-14,ST  1 A/RP E-1ASB,B1659057VMPANBI,NBI,MPA,42,22,25.3488,71,1,47.5427,14,2,0,98.2,8.5,9.8,7,TRUE,0,0,0,FALSE,Boston
5347,B16589,583,0.8598,OTHER RELIEF,ST  1 A/SB,B16589583DOTNBI,NBI,DOT,42,22,27.9335,71,1,51.6575,14,1,7660,141.7,6.7,7.9,7,TRUE,0,0,0,FALSE,Boston
5348,B16589,584,1,OTHER RELIEF,ST  1 A/SB,B16589584DOTNBI,NBI,DOT,42,22,31.476,71,1,48.0251,14,1,7660,141.7,6.7,7.9,7,TRUE,0,0,0,FALSE,Boston
5349,B16588,585,0.9974,OTHER RELIEF,I  90 WB & RP1ASB,B16588585DOTNBI,NBI,DOT,42,22,33.6324,71,1,44.994,11,3,42900,45.6,16.4,17.7,7,TRUE,0,0,0,FALSE,Boston
5350,B16588,586,0.8398,ST  1 A/NB & RP1ANB,I  90 WB,B16588586DOTNBI,NBI,DOT,42,22,31.5552,71,1,46.3655,11,3,42900,94.2,17.4,18.6,7,TRUE,0,0,0,FALSE,Boston
5366,B16585,58N,0.777777778,I  90 EB,ST  1 A/& RP E-1AN,B1658558NMPANBI,NBI,MPA,42,22,13.3355,71,1,35.0472,17,3,0,159.4,15.8,17,7,TRUE,0,0,0,FALSE,Boston
5677,B16235,5JK,1,OTHER RELIEF,ST  1 A/SB,B162355JKDOTNBI,NBI,DOT,42,22,26.2884,71,1,53.7995,14,2,49100,10.9,12.6,13.9,8,TRUE,0,0,0,FALSE,Boston
5960,B16636,5UF,-1,HWY   CONGRESS ST,I  93 I/90 WB RAMP,B166365UFDOTTNL,TNL,DOT,42,21,14.46,71,3,14.47,11,0,17198,42.7,4.3,6.2,?,TRUE,0,0,0,FALSE,Boston
5999,B16625,5VN,-1,HWY   ATLANTIC AVENUE,I  93 NORTHBOUND M,B166255VNDOTTNL,TNL,DOT,42,21,15,71,3,9,11,0,95670,489.5,16.1,0,?,TRUE,0,0,0,FALSE,Boston
6002,B16596,5VR,0.9951,COMB  HAUL RD & CSX,HWY   D ST,B165965VRDOTNBI,NBI,DOT,42,20,48.6852,71,2,29.1803,17,4,23100,45.2,22.5,31.7,7,TRUE,0,0,0,FALSE,Boston
6004,B16583,5VU,0.978,HWY   W SERVICE RD EXT,HWY   SUMMER ST,B165835VUDOTNBI,NBI,DOT,42,20,56.7348,71,2,51.2915,14,4,19320,69,21.9,30.5,7,TRUE,0,0,0,FALSE,Boston
6013,N04029,5W4,1,I  95 /ST 128 NB & SB,HWY   GRT PLN AVE,N040295W4DOTNBI,NBI,DOT,42,16,10.47,71,12,1.58,2,2,24000,64.9,12.2,15.1,8,TRUE,0,0,0,FALSE,Needham
6192,B16526,62R,-1,OTHER PUMP STATION,I  90 WB,B1652662RDOTTNL,TNL,DOT,42,20,48.39,71,32,3.58,11,0,36900,74.4,9.1,23.8,?,TRUE,0,0,0,FALSE,Boston
6199,B16620,630,0.9993,OTHER RELIEF,I  93 RAMP N-S,B16620630DOTNBI,NBI,DOT,42,21,58.6979,71,3,52.7615,11,2,54300,58.5,11.3,12.6,7,TRUE,0,0,0,FALSE,Boston
6201,B16606,633,0.9904,COMB  MGH PKNG & MBTA,I  93 RAMP N-S,B16606633DOTNBI,NBI,DOT,42,22,2.8344,71,3,47.1996,11,2,45981,180.7,13.4,14.6,7,TRUE,0,0,0,FALSE,Boston
6202,B16606,634,1,COMB  NASHUA ST&MGH PKNG,I  93 RAMP N-S,B16606634DOTNBI,NBI,DOT,42,21,59.2127,71,3,49.7879,11,2,54300,70.3,10.9,13.4,7,TRUE,0,0,0,FALSE,Boston
6375,B16619,68U,0.968,OTHER RELIEF,I  93 RAMP S-N,B1661968UDOTNBI,NBI,DOT,42,21,57.7835,71,3,53.1071,11,1,15600,62.2,8.9,10.1,7,TRUE,0,0,0,FALSE,Boston
6376,B16691,68V,1,HWY   NASHUA ST,I  93 RAMP LC-N,B1669168VDOTNBI,NBI,DOT,42,21,57.4415,71,3,51.678,11,1,9830,135.5,6.7,7.9,7,TRUE,0,0,0,FALSE,Boston
6558,B16528,6EK,-1,OTHER VB1 & FORT POINT C,HWY   HOV EB ITT,B165286EKDOTTNL,TNL,DOT,42,20,45.78,71,3,24.51,11,0,2845,102.3,6.9,0,N,TRUE,0,0,0,FALSE,Boston
6604,W04025,6G1,1,I  95 /ST128,HWY   WINTER ST,W040256G1DOTNBI,NBI,DOT,42,23,50.4312,71,15,40.6763,17,7,39100,83.7,26.6,30.7,8,TRUE,0,0,0,FALSE,Waltham
6605,W11001,6G2,1,WATER SUDBURY RIVER,US 20 BOSTN PST RD,W110016G2DOTNBI,NBI,DOT,42,21,47.79,71,22,28.689,14,2,15800,34.2,11,12,7,TRUE,0,0,0,FALSE,Wayland
6651,B16635,6HG,-1,OTHER RELIEF,I  93 RAMP R-T,B166356HGDOTBTS,BTS,DOT,42,21,9.62,71,3,22.79,11,2,7448,54.9,5.3,0,?,TRUE,0,0,0,FALSE,Boston
6687,B16620,6JL,0.9967,I  93 RAMP LC-S TUNNEL,I  93 RAMP N-S,B166206JLDOTNBI,NBI,DOT,42,21,58.9823,71,3,54.7307,11,3,54300,29.6,11.3,12.2,7,TRUE,0,0,0,FALSE,Boston
6689,B16607,6JN,1,RR    MBTA,I  93 RAMP S-N,B166076JNDOTNBI,NBI,DOT,42,22,2.2512,71,3,46.4832,11,2,61800,203,9,11,7,TRUE,0,0,0,FALSE,Boston
6693,B16607,6JT,0.9872,HWY   NASHUA ST,I  93 NB RAMP S-N,B166076JTDOTNBI,NBI,DOT,42,21,58.3992,71,3,49.8744,11,2,27545,81.2,9.4,13.5,7,TRUE,0,0,0,FALSE,Boston
6701,B16691,6K2,0.9999,I  93 RAMP S-N BOAT,I  93 RAMP LC-N,B166916K2DOTNBI,NBI,DOT,42,21,58.6116,71,3,57.7836,11,1,8756,120.7,7.9,9.1,7,TRUE,0,0,0,FALSE,Boston
7096,M21019,6YE,0.67,WATER CHARLES RIVER,I 495,M210196YEDOTBRI,BRI,DOT,42,10,3.198,71,30,40.9787,12,0,0,3,0,0,N,TRUE,0,0,0,FALSE,Milford
7132,B15008,70J,0.99,WATER ASSABET BROOK,I 495 NB,B1500870JDOTCUL,CUL,DOT,42,27,9.4824,71,34,43.4316,11,3,45000,3.1242,0,0,N,TRUE,0,0,0,FALSE,Bolton
7133,B15008,70K,1,WATER ASSABET BROOK,I 495 SB,B1500870KDOTCUL,CUL,DOT,42,27,10.5227,71,34,44.9471,11,3,45000,3,0,0,N,TRUE,0,0,0,FALSE,Bolton
7214,B04012,734,1,WATER SHAWSHEEN RIVER,US  3 NB,B04012734DOTNBI,NBI,DOT,42,30,33,71,15,0.5,12,3,60000,30.4,22.8,23.9,7,TRUE,0,0,0,FALSE,Bedford
7217,B04012,737,1,WATER SHAWSHEEN RIVER,US  3 SB,B04012737DOTNBI,NBI,DOT,42,32,52.25,71,17,15.5,12,3,60000,30.4,22.816,23.896,7,TRUE,0,0,0,FALSE,Bedford
7378,B15007,78A,1,WATER GREAT BROOK,I 495 NB,B1500778ADOTCUL,CUL,DOT,42,26,21.5087,71,35,20.0399,1,3,45000,3,0,0,N,TRUE,0,0,0,FALSE,Bolton
7379,B15007,78B,1,WATER GREAT BROOK,I 495 SB,B1500778BDOTCUL,CUL,DOT,42,26,22.0343,71,35,22.0524,11,3,46680,3,0,0,N,TRUE,0,0,0,FALSE,Bolton
7416,B15005,79G,0.777777778,WATER MILL BROOK,I 495 SB,B1500579GDOTCUL,CUL,DOT,42,24,48,71,36,30,1,4,73490,1.8,0,0,N,TRUE,0,0,0,FALSE,Bolton
7417,B15006,79H,0.777777778,WATER MILL BROOK,I 495 NB,B1500679HDOTCUL,CUL,DOT,42,24,48,71,36,30,11,4,54300,1.8,0,0,N,TRUE,0,0,0,FALSE,Bolton
7459,B16547,7AU,-1,COMB  VIADUCT ST & VB 5,I  90 WB,B165477AUDOTTNL,TNL,DOT,42,20,53.52,71,2,38.33,11,0,18948,492.3,13.6,15.2,?,TRUE,0,0,0,FALSE,Boston
7527,B16537,7CY,-1,I  93 NB &RMP LL& FRNTGE,I  90 WB,B165377CYDOTTNL,TNL,DOT,42,20,46.2,71,3,33,11,0,36900,74.7,11.6,19.7,?,TRUE,0,0,0,FALSE,Boston
7634,B16625,7GC,-1,OTHER RELIEF,I  93 SB,B166257GCDOTBTS,BTS,DOT,42,21,58.83,71,3,38.73,11,5,75900,162.8,22.9,23.8,?,TRUE,0,0,0,FALSE,Boston
7635,B16645,7GD,0.9992,COMB  AMTRAK/MBTA&RED LN,HWY   S BOS BYPASS,B166457GDDOTNBI,NBI,DOT,42,20,4.2072,71,3,41.9255,16,2,8530,555.5,9.7,11,7,TRUE,0,0,0,FALSE,Boston
7642,B16625,7GL,-1,I  93 RAMPS S/C,I  93 NB,B166257GLDOTTNL,TNL,DOT,42,21,41.41,71,3,16.26,11,4,92110,396.2,0,0,?,TRUE,0,0,0,FALSE,Boston
7696,B16549,7JB,-1,HWY   NORTHERN AV & HAUL,I  90 EB TWT,B165497JBDOTTNL,TNL,DOT,42,20,44.05,71,2,17.1,11,0,32600,391.7,7.92,10.2,?,TRUE,0,0,0,FALSE,Boston
7700,B16547,7JF,-1,HWY   D ST,I  90 WB,B165477JFDOTTNL,TNL,DOT,42,20,49.57,71,2,28.08,11,0,36900,73.2,13.6,15.3,?,TRUE,0,0,0,FALSE,Boston
7752,R05007,7L5,1,WATER PINES RIVER,ST107 SALEM TPK,R050077L5DOTNBI,NBI,DOT,42,25,51.36,70,59,50.56,14,4,26300,46.3804,21.336,26.797,7,TRUE,0,0,0,FALSE,Revere
7762,B16645,7LF,1,HWY   WYDETT CIR ACC RD,HWY   S BOS BYPASS,B166457LFDOTNBI,NBI,DOT,42,20,2.8572,71,3,45.81,16,2,10000,36.1,12.4,13.6,6,TRUE,0,0,0,FALSE,Boston
7795,B16617,7MH,-1,I  93 NB & RMP ST-S,I  93 RAMP CN-S,B166177MHDOTTNL,TNL,DOT,42,21,50.41,71,3,28.82,11,2,29817,502.7,7.9,0,?,TRUE,0,0,0,FALSE,Boston
7843,B18003,7P1,0.67,WATER BEAVER BROOK,I 495 NB,B180037P1DOTBRI,BRI,DOT,42,29,36.6828,71,32,21.5556,11,3,73490,5.2,0,0,N,TRUE,0,0,0,FALSE,Boxborough
7844,B18003,7P2,0.67,WATER BEAVER BROOK,I 495 SB,B180037P2DOTBRI,BRI,DOT,42,29,37.9104,71,32,24.2987,11,3,73490,5.2,0,0,N,TRUE,0,0,0,FALSE,Boxborough
7861,L13009,7PK,0.5,WATER BEAVER BROOK,ST  2 A/ST110/KING,L130097PKDOTBRI,BRI,DOT,42,32,21.6888,71,29,11.7563,14,2,22000,5.2,10.8,15.6,5,TRUE,0,0,0,FALSE,Littleton
7888,S31012,7QE,1,WATER HOP BROOK,HWY   DUTTON RD,S310127QEMUNCUL,CUL,MUN,42,22,8.1732,71,27,56.1708,17,2,1550,2.4,6.6,8.1,N,TRUE,0,0,0,FALSE,Sudbury
7916,M06013,7RA,0.777777778,WATER MILLHAM BROOK,I 495,M060137RADOTCUL,CUL,DOT,42,21,30,71,35,6,1,4,73490,2.1,0,0,N,TRUE,0,0,0,FALSE,Marlborough
7919,W31013,7RD,0.9816,RR    MBTA/CSX,I  95 SB/US1NB,W310137RDDOTNBI,NBI,DOT,42,13,32.4516,71,10,39.9935,11,3,155500,49.42,22.83,23.91,7,TRUE,0,0,0,FALSE,Westwood
8030,F08025,7VV,0.67,WATER MINE BROOK,I 495,F080257VVDOTBRI,BRI,DOT,42,5,12.68,71,25,28.95,11,6,138800,4,0,0,N,TRUE,0,0,0,FALSE,Franklin
8031,F08028,7VW,0.67,WATER MINE BROOK,I 495,F080287VWDOTBRI,BRI,DOT,42,5,12.2424,71,25,28.7435,11,6,138800,4,0,0,N,TRUE,0,0,0,FALSE,Franklin
8032,F08030,7VX,1,WATER MINE BROOK,I 495,F080307VXDOTBRI,BRI,DOT,42,4,22.36,71,24,46.89,11,6,138800,3,0,0,N,TRUE,0,0,0,FALSE,Franklin
8084,A10019,7XJ,0.9961,OTHER MINUTEMAN BIKE PTH,HWY   DRAKE RD,A100197XJMUNNBI,NBI,MUN,42,25,32.4,71,11,22.4,19,2,500,7.9,6.71,10.8,7,TRUE,0,0,0,FALSE,Arlington
8131,W29027,801,0.777777778,WATER SEAVERNS BROOK,I  95 /ST128,W29027801DOTBRI,BRI,DOT,42,20,31.3368,71,15,46.278,12,8,158150,3.7,0,0,N,TRUE,0,0,0,FALSE,Weston
8133,W38027,803,0.777777778,WATER BROOK,I  93,W38027803DOTBRI,BRI,DOT,42,32,42.2448,71,8,8.1312,11,8,131500,3,0,0,N,TRUE,0,0,0,FALSE,Wilmington
8147,W43032,80H,0.777777778,WATER ABERJONA RIVER,I  95 /ST128,W4303280HDOTBRI,BRI,DOT,42,30,8.1287,71,8,7.6379,11,8,161200,5.5,0,0,N,TRUE,0,0,0,FALSE,Woburn
8148,W43033,80J,0.777777778,WATER SWEET WATER BROOK,I  93 /ST128,W4303380JDOTBRI,BRI,DOT,42,28,43.1363,71,6,50.1875,11,8,142000,4.6,0,0,N,TRUE,0,0,0,FALSE,Woburn
8156,L19010,80T,0.777777778,WATER SAUGUS RIVER,I  95 /ST128,L1901080TDOTBRI,BRI,DOT,42,30,46.1627,71,2,12.9551,11,8,115000,4.6,0,0,N,TRUE,0,0,0,FALSE,Lynnfield
8158,L19013,80V,0.777777778,WATER SAUGUS RIVER,I  95 /ST128&SE RP,L1901380VDOTBRI,BRI,DOT,42,30,46.6199,71,2,13.8084,16,2,15000,5.8,0,0,N,TRUE,0,0,0,FALSE,Lynnfield
8159,W01022,80W,0.777777778,WATER SAUGUS RIVER TRIB,I  95 /ST128,W0102280WDOTBRI,BRI,DOT,42,31,34.1039,71,4,37.5635,12,8,115000,4.6,0,0,N,TRUE,0,0,0,FALSE,Wakefield
8170,W13024,818,0.777777778,WATER ROSEMARY BROOK,I  95 /ST128,W13024818DOTBRI,BRI,DOT,42,19,12.7847,71,14,45.6684,11,8,160310,3.7,0,0,N,TRUE,0,0,0,FALSE,Wellesley
8209,B16392,82F,0.9233,RR    MBTA,US  1 RAMP TC,B1639282FDOTNBI,NBI,DOT,42,22,19.1568,71,4,9.9083,11,2,56700,118,12.2,13.4,6,TRUE,0,0,0,FALSE,Boston
