OBJECTID,AllBridges_2012April_1_BDEPT,AllBridges_2012April_1_BIN,AllBridges_2012April_1_Health_Index,AllBridges_2012April_1_Item_6A,AllBridges_2012April_1_Item_7,AllBridges_2012April_1_Item_8_Bridge_Cat,AllBridges_2012April_1_Item_8_Owner,AllBridges_2012April_1_Item_16A,AllBridges_2012April_1_Item_16B,AllBridges_2012April_1_Item_16C,AllBridges_2012April_1_Item_17A,AllBridges_2012April_1_Item_17B,AllBridges_2012April_1_Item_17C,AllBridges_2012April_1_Item_26,AllBridges_2012April_1_Item_28A,AllBridges_2012April_1_Item_29,AllBridges_2012April_1_Item_49,AllBridges_2012April_1_Item_52,AllBridges_2012April_1_Item_58,AllBridges_2012April_1_Item_104,AllBridges_2012April_1_Posting_2_Axle,AllBridges_2012April_1_Posting_3_Axle,AllBridges_2012April_1_Posting_5_Axle,AllBridges_2012April_1_Struct_Def,AllBridges_2012April_1_Town_Name
7642,B16625,7GL,-1,I  93 RAMPS S/C  ,I  93 NB,TNL,DOT,42,21,41.41,710,3,16.26,11,4,400,396.2,0,?,TRUE,0,0,0,FALSE,Boston
7752,R05007,7L5,1,WATER PINES RIVER,ST107 SALEM TPK   ,NBI,DOT,42,25,50.81,70,59,53.49,14,4,37400,46.3804,26.797,8,TRUE,0,0,0,FALSE,Revere
7795,B16617,7MH,-1,I  93 NB & RMP ST-S,I  93 RAMP CN-S,TNL,DOT,42,21,50.41,71,3,28.82,11,2,200,502.7,0,?,TRUE,0,0,0,FALSE,Boston
7843,B18003,7P1,0.777777778,WATER BEAVER BROOK      ,I 495 NB          ,BRI,DOT,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough
7844,B18003,7P2,0.777777778,WATER BEAVER BROOK      ,I 495 SB          ,BRI,DOT,42,29,18,71,32,12,11,3,73490,5.2,0,N,TRUE,0,0,0,FALSE,Boxborough
7861,L13009,7PK,-1,WATER BEAVER BROOK      ,ST  2 A/ST110/KING,BRI,DOT,42,32,0,71,29,18,14,2,9828,5.2,15.6,5,TRUE,0,0,0,FALSE,Littleton
7888,S31012,7QE,1,WATER HOP BROOK         ,HWY   DUTTON RD   ,BRI,MUN,0,0,0,0,0,0,17,2,1550,2.4,8.1,N,TRUE,0,0,0,FALSE,Sudbury
7916,M06013,7RA,0.777777778,WATER MILLHAM BROOK     ,I 495             ,CUL,DOT,42,21,30,71,35,6,1,4,73490,2.1,0,N,TRUE,0,0,0,FALSE,Marlborough
7919,W31013,7RD,1,RR    MBTA/CSX,I  95 SB/US1NB,NBI,DOT,42,13,31.77,71,10,39.97,11,3,155500,49.42,23.91,7,TRUE,0,0,0,FALSE,Westwood
8131,W29027,801,0.777777778,WATER SEAVERNS BROOK    ,I  95 /ST128  ,BRI,DOT,42,20,30,71,15,48,12,8,158150,3.7,0,N,TRUE,0,0,0,FALSE,Weston
8133,W38027,803,0.777777778,WATER BROOK             ,I  93             ,BRI,DOT,42,32,18,71,9,48,11,8,131500,3,0,N,TRUE,0,0,0,FALSE,Wilmington
8147,W43032,80H,0.777777778,WATER ABERJONA RIVER    ,I  95 /ST128     ,BRI,DOT,42,29,54,71,8,12,11,8,161200,5.5,0,N,TRUE,0,0,0,FALSE,Woburn
8148,W43033,80J,0.777777778,WATER SWEET WATER BROOK ,I  93 /ST128 ,BRI,DOT,42,31,6,71,8,2.39E-11,11,8,142000,4.6,0,N,TRUE,0,0,0,FALSE,Woburn
8156,L19010,80T,0.777777778,WATER SAUGUS RIVER      ,I  95 /ST128      ,BRI,DOT,42,30,42,71,2,12,11,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Lynnfield
8158,L19013,80V,0.777777778,WATER SAUGUS RIVER      ,I  95 /ST128&SE RP,BRI,DOT,42,31,0,71,5,30,16,2,15000,5.8,0,N,TRUE,0,0,0,FALSE,Lynnfield
8159,W01022,80W,0.777777778,WATER SAUGUS RIVER TRIB ,I  95 /ST128,BRI,DOT,42,30,18,71,6,12,12,8,115000,4.6,0,N,TRUE,0,0,0,FALSE,Wakefield
8170,W13024,818,0.777777778,WATER ROSEMARY BROOK    ,I  95 /ST128     ,BRI,DOT,42,19,18,71,14,30,11,8,160310,3.7,0,N,TRUE,0,0,0,FALSE,Wellesley
8209,B16392,82F,0.9257,RR    MBTA,US  1 RAMP TC,NBI,DOT,42,22,17.24,71,4,10.65,11,2,221000,118,13.4,6,TRUE,0,0,0,FALSE,Boston
8346,W13020,86U,-1,OTHER W13020=N12054     ,OTHER 050497000101,DUM,DOT,0,0,0,0,0,0,,0,89900,0,22.9,?,TRUE,0,0,0,FALSE,Wellesley
8461,M02016,8AF,-1,WATER BROOK             ,ST128 @ STA 92    ,BRI,DOT,0,0,0,0,0,0,12,4,0,3,0, ,TRUE,0,0,0,FALSE,Manchester
8511,S05010,8C1,-1,WATER PENNEY BROOK      ,US  1 @ STA 68    ,BRI,DOT,42,26,30,71,15,30,14,0,0,3.4,0,N,TRUE,0,0,0,FALSE,Saugus
8512,S05011,8C2,-1,WATER BROOK       ,US  1 @ STA 200   ,BRI,DOT,42,28,48.88,71,1,17.72,14,0,0,4.2,0,N,TRUE,0,0,0,FALSE,Saugus
8517,D03011,8C7,-1,WATER CRANE BROOK       ,HWY   SYLVAN ST   ,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8518,D03036,8C8,-1,WATER CRANE BROOK       ,HWY   PURCHASE ST ,CUL,MUN,0,0,0,0,0,0,17,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8519,D03037,8C9,-1,WATER CRANE BROOK       ,HWY   ASH ST      ,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8520,E11003,8CA,-1,WATER EBBEN CREEK       ,ST133 EASTERN AVE ,CUL,MUN,0,0,0,0,0,0,16,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Essex
8521,G05003,8CB,-1,WATER MILL RIVER        ,ST127 WASHNGTON ST,CUL,MUN,0,0,0,0,0,0,16,0,0,5.5,0, ,TRUE,0,0,0,FALSE,Gloucester
8522,G05006,8CC,-1,WATER TIDEWATER         ,ST133 ESSEX AVE   ,CUL,MUN,0,0,0,0,0,0,17,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Gloucester
8523,G05012,8CD,-1,WATER WALKERS CREEK     ,HWY   WALKER ST   ,CUL,MUN,0,0,0,0,0,0,19,0,0,3,0,?,TRUE,0,0,0,FALSE,Gloucester
8526,I01013,8CG,-1,WATER LABOR-IN-VAIN CRK ,HWY   ARGILLA RD  ,CUL,MUN,0,0,0,0,0,0,16,0,0,13.7,0,?,TRUE,0,0,0,FALSE,Ipswich
8527,M02003,8CH,-1,WATER SAW MILL BROOK    ,HWY   NORWOOD AVE ,CUL,MUN,0,0,0,0,0,0,19,0,0,4.6,0,?,TRUE,0,0,0,FALSE,Manchester
8528,M02005,8CJ,-1,WATER HEAD OF HARBOR    ,HWY   BEACH ST    ,CUL,MUN,0,0,0,0,0,0,11,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Manchester
8529,M02012,8CK,-1,WATER WOLF TRAP BROOK   ,ST127 SUMMER ST   ,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Manchester
8535,P03004,8CR,-1,WATER PROCTOR BROOK     ,US  1 @ STA 97    ,CUL,DOT,0,0,0,0,0,0,11,0,0,0.9,0,?,TRUE,0,0,0,FALSE,Peabody
8536,P03019,8CT,-1,WATER PROCTOR BROOK     ,ST128             ,CUL,DOT,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Peabody
8537,P03003,8CU,-1,WATER NORRIS BROOK      ,HWY   RUSSELL ST  ,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0, ,TRUE,0,0,0,FALSE,Peabody
8538,P03005,8CV,-1,WATER NORTH RIVER       ,HWY   CALLER RD   ,CUL,MUN,0,0,0,0,0,0,19,0,0,4.9,0,?,TRUE,0,0,0,FALSE,Peabody
8539,R09002,8CW,-1,WATER CREEK             ,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,?,TRUE,0,0,0,FALSE,Rockport
8540,R09003,8CX,-1,WATER SAW MILL BROOK    ,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,4.9,0, ,TRUE,0,0,0,FALSE,Rockport
8541,T06008,8CY,-1,WATER HOWLETT BROOK     ,US  1 @ STA221    ,CUL,DOT,0,0,0,0,0,0,14,0,0,2.4,0,?,TRUE,0,0,0,FALSE,Topsfield
8542,T06015,8D0,-1,WATER MILE BROOK        ,HWY   IPSWICH RD  ,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Topsfield
8544,L19009,8D2,-1,WATER LYNN CANAL        ,I  95 /ST128      ,CUL,DOT,0,0,0,0,0,0,11,0,0,2.1,0, ,TRUE,0,0,0,FALSE,Lynnfield
8546,L18018,8D4,-1,WATER BROOK         ,ST  1 A/@ STA 31  ,CUL,MUN,0,0,0,0,0,0,11,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Lynn
8547,L18022,8D5,-1,WATER REVERE BROOK      ,HWY   BOSTON ST   ,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Lynn
8548,S05032,8D6,-1,WATER BENNETTS POND BRK,US  1 @ STA 145   ,CUL,DOT,0,0,0,0,0,0,14,0,0,4.3,0, ,TRUE,0,0,0,FALSE,Saugus
8549,S05006,8D7,-1,WATER TIDAL CREEK       ,HWY   BALLARD ST  ,CUL,MUN,0,0,0,0,0,0,14,0,0,7.3,0,?,TRUE,0,0,0,FALSE,Saugus
8550,S05012,8D8,-1,WATER SAUGUS RIVER TRIB ,HWY   BRISTOL ST  ,CUL,MUN,0,0,0,0,0,0,19,0,0,2.1,0,?,TRUE,0,0,0,FALSE,Saugus
8551,S05013,8D9,-1,WATER SILVER BROOK      ,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,11,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus
8552,S05019,8DA,-1,WATER SHUTE BROOK       ,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus
8553,S05020,8DB,-1,WATER SHUTE BROOK       ,HWY   VINE ST     ,CUL,MUN,0,0,0,0,0,0,17,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus
8554,S05021,8DC,-1,WATER FISKE BROOK       ,HWY   PUTNAM ST   ,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus
8556,B16603,8DE,0.7138,TR    ORANGE LINE,I  93 RAMP SACN,NBI,DOT,42,22,13.86,71,3,53.4,11,2,0,167.2,11,6,TRUE,0,0,0,FALSE,Boston
8557,B16603,8DF,0.8307,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,DOT,42,22,13.86,71,3,53.4,11,2,0,313.7,11,6,TRUE,0,0,0,FALSE,Boston
8558,B16392,8DG,1,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,DOT,42,22,19.55,71,4,7.58,11,2,174630,146.5,14.3,7,TRUE,0,0,0,FALSE,Boston
8631,C02027,8FT,1,WATER NEPONSET RIVER    ,I  95 SB/US1/ST128,NBI,DOT,42,12,35.35,71,8,42.21,11,5,168600,42.1,25.8,7,TRUE,0,0,0,FALSE,Canton
8632,D05047,8FU,1,RR    AMTRAK/MBTA       ,I  95 SB/ST128 SB ,NBI,DOT,42,12,38.68,71,8,49.34,11,5,165000,71.8,25.8,7,TRUE,0,0,0,FALSE,Dedham
8633,D05047,8FV,1,RR    AMTRAK/MBTA   ,I  95 NB/ST128 NB ,NBI,DOT,42,12,39.3,71,8,49.05,11,4,165000,71.8,25.8,8,TRUE,0,0,0,FALSE,Dedham
8634,C02026,8FW,1,WATER NEPONSET RIVER    ,I  95 NB/US1/ST128,NBI,DOT,42,12,35.89,71,8,41.84,11,5,168600,42.1,25.8,7,TRUE,0,0,0,FALSE,Canton
8742,B21050,8K9,1,WATER TOWN BROOK        ,I  93 SE ON RAMP,BRI,DOT,42,13,0,71,1,48,12,1,12800,4.6,20.9,N,TRUE,0,0,0,FALSE,Braintree
8743,B21052,8KA,1,WATER TOWN BROOK        ,I  93 @ ST 37,BRI,DOT,42,13,0,71,1,54,12,10,190000,4.6,64.5,N,TRUE,0,0,0,FALSE,Braintree
8744,B21053,8KB,1,WATER TOWN BROOK        ,I  93 NW ON RAMP,BRI,DOT,42,11,18,71,1,54,16,3,46400,4.6,29.9,N,TRUE,0,0,0,FALSE,Braintree
8745,B21055,8KC,0.777777778,WATER GREAT CEDAR SWAMP ,I  93 /US1     ,BRI,DOT,42,13,0,71,2,36,11,8,14000,4.3,45.7,N,TRUE,0,0,0,FALSE,Braintree
8752,C02032,8KK,1,WATER PECUNIT BROOK    ,I  95             ,BRI,DOT,42,11,42,71,9,6,11,8,105700,2.4,27.4,N,TRUE,0,0,0,FALSE,Canton
8753,C02038,8KL,0.888888889,WATER PONKAPOAG BROOK   ,I  95 ,BRI,DOT,42,12,18,71,8,30,11,10,70000,2.4,30.5,N,TRUE,0,0,0,FALSE,Canton
8763,R01010,8KY,1,WATER BLUE HILL RIVER   ,I  93 NB/US1NB,BRI,DOT,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Randolph
8765,W31017,8L1,-1,WATER BROOK             ,US  1 PROVDNCE HWY,BRI,DOT,0,0,0,0,0,0,14,4,0,3,0,N,TRUE,0,0,0,FALSE,Westwood
8768,W32031,8L4,1,WATER SWAMP RIVER       ,US  3 SB          ,BRI,DOT,0,0,0,0,0,0,12,3,93200,5.5,17.6,N,TRUE,0,0,0,FALSE,Weymouth
8769,W32032,8L5,1,WATER SWAMP RIVER       ,US  3 NB          ,BRI,DOT,0,0,0,0,0,0,12,2,79900,5.6,23.8,N,TRUE,0,0,0,FALSE,Weymouth
8881,M25022,8PQ,-1,WATER MDC SEWER         ,I  93 /US1/ST3    ,BRI,DOT,0,0,0,0,0,0,11,6,0,1.8,0,N,TRUE,0,0,0,FALSE,Milton
8884,M25030,8PU,1,WATER BLUE HILL RIVER   ,I  93 /US1        ,BRI,DOT,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Milton
8886,M12040,8PW,-1,WATER TWO PENNY BRK     ,I  93             ,BRI,DOT,0,0,0,0,0,0,11,8,0,4.3,0, ,TRUE,0,0,0,FALSE,Medford
8888,M12042,8PY,-1,WATER WINTER BROOK      ,I  93             ,BRI,DOT,0,0,0,0,0,0,11,8,0,4.9,0, ,TRUE,0,0,0,FALSE,Medford
8905,B16392,8QG,1,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,14.28,71,4,8.7,11,2,174630,103.6,13.4,8,TRUE,0,0,0,FALSE,Boston
8910,B16254,8QM,-1,WATER DAVENPORT CREEK   ,I  93 /US1/ST3  ,BRI,DOT,0,0,0,0,0,0,11,0,0,3.7,0,N,TRUE,0,0,0,FALSE,Boston
8919,B16661,8QX,1,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,DOT,4,20,43.64,71,3,35.98,11,3,86280,200.2,16.5,7,TRUE,0,0,0,FALSE,Boston
8920,B16661,8QY,1,HWY   BROADWAY,I  93 NB,NBI,DOT,42,20,37.83,71,3,40.29,11,3,58980,203.2,15.2,7,TRUE,0,0,0,FALSE,Boston
8921,B16661,8R0,0.8371,HWY   W FOURTH ST,I  93 NB,NBI,DOT,42,20,32.36,71,3,43.72,11,3,84100,188.6,16.5,6,TRUE,0,0,0,FALSE,Boston
8929,B16281,8R8,0.9332,HWY   CONNECTORS D & K  ,I  93 BT SB4-N ABT,NBI,DOT,42,22,51.39,71,4,36.71,11,4,152000,111.5,21.3,7,TRUE,0,0,0,FALSE,Boston
8937,N03021,8RG,1,WATER LAKE COCHITUATE   ,ST  9 WORCESTER ST,NBI,DOT,42,17,55.53,71,22,19.1,14,4,63000,16.3,27.5,8,TRUE,0,0,0,FALSE,Natick
9050,B16702,8W4,0.5,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,50.64,71,3,30.14,11,3,86280,32.5,18.2,6,TRUE,0,0,0,FALSE,Boston
9051,B16702,8W5,0.75,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,49.16,71,3,31.42,11,3,86280,48.8,19.3,6,TRUE,0,0,0,FALSE,Boston
9101,B16392,8XU,0.75,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,11.62,71,4,2.26,11,2,174630,171.3,13.4,7,TRUE,0,0,0,FALSE,Boston
9103,B16392,8XW,0.8068,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,DOT,42,22,11.88,71,3,56.4,11,3,22140,135,13.7,6,TRUE,0,0,0,FALSE,Boston
9104,B16229,8XX,0.777777778,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,DOT,42,19,0,71,6,48,14,4,45000,92.7,23.2,7,TRUE,0,0,0,FALSE,Boston
9105,B16611,8XY,1,OTHER RELIEF,US  1 RAMP ST,NBI,DOT,42,22,18.66,71,4,11.94,11,1,0,177.4,7.6,8,TRUE,0,0,0,FALSE,Boston
9107,B16611,8Y3,0.8446,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,DOT,42,22,19.68,71,4,9.24,11,1,11500,212.4,8.8,7,TRUE,0,0,0,FALSE,Boston
9108,B16573,8Y4,0.814814815,OTHER RELIEF     ,US  1 RAMP CT,NBI,DOT,42,22,26.16,71,4,18.18,11,2,45800,105.2,17.5,7,TRUE,0,0,0,FALSE,Boston
9109,B16610,8Y6,0.8159,COMB  MBTA & MILLERS RIV,US  1 RAMP CT,NBI,DOT,42,22,11.33,71,4,2.32,11,2,250000,250.9,12.2,6,TRUE,0,0,0,FALSE,Boston
9112,B16610,8YC,1,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,13.2,71,4,7.7,11,2,174630,137.2,12.2,8,TRUE,0,0,0,FALSE,Boston
9113,B16610,8YD,1,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,17.44,71,4,11.26,11,2,174630,158.8,11.6,7,TRUE,0,0,0,FALSE,Boston
9115,B16610,8YF,0.8103,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,DOT,42,22,19.95,71,4,4.56,11,2,20600,209.8,12.19,7,TRUE,0,0,0,FALSE,Boston
9117,C01049,8YH,0.9954,US  1 RAMP LC  ,I  93 RAMP TS,NBI,DOT,42,22,17.5,71,4,2.4,11,1,0,237.2,7.9,7,TRUE,0,0,0,FALSE,Cambridge
9118,B16575,8YJ,0.8853,OTHER RELIEF,I  93 RAMP SN,NBI,DOT,42,22,21.87,71,4,8.67,11,1,34900,38.1,7.9,7,TRUE,0,0,0,FALSE,Boston
9119,B16607,8YK,1,US  1 RAMP CT,I  93 RAMP SN ,NBI,DOT,42,22,19.98,71,4,5.07,11,1,34900,112.2,7.9,7,TRUE,0,0,0,FALSE,Boston
9120,B16607,8YL,0.8739,US  1 RAMP TC,I  93 RAMP SN,NBI,DOT,42,22,17.67,71,4,2.06,11,2,61100,90.8,10.8,7,TRUE,0,0,0,FALSE,Boston
9123,B16607,8YP,1,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,DOT,42,22,11.6422,71,3,55.49,11,2,174630,238.9,11,8,TRUE,0,0,0,FALSE,Boston
9124,B16574,8YQ,0.8835,OTHER RELIEF,I  93 RAMP NS,NBI,DOT,42,22,19.77,71,4,6.54,11,1,40300,12.5,7.4,7,TRUE,0,0,0,FALSE,Boston
9125,B16606,8YR,0.8938,US  1 RAMP TC,I  93 RAMP NS,NBI,DOT,42,22,17.02,71,4,2.85,11,1,40300,112.2,7.9,7,TRUE,0,0,0,FALSE,Boston
9127,B16606,8YU,1,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,DOT,42,22,11.33,71,3,55.98,11,1,40300,235.9,7.9,7,TRUE,0,0,0,FALSE,Boston
9128,B16601,8YV,0.9524,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,DOT,42,22,23.42,71,4,10.05,11,3,72074,162.5,20.1,7,TRUE,0,0,0,FALSE,Boston
9129,B16601,8YW,0.7587,OTHER RELIEF,I  93 SB,NBI,DOT,42,22,18.04,71,4,1.62,11,3,60500,254.2,20.1,7,TRUE,0,0,0,FALSE,Boston
9130,B16601,8YX,0.963,COMB  RAMP LT& MILLERS R,I  93 SB ,NBI,DOT,42,22,13.12,71,3,54.79,11,5,40000,217.8,20.4,7,TRUE,0,0,0,FALSE,Boston
9131,B16600,8YY,0.9604,"I  93 SB, AUSTN ST, MBTA",I  93 NB,NBI,DOT,42,22,25.266,71,4,12.7884,11,5,47000,162.3,21.8,7,TRUE,0,0,0,FALSE,Boston
9132,B16600,900,1,I  93 SB,I  93 NB,NBI,DOT,42,22,20.32,71,4,4.09,11,3,58689,166.7,16.5,7,TRUE,0,0,0,FALSE,Boston
9133,B16600,901,0.8223,"I  93 SB, RMP LT, MIL RV",I  93 NB,NBI,DOT,42,22,13.59,71,3,54.09,11,4,46984,309.4,18.3,7,TRUE,0,0,0,FALSE,Boston
9154,B16550,90N,-1,WATER BOSTON HARBOR,I  90 EB TED WLLMS,TNL,DOT,42,20,55.01,71,1,58.35,11,2,98300,1171.4,0,?,TRUE,0,0,0,FALSE,Boston
9165,B16584,911,0.75,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,DOT,42,20,58.56,71,2,57.5,14,4,15480,218.2,30.5,7,TRUE,0,0,0,FALSE,Boston
9167,B16663,913,0.7563,HWY   RAMP FL,HWY   RAMP L,NBI,DOT,42,20,25.89,71,3,45.83,11,1,16000,98.5,7.9,7,TRUE,0,0,0,FALSE,Boston
9168,B16662,914,0.7585,OTHER RELIEF ,HWY   RAMP K,NBI,DOT,42,20,26.49,71,3,44.99,11,2,19000,236.9,9.8,7,TRUE,0,0,0,FALSE,Boston
9169,B16662,915,0.7553,OTHER RELIEF,HWY   RAMP K/L,NBI,DOT,42,20,23.66,71,3,46.6,11,2,35000,123.3,11.3,7,TRUE,0,0,0,FALSE,Boston
9170,B16662,916,0.7584,OTHER RELIEF,HWY   RAMP K,NBI,DOT,42,20,19.77,71,3,48.47,11,2,35000,226.9,9.8,7,TRUE,0,0,0,FALSE,Boston
9171,B16661,917,0.25,HWY   ALBANY ST,I  93 NB,NBI,DOT,42,20,25.43,71,3,46.02,11,4,79300,314.8,16.9,6,TRUE,0,0,0,FALSE,Boston
9172,B16660,918,1,OTHER RELIEF,HWY   MASS AVE,NBI,DOT,42,20,7.35,71,3,53.53,19,4,0,14.3,15.4,6,TRUE,0,0,0,FALSE,Boston
9173,B16660,919,1,I  93 ,HWY   MASS AVE,NBI,DOT,42,20,7.17,71,3,54.77,11,4,41500,88.9,24,7,TRUE,0,0,0,FALSE,Boston
9174,B16659,91A,1,HWY   ALBANY ST,HWY   RAMP X/XX,NBI,DOT,42,20,25.33,71,3,47.78,11,2,3500,314.8,15.2,7,TRUE,0,0,0,FALSE,Boston
9175,B16657,91B,1,HWY   RAMP K,HWY   FRNT RD NB,NBI,DOT,42,20,6.91,71,3,53.88,11,3,20300,99.3,15.5,7,TRUE,0,0,0,FALSE,Boston
9176,B16656,91C,0,HWY   ALBANY ST,I  93 SB,NBI,DOT,42,20,46.83,71,3,48.45,11,6,75214,314.9,25,6,TRUE,0,0,0,FALSE,Boston
9178,B16654,91E,0.9223,OTHER RELIEF,I  93 SB,NBI,DOT,0,0,0,0,0,0,11,7,75214,57.5,26.3,6,TRUE,0,0,0,FALSE,Boston
9179,B16651,91F,0.777777778,OTHER RELIEF,I  93 NB ,NBI,DOT,0,0,0,0,0,0,11,6,79300,57.5,20.8,7,TRUE,0,0,0,FALSE,Boston
9180,B16649,91G,0.9976,OTHER RELIEF,HWY   MASS AV CONN,NBI,DOT,42,20,18,71,5,0,1,4,43000,63.7,19.4,6,TRUE,0,0,0,FALSE,Boston
9201,B16409,927,-1,US  1 NB,US  1 SB,NBI,DOT,42,22,25,71,3,30,12,3,44700,216.4,13.2,6,TRUE,0,0,0,FALSE,Boston
9204,B16643,92A,0.9961,I  93 ,HWY   S BOS BPS RD,NBI,DOT,42,20,1.81,71,3,51.15,11,0,7000,58.2,21.9,7,TRUE,0,0,0,FALSE,Boston
9305,F06024,95K,0.777777778,WATER COCASSET RIVER,I 495 NB ,BRI,DOT,0,0,0,0,0,0,11,3,32698,2.8,0,N,TRUE,0,0,0,FALSE,Foxborough
9329,N25024,96B,0.777777778,WATER PLANTINGFIELD BRK,US  1 PROVDNCE HWY,BRI,DOT,42,12,17,71,11,11,14,4,49000,3.3,0,N,TRUE,0,0,0,FALSE,Norwood
9385,W03034,983,0.777777778,WATER TRAPHOLE BROOK    ,I  95 NB,BRI,DOT,0,0,0,0,0,0,11,3,50000,3.2,0,N,TRUE,0,0,0,FALSE,Walpole
9469,B16691,9AP,0.9885,OTHER RELIEF     ,I  93 RAMP X ACCS,NBI,DOT,42,20,56.25,71,3,33.7,11,4,18000,39.3,22.6,7,TRUE,0,0,0,FALSE,Boston
9472,B16689,9AT,0.814814815,COMB  I90 & AMTRAK  ,HWY   ALBANY ST,NBI,DOT,42,20,45.65,71,3,40.4,14,3,0,96.018,15.951,7,TRUE,0,0,0,FALSE,Boston
9495,F07006,9BH,1,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,NBI,DOT,42,17,58,71,25,34,14,4,52200,27.6,28.8,7,TRUE,0,0,0,FALSE,Framingham
9556,B16604,9DF,0.9978,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,50.5632,71,4,39.3996,11,2,0,274.5,12.2,7,TRUE,0,0,0,FALSE,Boston
9561,B16602,9DL,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,49.38,71,4,37.29,11,2,0,213.5,12.2,7,TRUE,0,0,0,FALSE,Boston
9575,B16602,9.00E+02,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,46.2,71,4,33.7,11,2,0,182.3,12.2,7,TRUE,0,0,0,FALSE,Boston
9580,B16602,9.00E+07,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,42.6,71,41,34,11,2,0,31,12.2,8,TRUE,0,0,0,FALSE,Boston
9581,B16605,9.00E+08,0.7895,TR    MBTA ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,54.15,71,4,37.46,11,1,18500,24.9,7.9,8,TRUE,0,0,0,FALSE,Boston
9592,B16576,9EK,1,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,25.44,71,4,18.51,11,2,20000,30.1,15.2,8,TRUE,0,0,0,FALSE,Boston
9593,B16576,9EL,0.9287,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,24.39,71,4,13.74,11,2,20000,64.4,15.7,7,TRUE,0,0,0,FALSE,Boston
9686,D14013,9HJ,0.777777778,WATER SOUTH RIVER       ,ST  3 NB/PLGRM HWY,BRI,DOT,42,5,8.53E-12,70,44,18,12,2,24000,4.9,0,N,TRUE,0,0,0,FALSE,Duxbury
9689,D14004,9HM,-1,WATER ISLAND CREEK      ,HWY   BAY RD      ,BRI,MUN,0,0,0,0,0,0,17,2,5500,5.8,10.3,6,TRUE,0,0,0,FALSE,Duxbury
9742,N24008,9KA,0.777777778,WATER WILDCAT BROOK,ST  3 SB,BRI,DOT,42,8,24,70,48,30,12,2,50000,3.3,0,N,TRUE,0,0,0,FALSE,Norwell
