OBJECTID,AllBridges_2014April_BDEPT,AllBridges_2014April_BIN,AllBridges_2014April_Health_Index,AllBridges_2014April_Item_6A,AllBridges_2014April_Item_7,AllBridges_2014April_Item_8_Bridge_Cat,AllBridges_2014April_Item_8_Owner,AllBridges_2014April_Item_16A,AllBridges_2014April_Item_16B,AllBridges_2014April_Item_16C,AllBridges_2014April_Item__17A,AllBridges_2014April_Item__17B,AllBridges_2014April_Item__17C,AllBridges_2014April_Item_26,AllBridges_2014April_Item_28A,AllBridges_2014April_Item_29,AllBridges_2014April_Item_49,AllBridges_2014April_Item_52,AllBridges_2014April_Item_58,AllBridges_2014April_Item_104,AllBridges_2014April_Posting_2_Axle,AllBridges_2014April_Posting_3_Axle,AllBridges_2014April_Posting_5_Axle,AllBridges_2014April_Struct_Def,AllBridges_2014April_Town_Name,AllBridges_2014April_RPA
546,B16600,900,0.9897,I  93 SB,I  93 NB,NBI,DOT,42,22,20.32,71,4,4.09,11,3,78500,166.7,16.5,7,True,0,0,0,False,Boston,MAPC
547,B16600,901,0.8223,"I  93 SB, RMP LT, MIL RV",I  93 NB,NBI,DOT,42,22,12.7956,71,3,53.3412,11,4,46984,309.4,18.3,6,True,0,0,0,False,Boston,MAPC
548,B16582,90Y,0.9066,HWY   C ST,HWY   SUMMER ST,NBI,DOT,42,20,49.8839,71,2,37.7519,14,5,12615,33.9,41.2,7,True,0,0,0,False,Boston,MAPC
549,B16584,911,0.9728,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,DOT,42,20,53.9088,71,2,45.5927,14,4,22630,218.2,30.5,7,True,0,0,0,False,Boston,MAPC
550,B16661,917,0.9558,HWY   ALBANY ST,I  93 NB,NBI,DOT,42,20,25.0187,71,3,47.6244,11,4,79300,314.8,16.9,6,True,0,0,0,False,Boston,MAPC
551,B16660,918,0.9393,OTHER RELIEF,HWY   MASS AVE,NBI,DOT,42,20,7.35,71,3,53.53,19,4,22560,14.3,15.4,6,True,0,0,0,False,Boston,MAPC
552,B16660,919,0.996,I  93,HWY   MASS AVE,NBI,DOT,42,20,7.17,71,3,54.77,11,4,42500,88.9,24,7,True,0,0,0,False,Boston,MAPC
604,S09007,3VQ,0.8252,I  95 NB,ST 27 HIGH PLN ST,NBI,DOT,42,8,23.6364,71,12,44.3015,14,2,9800,52.7,14.9,4,True,0,0,0,False,Sharon,MAPC
605,N25030,3VT,0.6551,I  95 NB,HWY   NEPONSET ST,NBI,DOT,42,10,15.3911,71,10,14.9808,14,4,39300,24.4,26.5,6,True,0,0,0,False,Norwood,MAPC
606,N25030,3VU,0.6639,I  95 SB,HWY   NEPONSET ST,NBI,DOT,42,10,16.3056,71,10,16.6043,14,4,37500,24.4,26.5,6,True,0,0,0,False,Norwood,MAPC
607,N25022,3VV,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,DOT,42,11,20.2344,71,11,3.8219,12,1,19750,50.6,16.1,8,True,0,0,0,False,Norwood,MAPC
608,N25023,3VW,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,DOT,42,11,15.2555,71,11,4.9236,12,1,16900,49.1,16.1,8,True,0,0,0,False,Norwood,MAPC
609,S28009,3WH,1,ST 24,ST139 LINDELOF AVE,NBI,DOT,42,9,25.6643,71,4,8.2596,14,4,87200,81.1,26.4,8,True,0,0,0,False,Stoughton,MAPC/OCPC
610,W03033,3WL,0.703,I  95,HWY   CONEY ST,NBI,DOT,42,8,53.3651,71,12,2.5451,14,2,22000,86.3,17.2,5,True,20,25,40,False,Walpole,MAPC
611,W03015,40X,0.721,RR    CSX,ST 27 ELM ST,634,DOT,42,8,59.0208,71,15,35.0136,14,2,13200,26.5,15.8,6,True,0,0,0,False,Walpole,MAPC
612,H06005,46Q,0.9726,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,DOT,42,6,26.496,70,48,31.032,14,2,30000,39.6,13.6,7,True,0,0,0,False,Hanover,MAPC
613,M07004,47J,0.8647,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,DOT,42,5,40.5239,70,43,5.2104,14,2,29900,9.8,12.9,5,True,17,23,36,False,Marshfield,MAPC
614,H15002,47K,0.9859,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,DOT,42,14,49.4267,70,55,52.2119,14,4,36300,112.8,19,7,True,0,0,0,False,Hingham,MAPC
615,H15005,47L,0.7862,RR    MBTA,ST  3 A/CSHNG HWY,NBI,DOT,42,14,41.6292,70,52,43.8924,14,2,20200,18.9,15.8,8,True,0,0,0,False,Hingham,MAPC
616,D14010,48H,0.8808,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,4,0.4115,70,43,43.5359,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
617,D14010,48J,0.8835,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,3,59.5476,70,43,44.8679,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
618,H06010,48K,0.7546,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,DOT,42,9,18.2628,70,51,16.8191,12,2,82000,48.2,13.8,3,True,0,0,0,True,Hanover,MAPC
619,H06010,48L,0.9459,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,DOT,42,9,17.4167,70,51,19.2635,12,2,82000,48.2,13.8,5,True,0,0,0,False,Hanover,MAPC
620,N24004,48U,0.8683,WATER NORTH RIVER,ST  3 NB,NBI,DOT,42,6,58.3344,70,46,41.1528,12,2,51000,59.7,13.5,5,True,0,0,0,True,Norwell,MAPC
621,N24003,48V,0.8735,HWY   HIGH ST,ST  3 SB,NBI,DOT,42,9,32.3927,70,52,28.6715,12,2,55000,52.4,13.8,5,True,0,0,0,False,Norwell,MAPC
622,N24003,48W,0.8662,HWY   HIGH ST,ST  3 NB,NBI,DOT,42,9,34.4771,70,52,30.1223,12,2,55000,52.4,13.8,4,True,0,0,0,True,Norwell,MAPC
623,N24004,48X,0.8633,WATER NORTH RIVER,ST  3 SB,NBI,DOT,42,6,57.3695,70,46,42.3299,12,2,51000,59.7,13.5,5,True,0,0,0,False,Norwell,MAPC
624,P05009,48Y,0.8861,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,6,29.592,70,45,59.4828,12,3,59000,50.9,14.2,6,True,0,0,0,False,Pembroke,MAPC/OCPC
625,P05009,490,0.91,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,6,29.4767,70,46,1.8768,12,3,59000,50.9,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
626,R08004,49F,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,DOT,42,9,57.7872,70,53,34.4904,12,3,63000,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
627,R08004,49G,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,DOT,42,9,57.1284,70,53,36.5964,12,3,63000,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
628,D14009,49Q,0.9035,ST  3 PILGRIM HWY,ST 14 CONGRESS ST,NBI,DOT,42,3,19.9079,70,43,31.062,14,2,20200,78.9,14.9,7,True,0,0,0,False,Duxbury,MAPC
629,S09004,ACY,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,DOT,42,7,30.7199,71,11,2.0832,14,2,13700,74.7,13.6,8,True,0,0,0,False,Sharon,MAPC
630,D14006,AEE,0.9574,ST  3 PILGRIM HWY,ST  3 A/TREMONT ST,NBI,DOT,42,0,50.2631,70,43,35.5404,14,4,30900,44.4,18.6,7,True,0,0,0,False,Duxbury,MAPC
631,B16656,9AJ,0.998,HWY   W FOURTH ST,I  93 SB,NBI,DOT,42,20,34.6128,71,3,44.1864,11,5,153596,9.13,22.3,7,True,0,0,0,False,Boston,MAPC
632,B16689,9AT,0.9967,COMB  I90 & AMTRAK,HWY   ALBANY ST,NBI,DOT,42,20,47.0579,71,3,39.7836,14,3,33879,96.018,15.951,7,True,0,0,0,False,Boston,MAPC
633,F07006,9BH,1,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,NBI,DOT,42,17,55.7051,71,25,36.5015,14,4,52200,27.6,28.8,7,True,0,0,0,False,Framingham,MAPC
634,B16604,9DF,0.9978,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,50.1743,71,4,39.6119,11,2,40300,274.5,12.2,7,True,0,0,0,False,Boston,MAPC
635,B16602,9DL,0.9612,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,49.3751,71,4,35.5764,11,2,0,213.5,12.2,7,True,0,0,0,False,Boston,MAPC
636,B16602,9E2,0.9512,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,46.6067,71,4,35.4395,11,2,0,182.3,12.2,7,True,0,0,0,False,Boston,MAPC
637,B16602,9E7,0.9767,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,46.6067,71,4,35.4395,11,2,0,31,12.2,7,True,0,0,0,False,Boston,MAPC
638,B16605,9E8,0.7895,TR    MBTA ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,54.15,71,4,37.46,11,1,18500,24.9,7.9,8,True,0,0,0,False,Boston,MAPC
639,B16576,9EK,0.9773,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,27.8975,71,4,16.7268,11,2,20000,30.1,15.2,7,True,0,0,0,False,Boston,MAPC
640,B16576,9EL,0.9575,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,25.104,71,4,10.9055,11,2,20000,64.4,15.7,7,True,0,0,0,False,Boston,MAPC
641,B16656,9N3,0.8062,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,35.42,71,3,43.569,11,4,117544,159.9,22.8,7,True,0,0,0,False,Boston,MAPC
642,B16606,9P9,0.9899,WATER CHARLES RIVER,I  93 STRRW DR CON,NBI,DOT,42,22,8.5151,71,3,52.2971,11,4,62200,253,23.2,7,True,0,0,0,False,Boston,MAPC
643,B16600,9PM,0.9596,"WATER CHARLES RIV, RAMPS",I  93 RAMP SA - CN,NBI,DOT,42,22,7.687298,71,3,47.6244,11,10,155200,444.2,55.9,6,True,0,0,0,False,Boston,MAPC
644,B16662,9Q3,0.9815,I  90 &I93 RAMP LL,I  93 RAMP K,NBI,DOT,42,20,48.2568,71,3,36.036,11,2,25216,86.1,13,6,True,0,0,0,False,Boston,MAPC
645,B16659,9Q5,0.981,COMB  I90&I93RMP CC&AMTK,I  93 RAMP XX,NBI,DOT,42,20,44,71,3,37,11,1,320,82.32,7.9,7,True,0,0,0,False,Boston,MAPC
646,B16656,9Q6,0.7731,COMB  I90 & AMTRAK,I  93 SB,NBI,DOT,42,20,46.4567,71,3,39.2796,11,5,106231,193.2,17.5,7,True,0,0,0,False,Boston,MAPC
647,B16656,9Q7,0.99,HWY   BROADWAY,I  93 SB,NBI,DOT,42,20,38.238,71,3,42.642,11,4,117544,110.1,23.5,7,True,0,0,0,False,Boston,MAPC
648,B16675,9QM,0.9741,I  90 RAMP H,HWY   ALBANY EXT,NBI,DOT,42,20,52.93,71,3,38.1,17,2,15300,39.539,12.294,7,True,0,0,0,False,Boston,MAPC
649,B16674,9QN,0.9771,I  90 RAMP H,I  90 RAMP Q & ALB,NBI,DOT,42,20,54.6216,71,3,37.7747,11,3,17500,47.079,17.41,7,True,0,0,0,False,Boston,MAPC
650,B16509,9RP,1,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,49.8,71,3,37.9,11,4,84100,61.8,19.3,7,True,0,0,0,False,Boston,MAPC
651,B16604,9TH,0.9677,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,55.5,71,4,37.74,11,2,40300,27.6,12.2,7,True,0,0,0,False,Boston,MAPC
652,B16605,9TT,0.9805,COMB  MBCR & ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,49.6595,71,4,39.0324,11,1,10000,263,7.9,7,True,0,0,0,False,Boston,MAPC
653,B16605,9TX,0.9792,RR    MBTA,I  93 RAMPS SN NS,NBI,DOT,42,22,42.2688,71,4,35.0147,11,3,11000,132.3,17.3,8,True,0,0,0,False,Boston,MAPC
654,B16605,9TY,0.9985,RR    MBCR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,39.5867,71,4,32.7756,11,2,63900,127.7,15.2,7,True,0,0,0,False,Boston,MAPC
655,B16605,9U0,1,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,34.7376,71,4,28.2936,11,2,75200,260,15.2,7,True,0,0,0,False,Boston,MAPC
656,B16605,9UA,1,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,28.4015,71,4,20.532,11,2,34900,260,15.2,7,True,0,0,0,False,Boston,MAPC
657,B16662,9UT,0.9869,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,54.4704,71,3,34.2611,11,2,25300,36.4,9.8,7,True,0,0,0,False,Boston,MAPC
658,B16662,9V0,0.8315,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,52.4255,71,3,35.0315,11,2,25300,122.8,9.8,7,True,0,0,0,False,Boston,MAPC
659,A10009,4D2,0.8016,WATER MYSTIC RIVER,ST 60 MEDFORD ST,NBI,DOT,42,25,14.0519,71,8,34.3716,14,4,28000,15.2,24.5,N,True,0,0,0,False,Arlington,MAPC
660,N12060,4D6,0.7294,TR    GREEN LINE D,HWY   HAMMOND PD,NBI,DOT,42,19,44.0183,71,10,41.2859,14,4,18200,22.6,20.4,5,True,0,0,0,False,Newton,MAPC
661,L18015,4D7,0.6006,WATER SAUGUS RIVER,ST  1 A/LYNNWAY,NBI,DOT,42,26,39.2459,70,57,57.8088,14,4,43400,387.7,21.9,5,True,0,0,0,False,Lynn,MAPC
662,C09020,9XA,0.9663,WATER MILL CREEK,ST107 BROADWAY,NBI,DOT,42,24,12.2111,71,1,5.2392,14,4,30300,16.8,20.5,6,True,0,0,0,False,Chelsea,MAPC
663,R05015,4DD,0.2791,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,DOT,42,24,14.42,71,1,2.69,14,6,40200,24.1,26.4,4,True,0,0,0,True,Revere,MAPC
664,C01026,4DF,0.5208,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,DOT,42,21,14.5188,71,6,37.0656,14,4,28500,182.9,16.5,6,True,0,0,0,True,Cambridge,MAPC
665,C01021,4DG,0.9937,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,DOT,42,23,49.0848,71,8,27.9636,14,4,72500,10.4,24.4,N,True,0,0,0,False,Cambridge,MAPC
666,C01020,4DH,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,DOT,42,23,31.6788,71,8,28.0139,14,4,68000,105.5,25.3,7,True,0,0,0,False,Cambridge,MAPC
667,C01011,4DJ,0.7174,RR    CSX,US  3 MEMORIAL DR,NBI,DOT,42,21,12.8052,71,6,32.4036,14,6,32800,14,31.4,6,True,0,0,0,False,Cambridge,MAPC
668,C01045,4DK,0.997,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.3588,71,4,48.9036,14,2,49500,20.7,13.6,6,True,0,0,0,False,Cambridge,MAPC
669,C01040,4DL,0.7555,WATER BROAD CANAL,HWY   LAND BLVD,NBI,DOT,42,21,43.3008,71,4,44.0327,14,2,13000,53.3,12.8,5,True,12,17,28,True,Cambridge,MAPC
670,C01008,4DM,0.6928,WATER BROAD CANAL,HWY   FIRST ST,NBI,DOT,42,21,45.0179,71,4,43.86,14,2,19000,36.6,16.9,5,True,0,0,0,True,Cambridge,MAPC
438,B16281,3BQ,0.89760088,I  93 SB BT 61 - B5,I  93 NB,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,59900,148.4,21,6,True,0,0,0,False,Boston,MAPC
439,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,DOT,42,23,8.8043,71,4,38.4132,11,4,155000,112.8,21.8,6,True,0,0,0,False,Boston,MAPC
440,B16281,3BT,0.9767,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,72100,273.7,21.34,6,True,0,0,0,False,Boston,MAPC
441,B16281,3BU,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,68700,102.1,27.3,6,True,0,0,0,False,Boston,MAPC
442,B16281,3BV,0.9938,RR    BMRR,I  93 SB BT 61-B5,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,72100,148.4,17.4,6,True,0,0,0,False,Boston,MAPC
443,B16281,3CE,0.9132,I  93 SB,I  93 NB ON RMP,NBI,DOT,42,22,55.0956,71,4,36.9264,12,1,24300,91.4,13.7,5,True,0,0,0,False,Boston,MAPC
444,B16281,3CG,0.9443,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,DOT,42,22,55.5419,71,4,37.776,12,2,13000,120.4,13.7,6,True,0,0,0,False,Boston,MAPC
445,B16250,3D1,0.8371,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,DOT,42,16,40.026,71,2,54.2471,16,8,188000,145.7,36,7,True,0,0,0,False,Boston,MAPC
446,B16253,3D2,0.9448,HWY   HALLET STREET,I  93 /US1/ST3,NBI,DOT,42,16,49.458,71,2,47.1587,11,6,206400,18.2,36.1,7,True,0,0,0,False,Boston,MAPC
447,B16252,3D3,0.9306,RR    PCRR SPUR (ABAND),I  93 /US1/ST3,NBI,DOT,42,16,59.1312,71,2,39.8399,11,8,207000,14.6,36,7,True,0,0,0,False,Boston,MAPC
448,B16270,3D4,0.6926,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,DOT,42,17,3.9876,71,2,36.3624,11,8,180600,30.8,36,6,True,0,0,0,False,Boston,MAPC
449,B16251,3D5,0.8785,"HWY   NEP AV, GALV, MRSY",I  93 /US1/ST3,NBI,DOT,42,17,8.7719,71,2,34.5083,11,8,182600,364.8,36,6,True,0,0,0,False,Boston,MAPC
450,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,DOT,42,17,23.9603,71,2,36.5963,12,8,211000,60.7,38.95,5,True,0,0,0,False,Boston,MAPC
451,B16264,3DC,0.9507,HWY   CONLEY ST,I  93 /US1/ST3,NBI,DOT,42,17,35.7251,71,2,41.1323,11,6,210400,36,35.8,6,True,0,0,0,False,Boston,MAPC
452,B16263,3DD,0.984,HWY   VICTORY RD,I  93 /US1/ST3,NBI,DOT,42,17,55.0284,71,2,51.1944,11,8,210200,17.8,35.8,7,True,0,0,0,False,Boston,MAPC
453,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,DOT,42,18,4.0284,71,2,56.7456,11,9,187000,59.7,35.7,7,True,0,0,0,False,Boston,MAPC
553,B16657,91B,1,HWY   RAMP K,HWY   FRNT RD NB,NBI,DOT,42,20,5.5,71,3,52.5,11,3,33570,99.3,15.5,7,True,0,0,0,False,Boston,MAPC
554,B16656,91C,0.9254,HWY   ALBANY ST,I  93 SB,NBI,DOT,42,20,25.9043,71,3,48.8196,11,6,132026,314.9,25,6,True,0,0,0,False,Boston,MAPC
555,B16654,91E,0.907,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,24.8208,71,3,49.4784,11,7,75214,57.5,26.3,6,True,0,0,0,False,Boston,MAPC
556,B16651,91F,0.9747,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,22,71,3,49,11,6,184698,57.5,20.8,7,True,0,0,0,False,Boston,MAPC
557,B16649,91G,0.9976,OTHER RELIEF,HWY   MASS AV CONN,NBI,DOT,42,20,7.476,71,3,55.2312,12,4,44000,63.7,19.4,6,True,0,0,0,False,Boston,MAPC
558,B16648,91H,0.9823,HWY   S BOS BYPASS RD,HWY   FRNT RD SB,NBI,DOT,42,20,1.4496,71,3,52.5203,17,2,15250,198.9,9.8,6,True,0,0,0,False,Boston,MAPC
559,B16647,91J,0.9505,HWY   S BOS BYPASS RD,HWY   FRNT RD NB,NBI,DOT,42,20,2.1372,71,3,49.6116,19,3,33362,58.7,15.9,7,True,0,0,0,False,Boston,MAPC
560,B16647,91K,0.927,HWY   S BOS BYPASS RD,HWY   FRNT RD NB,NBI,DOT,42,20,2.1372,71,3,49.6116,19,4,22100,45.4,15.5,7,True,0,0,0,False,Boston,MAPC
561,B16646,91P,0.8669,OTHER RELIEF,HWY   FRNT RD NB,NBI,DOT,42,20,7.6092,71,3,53.4383,19,4,33570,73.1,17.5,6,True,0,0,0,False,Boston,MAPC
562,B16644,91U,0.9845,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.6987,71,3,46.7352,14,4,8018,6.8,19.3,7,True,0,0,0,False,Boston,MAPC
563,B16644,91V,0.9096,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.2524,71,3,48.8303,14,4,8018,13.1,19.3,6,True,0,0,0,False,Boston,MAPC
564,B16409,927,0.8635,US  1 NB,US  1 SB,NBI,DOT,42,22,35.5367,71,3,18.6948,12,3,44700,216.4,13.2,6,True,0,0,0,False,Boston,MAPC
565,B16644,928,0.9184,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.4683,71,3,47.7575,14,4,8018,42.6,19.3,7,True,0,0,0,False,Boston,MAPC
566,B16644,929,0.7984,HWY   FRONTAGE RD NB,HWY   S BOS BPS RD,NBI,DOT,42,20,2.1047,71,3,49.5395,14,4,42285,15.9,19.3,7,True,0,0,0,False,Boston,MAPC
567,B16643,92A,0.9961,I  93,HWY   S BOS BPS RD,NBI,DOT,42,20,1.81,71,3,51.15,11,4,6466,58.2,21.9,7,True,0,0,0,False,Boston,MAPC
568,S28008,3MM,0.9858,HWY   PAGE ST,ST 24,NBI,DOT,42,8,37.5575,71,3,58.1147,12,6,114300,20.4,36.1,7,True,0,0,0,False,Stoughton,MAPC/OCPC
569,W46002,3P8,1,WATER EAGLE BROOK,ST140 FRANKLIN ST,NBI,DOT,42,4,22.332,71,20,56.6375,14,2,20300,8.2,17.4,N,True,0,0,0,False,Wrentham,MAPC
570,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,DOT,42,4,44.7816,71,16,57.1152,14,4,27000,25.9,31.3,7,True,0,0,0,False,Foxborough,MAPC
571,F06003,3PM,0.9542,RR    CSX,US  1 WASHNGTON ST,NBI,DOT,42,5,56.2092,71,15,47.5524,14,5,25100,50.3,31,8,True,0,0,0,False,Foxborough,MAPC
572,N25026,3PN,0.8024,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,DOT,42,10,37.0307,71,11,31.1856,14,4,38800,19.8,25.8,4,True,0,0,0,True,Norwood,MAPC
573,N25014,3PP,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,DOT,42,12,32.7384,71,11,4.8444,14,4,51900,7.9,0,N,True,0,0,0,False,Norwood,MAPC
574,S09011,3PQ,0.9687,I  95,US  1 NB/GL EDWRDS,NBI,DOT,42,7,32.5,71,13,39.4004,12,2,36000,122.2,12.9,7,True,0,0,0,False,Sharon,MAPC
575,S09010,3PR,0.9743,I  95 NB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,53.22,71,13,21.2843,12,2,36000,63.7,12.9,7,True,0,0,0,False,Sharon,MAPC
576,S09009,3PT,0.9714,I  95 SB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,58.1736,71,13,22.2312,12,2,36000,82.3,12.9,7,True,0,0,0,False,Sharon,MAPC
577,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,DOT,42,9,6.6995,71,12,32.8103,14,4,38000,6.7,0,N,True,0,0,0,False,Walpole,MAPC
578,F06015,3QK,0.7894,ST106 GREEN ST,I  95 NB,NBI,DOT,42,1,53.2847,71,15,1.5695,11,3,50900,54.9,17.1,6,True,0,0,0,False,Foxborough,MAPC
579,F06015,3QL,0.9725,ST106 GREEN ST,I  95 SB,NBI,DOT,42,1,52.5107,71,15,5.7815,11,3,48209,57.9,17.1,7,True,0,0,0,False,Foxborough,MAPC
580,F06016,3QM,0.7569,ST140 COMMERCIAL ST,I  95 NB,NBI,DOT,42,2,35.1096,71,14,33.8388,11,4,44150,34.1,17.7,5,True,0,0,0,False,Foxborough,MAPC
581,F06016,3QN,0.7545,ST140 COMMERCIAL ST,I  95 SB,NBI,DOT,42,2,36.2436,71,14,35.2679,11,4,47400,34.1,17.7,5,True,0,0,0,False,Foxborough,MAPC
582,F06018,3QP,0.723,HWY   CENTRAL ST,I  95 NB,NBI,DOT,42,3,7.1027,71,14,14.3339,11,3,45500,42.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
583,F06018,3QQ,0.7517,HWY   CENTRAL ST,I  95 SB,NBI,DOT,42,3,8.5824,71,14,15.5616,11,3,40000,42.1,17.1,5,True,0,0,0,False,Foxborough,MAPC
584,F06019,3QR,0.9245,RR    CSX,I  95 NB,NBI,DOT,42,3,10.0656,71,14,12.5087,11,3,45500,13.4,16.1,7,True,0,0,0,False,Foxborough,MAPC
585,F06019,3QT,0.988,RR    CSX,I  95 SB,NBI,DOT,42,3,11.4912,71,14,13.812,11,3,45500,13.4,16.2,7,True,0,0,0,False,Foxborough,MAPC
586,F06020,3QU,0.767,HWY   COCASSET ST,I  95 NB,NBI,DOT,42,3,51.62,71,13,47.11,11,3,47600,49.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
587,F06020,3QV,0.9475,HWY   COCASSET ST,I  95 SB,NBI,DOT,42,3,51.3251,71,13,49.4507,11,3,46705,49.1,18.1,7,True,0,0,0,False,Foxborough,MAPC
588,F06021,3QW,0.9598,HWY   OAK ST,I  95 NB,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,47300,59.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
589,F06022,3QX,0.9226,HWY   OAK ST,I  95 SB,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,47300,59.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
590,N25028,3R1,0.807,HWY   UNION ST,I  95 NB,NBI,DOT,42,9,12.1752,71,11,24.8135,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
591,N25028,3R2,0.8486,HWY   UNION ST,I  95 SB,NBI,DOT,42,9,13.4063,71,11,25.8936,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
592,N25031,3R3,0.5559,WATER NEPONSET RIVER,I  95 NB,NBI,DOT,42,10,31.55,71,10,0.23,11,3,50800,39,17.7,5,True,0,0,0,True,Norwood,MAPC
593,N25031,3R4,0.6204,WATER NEPONSET RIVER,I  95 SB,NBI,DOT,42,10,33.2,71,10,1.24,11,3,50800,39,17.1,6,True,0,0,0,False,Norwood,MAPC
594,S09015,3R7,0.6317,HWY   S WALPOLE ST,I  95 SB,NBI,DOT,42,6,22.0283,71,13,52.2011,11,3,50000,35.7,17.1,6,True,0,0,0,False,Sharon,MAPC
595,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,NBI,DOT,42,7,16.41,71,13,46.5636,11,4,87100,56.4,17.1,6,True,0,0,0,False,Sharon,MAPC
596,S09013,3R9,0.7392,HWY   OLD POST RD,I  95 SB,NBI,DOT,42,7,20.0208,71,13,48.2628,11,3,50000,51.2,17.1,6,True,0,0,0,False,Sharon,MAPC
597,F06027,3RA,0.9873,I  95 SB,I 495 SB,NBI,DOT,42,1,36.0156,71,15,27.9899,11,4,42000,34.7,17.7,7,True,0,0,0,False,Foxborough,MAPC
