OBJECTID,allbridgesAug07_BDEPT,allbridgesAug07_BIN,allbridgesAug07_Health_Index,allbridgesAug07_Item_6A,allbridgesAug07_Item_7,allbridgesAug07_Item_8_Bridge_Cat,allbridgesAug07_Item_8_Owner,allbridgesAug07_Item_16A,allbridgesAug07_Item_16B,allbridgesAug07_Item_16C,allbridgesAug07_Item_17A,allbridgesAug07_Item_17B,allbridgesAug07_Item_17C,allbridgesAug07_Item_26,allbridgesAug07_Item_28A,allbridgesAug07_Item_29,allbridgesAug07_Item_49,allbridgesAug07_Item_52,allbridgesAug07_Item_58,allbridgesAug07_Item_104,allbridgesAug07_Posting_2_Axle,allbridgesAug07_Posting_3_Axle,allbridgesAug07_Posting_5_Axle,allbridgesAug07_Struct_Def,allbridgesAug07_Town_Name
3987,S09008,3VP,0.990100111,I  95 SB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.5508,71,12,49.2336,14,2,8000,54.9,14.9,6,TRUE,0,0,0,FALSE,Sharon
3988,S09007,3VQ,0.7977,I  95 NB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.0612,71,12,44.3628,14,2,8000,52.7,14.9,5,TRUE,0,0,0,FALSE,Sharon
3992,N25022,3VV,1,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,MHD,42,11,19.0104,71,11,4.4916,12,1,28600,50.6,16.1,9,TRUE,0,0,0,FALSE,Norwood
3993,N25023,3VW,1,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,MHD,42,11,14.4132,71,11,5.82,12,1,16000,49.1,16.1,8,TRUE,0,0,0,FALSE,Norwood
4016,W03033,3WL,0.9906,I  95,HWY   CONEY ST,NBI,MHD,42,8,52.2384,71,12,3.6756,14,2,21400,86.3,17.2,7,TRUE,20,25,40,FALSE,Walpole
4117,S09004,40R,0.6795,OTHER REPLACED BY ACY,OTHER REMOVED,REM,MHD,42,7,29.712,71,11,4.0812,14,2,22000,46.6,13.8,5,TRUE,0,0,0,FALSE,Sharon
4122,W03015,40X,0.7299,RR    CSX,ST 27 ELM ST,634,MHD,42,8,57.5232,71,15,36.126,14,2,17500,26.5,15.8,6,TRUE,0,0,0,FALSE,Walpole
4308,H06005,46Q,0.9995,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,MHD,42,6,25.7724,70,48,32.5872,14,2,30000,39.6,13.6,7,TRUE,0,0,0,FALSE,Hanover
4333,M07002,47H,1,OTHER REPLACED BY AMB,OTHER REMOVED,REM,MHD,42,9,39.5496,70,44,34.6308,6,4,15700,83.8,14.7,0,TRUE,0,0,0,FALSE,Marshfield
4334,M07004,47J,0.8262,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,MHD,42,5,39.5772,70,43,6.9132,14,2,29900,9.8,12.9,5,TRUE,17,23,36,FALSE,Marshfield
4335,H15002,47K,0.9571,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,MHD,42,14,48.228,70,55,55.2216,14,4,39200,112.8,19,9,TRUE,0,0,0,FALSE,Hingham
4336,H15005,47L,1,RR    MBTA (ABANDONED),ST  3 A/CSHNG HWY,NBI,MHD,42,14,40.8732,70,52,44.886,14,2,20050,18.9,15.8,9,TRUE,0,0,0,FALSE,Hingham
4365,D14010,48H,0.9426,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,3,58.2048,70,43,45.8616,12,2,41700,33.5,13.5,5,TRUE,0,0,0,FALSE,Duxbury
4366,D14010,48J,0.943,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,3,58.2048,70,43,45.8616,12,2,41700,33.5,13.5,4,TRUE,0,0,0,TRUE,Duxbury
4367,H06010,48K,0.8304,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,3,TRUE,0,0,0,TRUE,Hanover
4368,H06010,48L,0.9833,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,5,TRUE,0,0,0,FALSE,Hanover
4369,N24004,48U,0.8918,WATER NORTH RIVER,ST  3 NB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,53800,59.7,13.5,6,TRUE,0,0,0,FALSE,Norwell
4370,N24003,48V,0.8858,HWY   HIGH ST,ST  3 SB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,52.4,13.8,5,TRUE,0,0,0,FALSE,Norwell
4371,N24003,48W,0.885,HWY   HIGH ST,ST  3 NB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,52.4,13.8,3,TRUE,0,0,0,TRUE,Norwell
4372,N24004,48X,0.9033,WATER NORTH RIVER,ST  3 SB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,48000,59.7,13.5,6,TRUE,0,0,0,FALSE,Norwell
4373,P05009,48Y,0.9594,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,50.9,14.2,7,TRUE,0,0,0,FALSE,Pembroke
4374,P05009,490,0.9357,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,50.9,14.3,7,TRUE,0,0,0,FALSE,Pembroke
4389,R08004,49F,0.8114,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.7,3,TRUE,0,0,0,TRUE,Rockland
4390,R08004,49G,0.807,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.7,3,TRUE,0,0,0,TRUE,Rockland
4513,R05001,4DB,0.5515,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,MDC,42,24,17.9856,71,0,17.298,16,6,44000,31.7,29.6,6,TRUE,3,3,3,FALSE,Revere
4514,R05016,4DC,0.5639,COMB  BLUE LN & STATE RD,ST145 REV BCH PKWY,NBI,MDC,42,24,0.1764,70,59,31.02,16,6,19900,34.4,26.1,4,TRUE,14,17,24,TRUE,Revere
4515,R05015,4DD,0.8438,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,MDC,42,24,14.508,71,1,4.3104,14,6,46000,24.1,26.4,5,TRUE,0,0,0,FALSE,Revere
4516,C01026,4DF,0.5629,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,MDC,42,21,14.4288,71,6,39.9204,14,4,100000,182.9,16.5,5,TRUE,15,15,20,TRUE,Cambridge
4517,C01021,4DG,0.9939,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,MDC,42,23,47.5224,71,8,28.5216,14,4,69500,10.4,24.4,N,TRUE,20,25,36,FALSE,Cambridge
4518,C01020,4DH,0.9652,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,MDC,42,23,31.6968,71,8,29.0184,14,4,68000,105.5,25.3,7,TRUE,0,0,0,FALSE,Cambridge
4519,C01011,4DJ,0.7238,RR    CSX,US  3 MEMORIAL DR,NBI,MDC,42,21,12.924,71,6,33.5232,14,6,49500,14,31.4,7,TRUE,0,0,0,FALSE,Cambridge
4520,C01045,4DK,0.5818,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.3588,71,4,48.9036,14,2,49500,20.7,13.6,6,TRUE,15,20,31,FALSE,Cambridge
4521,C01040,4DL,0.7879,WATER BROAD CANAL,HWY   LAND BLVD,NBI,MDC,42,21,43.1244,71,4,44.3928,14,2,25600,53.3,12.8,8,TRUE,15,21,28,FALSE,Cambridge
4522,C01008,4DM,0.696800908,WATER BROAD CANAL,HWY   FIRST ST,NBI,MDC,42,21,43.1784,71,4,45.75,14,2,19000,36.6,16.9,6,TRUE,0,0,0,FALSE,Cambridge
4523,C01039,4DN,0.9334,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.5604,71,4,46.056,14,2,25600,156.1,12.8,6,TRUE,21,27,38,FALSE,Cambridge
4524,C01038,4DP,0.9226,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,MDC,42,21,39.744,71,4,47.2152,14,2,22000,267.6,12.8,5,TRUE,21,25,36,FALSE,Cambridge
4525,C01023,4DQ,0.9303,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,MDC,42,21,25.4808,71,5,35.4264,14,4,13600,15.8,33.2,9,TRUE,18,23,36,FALSE,Cambridge
4526,C01031,4DR,0.9192,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,MDC,42,23,48.102,71,8,29.076,14,4,69500,22.6,19.2,5,TRUE,20,25,36,FALSE,Cambridge
4527,M12003,4DT,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.5228,71,6,46.9908,14,4,53000,19.5,19.2,N,TRUE,0,0,0,FALSE,Medford
4528,M12005,4DU,0.6701,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.8612,71,7,39.3564,14,3,39000,18.3,22.3,N,TRUE,32,48,72,TRUE,Medford
4530,M12017,4DW,0.5083,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,MDC,42,24,15.714,71,4,38.5068,14,6,106000,53.3,28.8,5,TRUE,23,31,38,FALSE,Medford
4531,M12001,4DX,0.8592,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,MDC,42,23,58.5204,71,5,2.3244,14,6,94000,219.5,29.3,7,TRUE,0,0,0,FALSE,Medford
4532,M12019,4DY,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,MDC,42,24,22.5108,71,5,51.3312,14,4,40000,93.6,33.1,6,TRUE,20,25,36,FALSE,Medford
4535,S17022,4.00E+02,0.0533,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,MDC,42,23,3.7896,71,5,30.9372,14,6,62000,53,32.9,7,TRUE,20,24,36,FALSE,Somerville
4536,S17024,4.00E+03,0.7713,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,MDC,42,22,31.5876,71,5,9.5928,12,6,50000,121.9,26.8,6,TRUE,0,0,0,FALSE,Somerville
4537,S17025,4.00E+04,0.538,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,MDC,42,23,6.5004,71,5,29.9868,14,6,50000,16.5,33.5,6,TRUE,0,0,0,TRUE,Somerville
4538,S17039,4.00E+05,0.5649,HWY   WASHINGTON ST,ST 28 NB/MCGRATH,NBI,MDC,42,22,49.0116,71,5,23.586,12,2,4000,198.1,10.4,5,TRUE,0,0,0,FALSE,Somerville
4539,S17039,4.00E+06,0.634299571,HWY   WASHINGTON ST,ST 28 SB/MCGRATH,NBI,MDC,42,22,48.3816,71,5,25.3392,12,2,16000,318.5,10.4,6,TRUE,0,0,0,FALSE,Somerville
4540,E12005,4.00E+07,0.9472,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,MDC,42,24,6.1776,71,3,51.444,14,6,40000,70.7,25.2,7,TRUE,0,0,0,FALSE,Everett
4541,E12002,4.00E+08,0.9848,RR    MBTA/BMRR,ST 16 RAMP,NBI,MDC,42,24,12,71,3,48,19,2,26120,53.3,15.8,8,TRUE,0,0,0,FALSE,Everett
4542,E12004,4.00E+09,0.6997,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,MDC,42,24,13.5684,71,4,22.116,14,6,70000,94.5,27.1,5,TRUE,0,0,0,FALSE,Everett
4543,E12008,4EA,0.6324,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,MDC,42,24,7.3764,71,3,41.1372,14,3,52900,32.9,20.3,7,TRUE,28,52,82,FALSE,Everett
4544,E12009,4EB,0.5766,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,MDC,42,24,9.594,71,3,36.8064,14,3,13600,36.6,19.8,7,TRUE,0,0,0,FALSE,Everett
4546,B16458,4ED,0.7128,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,MDC,42,21,59.0436,71,4,8.526,12,4,41200,10.7,11.9,7,TRUE,24,32,48,FALSE,Boston
4547,B16457,4EE,0.6579,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,10.7,11.6,5,TRUE,7,12,19,TRUE,Boston
4549,B16007,4EG,0.6814,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,MDC,42,21,8.6328,71,6,40.122,14,4,41000,220.7,19.2,4,TRUE,0,0,0,TRUE,Boston
4550,B16377,4EH,0.642900919,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,MDC,42,21,39.204,71,7,6.0276,14,5,43000,20.1,24.4,6,TRUE,20,25,36,FALSE,Boston
4552,B16462,4EK,0.6094,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,MDC,42,21,19.9692,71,4,32.3976,12,2,24000,9.4,9.1,6,TRUE,13,17,25,FALSE,Boston
4553,B16365,4EL,0.4963,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,MDC,42,20,56.76,71,5,34.2528,12,4,27000,235.3,18.3,5,TRUE,22,27,36,FALSE,Boston
4554,B16013,4EM,0.3412,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,22,3.9828,71,4,16.4388,14,5,58000,25,25.6,5,TRUE,20,26,40,TRUE,Boston
4559,B16013,4ET,0.3728,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,21,41.3316,71,4,33.708,14,6,49500,35.4,26.2,6,TRUE,0,0,0,TRUE,Boston
4560,B16033,4EU,-1,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,MDC,42,18,13.9896,71,2,53.4768,14,6,19900,140.2,27.4,7,TRUE,10,10,10,FALSE,Boston
4561,B16246,4EV,0.8615,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,MDC,42,22,17.6844,71,8,0.0492,14,4,70100,91.4,25.6,6,TRUE,0,0,0,FALSE,Boston
4563,B16367,4EX,0.6811,COMB  WASH ST&AMTK&ORNG,ST203 MONSGR CASEY,NBI,MDC,42,18,4.9932,71,6,49.86,14,4,32600,509,24.4,5,TRUE,16,21,25,FALSE,Boston
4564,B16012,4EY,0.9699,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,MDC,42,21,14.6052,71,5,29.832,14,4,49000,659.9,22.6,7,TRUE,0,0,0,FALSE,Boston
4565,B16009,4F0,0.5148,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,MDC,42,21,40.4892,71,4,21.7488,14,6,49500,650.7,32.5,5,TRUE,20,43,67,TRUE,Boston
4567,B16011,4F2,0.401,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,MDC,42,22,7.8888,71,7,25.5864,14,4,29000,70.7,19.3,N,TRUE,0,0,0,FALSE,Boston
4569,B16021,4F4,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,MDC,42,16,0.876,71,5,39.3108,14,7,55000,33.5,36,N,TRUE,0,0,0,FALSE,Boston
4570,B16196,4F5,0.8892,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,MDC,42,19,13.9548,71,3,3.96,14,4,44300,33.5,16.6,4,TRUE,20,25,36,TRUE,Boston
4572,B16390,4F7,0.8472,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,MDC,42,17,2.1372,71,2,23.2116,14,6,70700,310.3,29.9,5,TRUE,20,25,36,TRUE,Boston
4575,B16459,4FA,0.9212,WATER PATTON COVE,HWY   MORRSSEY BLV,NBI,MDC,42,18,46.3572,71,2,49.038,14,6,54000,8.2,40.5,5,TRUE,33,46,67,FALSE,Boston
4577,B16188,4FC,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,MDC,42,20,48.2316,71,5,35.4012,14,4,41000,19.2,30.4,N,TRUE,0,0,0,FALSE,Boston
4578,B16365,4FD,0.6625,WATER MUDDY RIVER,HWY   COMM AV OFRP,NBI,MDC,42,20,49.2072,71,5,35.6856,12,2,27000,87.2,10.7,5,TRUE,0,0,0,FALSE,Boston
4579,B16052,4FE,0.5864,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,MDC,42,20,51.9612,71,5,34.6488,14,4,104700,109.4,13.8,5,TRUE,0,0,0,FALSE,Boston
4580,B16365,4FF,0.7082,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,MDC,42,20,54,71,5,36,12,2,19064,152.4,9.1,5,TRUE,22,27,36,FALSE,Boston
4581,B16365,4FG,0.5742,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,MDC,42,21,0.0432,71,5,33.9864,12,2,27000,67.1,9.8,5,TRUE,22,27,36,FALSE,Boston
4582,B16365,4FH,0.5427,WATER MUDDY RIVER,HWY   BWKR NB OFRP,NBI,MDC,42,21,0.0432,71,5,33.9864,12,2,27000,64,7.3,6,TRUE,22,27,36,FALSE,Boston
4583,B16365,4FJ,0.5358,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,MDC,42,21,1.9476,71,5,33.18,12,2,27000,45.7,9.1,5,TRUE,22,27,36,FALSE,Boston
4584,B16365,4FK,0.4938,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,MDC,42,21,3.3156,71,5,35.6352,12,2,24400,201.2,9.1,5,TRUE,15,20,26,FALSE,Boston
4585,B16365,4FL,0.6542,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,MDC,42,20,54,71,5,42,12,2,16700,128,8.5,5,TRUE,15,25,34,FALSE,Boston
4586,B16257,4FM,0.5499,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,MDC,42,21,42,71,4,18,12,2,9700,151.2,9.8,6,TRUE,14,15,17,FALSE,Boston
4587,B16258,4FN,0.8533,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,MDC,42,21,42,71,4,18,12,2,10500,47.2,9.8,8,TRUE,17,19,24,FALSE,Boston
4588,B16376,4FP,0.5687,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,MDC,42,22,5.0268,71,7,27.9192,14,4,26000,19.2,22.9,6,TRUE,0,0,0,FALSE,Boston
4589,B16390,4FQ,0.7983,HWY   QUINCY LOOP,ST  3 A/HNCK OFFRP,NBI,MDC,42,17,0,71,2,18,14,2,21413,100.6,9.1,6,TRUE,20,25,36,TRUE,Boston
4590,B16390,4FR,0.8538,ST  3 A/HNCK NB&MBTA&RED,HWY   MORRSSEY BLV,NBI,MDC,42,17,0,71,2,18,16,2,30344,396.5,20.1,5,TRUE,20,25,36,TRUE,Boston
4591,B16390,4FT,0.8869,HWY   QUINCY LOOP,ST  3 A/HANCK ONRP,NBI,MDC,42,17,0,71,2,18,14,2,27550,100.6,9.1,7,TRUE,20,25,36,FALSE,Boston
4592,B16390,4FU,0.9091,COMB  SAGAMORE ST & REDS,HWY   MORRSY OFFRP,NBI,MDC,42,17,0,71,2,18,14,1,1000,142.6,9.8,7,TRUE,20,25,36,FALSE,Boston
4593,W43027,4FV,0.833333333,I  95 /ST128,OTHER WATR MN@WASH,UTL,WRA,42,30,24,71,6,60,9,0,178901,65.5,3.1,N,TRUE,0,0,0,FALSE,Woburn
4810,S20024,4NM,-1,HWY   WOODLAND RD,I  90 EB,NBI,MTA,42,16,49.6812,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough
4811,S20024,4NN,-1,HWY   WOODLAND RD,I  90 WB,NBI,MTA,42,16,50.412,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough
4812,S20023,4NP,-1,ST 85 CORDAVILLE RD,I  90 EB,NBI,MTA,42,16,40.5552,71,31,32.3364,11,6,68385,35.1,17.2,5,TRUE,0,0,0,FALSE,Southborough
4813,S20023,4NQ,-1,ST 85 CORDAVILLE RD,I  90 WB,NBI,MTA,42,16,41.2068,71,31,32.6496,11,3,42644,33.4,17.2,5,TRUE,0,0,0,FALSE,Southborough
4814,S20022,4NR,-1,HWY   PARKERVILLE RD,I  90 EB,NBI,MTA,42,16,30.2592,71,32,11.3532,11,6,68385,14,17.2,5,TRUE,0,0,0,FALSE,Southborough
4815,S20022,4NT,-1,HWY   PARKERVILLE RD,I  90 WB,NBI,MTA,42,16,31.0116,71,32,11.2632,11,3,68385,14,17.2,6,TRUE,0,0,0,FALSE,Southborough
4816,H23014,4NU,0.777777778,WATER SUDBURY RIVER,I  90,NBI,MTA,42,16,1.5816,71,33,48.9024,11,6,61545,11.3,0,N,TRUE,0,0,0,FALSE,Hopkinton
4817,H23013,4NV,0.740740741,I  90,I  90 RMPS INT 11A,NBI,MTA,42,15,52.4844,71,34,13.7028,11,2,111,53.3,15.8,7,TRUE,0,0,0,FALSE,Hopkinton
4818,H23015,4NW,-1,ST135 WOOD ST,I  90 EB,NBI,MTA,42,15,1.4652,71,35,10.8636,11,6,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4819,H23015,4NX,-1,ST135 WOOD ST,I  90 WB,NBI,MTA,42,15,1.6308,71,35,11.8968,11,3,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4820,A14020,4NY,0.777777778,I  90,HWY   OAK ST,NBI,MTA,42,17,6.612,71,29,54.6936,16,2,2200,63.4,10.5,7,TRUE,0,0,0,FALSE,Ashland
4821,F07060,4P0,0.777777778,I  90,I  90 WB ON RAMP,NBI,MTA,42,18,46.2672,71,23,7.1556,12,1,35000,71.9,7.9,7,TRUE,0,0,0,FALSE,Framingham
4822,F07061,4P1,-1,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,MTA,42,18,26.9784,71,23,16.3716,12,1,35000,38.4,7.9,7,TRUE,0,0,0,FALSE,Framingham
4823,F07047,4P2,-1,RR    CSX,I  90 EB,NBI,MTA,42,18,48.0528,71,23,18.2076,11,3,81223,43,22.1,7,TRUE,0,0,0,FALSE,Framingham
4824,F07047,4P3,-1,RR    CSX,I  90 WB,NBI,MTA,42,18,48.8484,71,23,18.7944,11,3,81223,43,19,7,TRUE,0,0,0,FALSE,Framingham
4825,F07059,4P4,0.777777778,I  90,HWY   OLD CONN PTH,NBI,MTA,42,18,49.6332,71,23,29.2164,16,2,7700,70.1,17.4,7,TRUE,0,0,0,FALSE,Framingham
4826,F07058,4P5,-1,ST126 CONCORD ST,I  90 EB,NBI,MTA,42,18,55.4868,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham
4827,F07058,4P6,-1,ST126 CONCORD ST,I  90 WB,NBI,MTA,42,18,56.1924,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham
4828,F07046,4P7,-1,WATER SUDBURY RIVER,I  90 EB,NBI,MTA,42,18,51.03,71,25,1.1604,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham
4829,F07046,4P8,-1,WATER SUDBURY RIVER,I  90 WB,NBI,MTA,42,18,51.606,71,25,1.7832,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham
4830,F07057,4P9,-1,HWY   CENTRAL ST,I  90 EB,NBI,MTA,42,18,52.0344,71,24,57.042,11,3,81223,20.4,18.6,6,TRUE,0,0,0,FALSE,Framingham
4831,F07057,4PA,0.740740741,HWY   CENTRAL ST,I  90 WB,NBI,MTA,42,18,52.7544,71,24,57.0924,11,3,81223,20.4,18.6,7,TRUE,0,0,0,FALSE,Framingham
4832,F07056,4PB,-1,HWY   EDGELL RD,I  90 EB,NBI,MTA,42,18,33.1956,71,26,13.3404,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham
4833,F07056,4PC,-1,HWY   EDGELL RD,I  90 WB,NBI,MTA,42,18,33.7176,71,26,13.9812,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham
4834,F07055,4PD,0.777777778,I  90,HWY   GROVE ST,NBI,MTA,42,18,23.1588,71,26,35.5164,17,2,3000,60,12.5,7,TRUE,0,0,0,FALSE,Framingham
4835,F07053,4PE,0.740740741,I  90,ST 30 PLEASANT ST,NBI,MTA,42,18,13.9068,71,26,52.5912,16,2,7700,87.8,12.8,7,TRUE,0,0,0,FALSE,Framingham
4836,F07052,4PF,-1,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,MTA,42,18,6.5052,71,27,17.2044,17,2,3000,106.4,12.5,7,TRUE,0,0,0,FALSE,Framingham
4837,F07048,4PG,0.740740741,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,MTA,42,18,41.3172,71,23,10.4892,12,2,35000,12.2,18.3,6,TRUE,0,0,0,FALSE,Framingham
4838,F07045,4PH,-1,WATER MDC RES 3,I  90 EB,NBI,MTA,42,18,1.9764,71,28,15.8556,11,2,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham
4839,F07045,4PJ,-1,WATER MDC RES 3,I  90 WB,NBI,MTA,42,18,2.7108,71,28,15.8988,11,3,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham
4840,F07044,4PK,-1,RR    CSX,I  90,NBI,MTA,42,17,54.9528,71,28,33.9456,11,3,81223,17.7,15.2,5,TRUE,0,0,0,FALSE,Framingham
4841,F07050,4PL,-1,I  90,ST  9 WORCESTER RD,NBI,MTA,42,17,48.0372,71,28,45.2244,12,4,43000,101.5,31,6,TRUE,0,0,0,FALSE,Framingham
4842,F07051,4PM,0.740740741,ST  9 WORCESTER RD,I  90 RAMP,NBI,MTA,42,17,47.9688,71,28,36.4656,12,2,111,51.5,16.8,6,TRUE,0,0,0,FALSE,Framingham
4843,F07049,4PN,0.740740741,I  90,I  90 RAMPS INT 12,NBI,MTA,42,17,38.148,71,29,0.294,12,2,111,49.1,15.8,6,TRUE,0,0,0,FALSE,Framingham
4844,F07062,4PP,0.814814815,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,MTA,42,18,38.4444,71,23,12.2604,12,2,35000,15.2,18.3,7,TRUE,0,0,0,FALSE,Framingham
4845,N03036,4PQ,-1,I  90,ST 30 COMM RD,NBI,MTA,42,18,40.6224,71,22,30,14,2,13600,87.8,18,7,TRUE,0,0,0,FALSE,Natick
4846,N03038,4PR,0.777777778,HWY   MARY DAY CAMP RD,I  90 EB,NBI,MTA,42,19,43.4316,71,19,47.2332,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick
4847,N03038,4PT,0.777777778,HWY   MARY DAY CAMP RD,I  90 WB,NBI,MTA,42,19,44.202,71,19,47.3088,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick
4848,N03037,4PU,-1,ST 27 N MAIN ST,I  90 EB,NBI,MTA,42,18,51.0984,71,21,41.2164,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick
4849,N03037,4PV,-1,ST 27 N MAIN ST,I  90 WB,NBI,MTA,42,18,51.6132,71,21,41.8356,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick
4850,W11012,4PW,0.740740741,I  90,HWY   OAK ST,NBI,MTA,42,19,11.6472,71,20,35.2428,16,2,7700,69.2,12.6,7,TRUE,0,0,0,FALSE,Wayland
4851,W29048,4PX,-1,ST 30 SOUTH AVE,I  90 RAMP D,NBI,MTA,42,20,36,71,15,54,11,3,40663,140.8,13.6,6,TRUE,0,0,0,FALSE,Weston
4852,W29049,4PY,-1,HWY   NORUMBEGA RD,I  90 RAMP D,NBI,MTA,42,20,48,71,15,48,11,2,27875,20.1,11,5,TRUE,0,0,0,FALSE,Weston
