"bridgeId","healthIndex","year","structDef","town"
"8D5","-1","2008","FALSE","Lynn"
"8D6","-1","2008","FALSE","Saugus"
"8D7","-1","2008","FALSE","Saugus"
"8D8","-1","2008","FALSE","Saugus"
"8D9","-1","2008","FALSE","Saugus"
"8DA","-1","2008","FALSE","Saugus"
"8DB","-1","2008","FALSE","Saugus"
"8DC","-1","2008","FALSE","Saugus"
"8K9","1","2008","FALSE","Braintree"
"8KA","1","2008","FALSE","Braintree"
"8KB","1","2008","FALSE","Braintree"
"8KC","0.777777778","2008","FALSE","Braintree"
"8KK","1","2008","FALSE","Canton"
"8KL","0.888888889","2008","FALSE","Canton"
"8KY","1","2008","FALSE","Randolph"
"8L1","-1","2008","FALSE","Westwood"
"8L4","1","2008","FALSE","Weymouth"
"8L5","1","2008","FALSE","Weymouth"
"8PQ","-1","2008","FALSE","Milton"
"8PU","1","2008","FALSE","Milton"
"8PW","-1","2008","FALSE","Medford"
"8PY","-1","2008","FALSE","Medford"
"8QM","-1","2008","FALSE","Boston"
"8W4","0.777777778","2008","FALSE","Boston"
"8W5","0.777777778","2008","FALSE","Boston"
"8YD","0.814814815","2008","FALSE","Boston"
"90N","-1","2008","FALSE","Boston"
"913","0.814814815","2008","FALSE","Boston"
"915","0.777777778","2008","FALSE","Boston"
"916","0.777777778","2008","FALSE","Boston"
"918","0.814814815","2008","FALSE","Boston"
"919","0.777777778","2008","FALSE","Boston"
"40R","0.6795","2008","FALSE","Sharon"
"47H","1","2008","FALSE","Marshfield"
"95K","0.777777778","2008","FALSE","Foxborough"
"96B","0.777777778","2008","FALSE","Norwood"
"983","0.777777778","2008","FALSE","Walpole"
"AAL","0.777777778","2008","FALSE","Duxbury"
"AAX","0.777777778","2008","FALSE","Norwell"
"9AP","0.851851852","2008","FALSE","Boston"
"9AT","0.851851852","2008","FALSE","Boston"
"9.00E+02","0.814814815","2008","FALSE","Boston"
"9.00E+07","0.888888889","2008","FALSE","Boston"
"9HJ","0.777777778","2008","FALSE","Duxbury"
"9HM","-1","2008","FALSE","Duxbury"
"9KA","0.777777778","2008","FALSE","Norwell"
"9KB","0.777777778","2008","FALSE","Norwell"
"9PG","0.814814815","2008","FALSE","Boston"
"9QP","-1","2008","FALSE","Boston"
"9U0","0.814814815","2008","FALSE","Boston"
"9UA","0.777777778","2008","FALSE","Boston"
"4FV","0.833333333","2008","FALSE","Woburn"
"4TJ","-1","2008","FALSE","Boston"
"4TL","-1","2008","FALSE","Boston"
"4TM","-1","2008","FALSE","Boston"
"4TN","-1","2008","FALSE","Boston"
"9YQ","-1","2008","FALSE","Framingham"
"9YR","0.777777778","2008","FALSE","Wayland"
"9YV","0.777777778","2008","FALSE","Weston"
"9YX","-1","2008","FALSE","Weston"
"A7N","-1","2008","FALSE","Boston"
"AXE","0.777777778","2008","FALSE","Foxborough"
"A4E","-1","2008","FALSE","Boston"
"AV8","0.777777778","2008","FALSE","Walpole"
"B1A","0.9973","2008","FALSE","Quincy"
"633","0.814814815","2009","FALSE","Boston"
"634","0.814814815","2009","FALSE","Boston"
"6JN","0.814814815","2009","FALSE","Boston"
"6JT","0.814814815","2009","FALSE","Boston"
"1L4","0.9124","2009","FALSE","Marlborough"
"1L5","0.7884","2009","FALSE","Marlborough"
"A4K","0.9988","2009","FALSE","Framingham"
"1TU","0.9741","2009","FALSE","Marlborough"
"1TV","0.9402","2009","FALSE","Marlborough"
"1TW","0.7996","2009","FALSE","Marlborough"
"1TX","0.7407","2009","FALSE","Marlborough"
"1TY","0.7268","2009","FALSE","Marlborough"
"1U7","0.9365","2009","FALSE","Southborough"
"1U8","0.9201","2009","FALSE","Southborough"
"1U9","0.7125","2009","FALSE","Southborough"
"1UA","0.7331","2009","FALSE","Southborough"
"1UB","0.8387","2009","TRUE","Southborough"
"1UC","0.8997","2009","FALSE","Southborough"
"1UD","0.7957","2009","FALSE","Milford"
"1UE","0.9384","2009","FALSE","Milford"
"1UF","0.8115","2009","FALSE","Milford"
"1UG","0.8013","2009","FALSE","Milford"
"1UH","0.8053","2009","FALSE","Milford"
"1UJ","0.79","2009","FALSE","Milford"
"1UK","0.7928","2009","FALSE","Milford"
"1UL","0.7725","2009","FALSE","Milford"
"1UM","0.785","2009","FALSE","Milford"
"1UN","0.7892","2009","FALSE","Milford"
"1UP","0.6435","2009","FALSE","Hopkinton"
"1UQ","0.7468","2009","FALSE","Hopkinton"
"1UR","0.7618","2009","FALSE","Hopkinton"
"1UT","0.9846","2009","FALSE","Hopkinton"
"1UU","0.9703","2009","FALSE","Hopkinton"
"1UV","0.702","2009","FALSE","Hopkinton"
"1UW","0.6704","2009","FALSE","Littleton"
"1V2","0.8639","2009","FALSE","Bolton"
"1V3","0.7883","2009","FALSE","Bolton"
"1V4","0.8925","2009","FALSE","Bolton"
"1V5","0.9036","2009","FALSE","Bolton"
"1V8","0.9929","2009","FALSE","Franklin"
"1V9","0.9616","2009","FALSE","Franklin"
"1VA","0.9737","2009","FALSE","Franklin"
"1VB","0.779","2009","FALSE","Franklin"
"1VC","0.9793","2009","FALSE","Franklin"
"1VD","0.8865","2009","FALSE","Franklin"
"1VE","0.879","2009","FALSE","Franklin"
"1VF","0.8447","2009","FALSE","Franklin"
"1VG","0.7762","2009","FALSE","Franklin"
"1VH","0.7749","2009","FALSE","Franklin"
"20Q","0.775","2009","TRUE","Hopkinton"
"A4L","0.9629","2009","FALSE","Framingham"
"24Y","0.6766","2009","FALSE","Wayland"
"26Q","0.947","2009","FALSE","Sudbury"
"26R","0.8303","2009","TRUE","Wayland"
"276","0.3879","2009","TRUE","Framingham"
"278","0.6001","2009","TRUE","Natick"
"27B","0.7651","2009","FALSE","Boxborough"
"27C","0.9656","2009","FALSE","Littleton"
"27D","0.7842","2009","FALSE","Littleton"
"27E","0.7616","2009","FALSE","Marlborough"
"27F","0.9668","2009","FALSE","Hudson"
"27G","0.7547","2009","FALSE","Hudson"
"27H","0.9544","2009","FALSE","Hudson"
"27J","0.9478","2009","FALSE","Hudson"
"27K","0.5768","2009","TRUE","Littleton"
"27L","0.4948","2009","TRUE","Littleton"
"27M","0.8696","2009","FALSE","Littleton"
"27N","0.8636","2009","FALSE","Littleton"
"27P","0.9908","2009","FALSE","Littleton"
"27Q","0.9421","2009","FALSE","Littleton"
"27Y","0.7521","2009","FALSE","Marlborough"
"280","0.8051","2009","FALSE","Marlborough"
"281","0.9095","2009","FALSE","Marlborough"
"282","0.9009","2009","FALSE","Marlborough"
"286","0.9072","2009","FALSE","Acton"
"288","0.7609","2009","TRUE","Maynard"
"28Q","0.8162","2009","TRUE","Natick"
"292","0.712","2009","FALSE","Natick"
"29A","0.9982","2009","FALSE","Acton"
"2AF","0.6884","2009","FALSE","Bellingham"
"2AG","0.6803","2009","FALSE","Bellingham"
"2AJ","0.9375","2009","FALSE","Medfield"
"2AL","0.9987","2009","FALSE","Bellingham"
"734","1","2009","FALSE","Bedford"
"737","1","2009","FALSE","Bedford"
"381","0.943","2009","FALSE","Boston"
"AAY","0.9146","2009","FALSE","Randolph"
"343","0.7092","2009","FALSE","Randolph"
"2DM","0.6467","2009","FALSE","Arlington"
"2DP","0.7211","2009","FALSE","Arlington"
"2DQ","0.6668","2009","FALSE","Arlington"
"2DR","1","2009","FALSE","Concord"
"2DT","0.6608","2009","TRUE","Concord"
"2DU","1","2009","FALSE","Concord"
"2DV","0.6839","2009","FALSE","Concord"
"2DW","0.5731","2009","FALSE","Lexington"
"2DX","0.5812","2009","FALSE","Lexington"
"2DY","0.7724","2009","FALSE","Lexington"
"2.00E+00","0.774","2009","FALSE","Lexington"
"2.00E+01","0.7039","2009","FALSE","Lexington"
"2.00E+02","0.6943","2009","TRUE","Lexington"
"2.00E+04","0.631","2009","FALSE","Waltham"
"2.00E+05","0.8593","2009","FALSE","Watertown"
"2.00E+06","0.6788","2009","FALSE","Weston"
"2.00E+07","0.7262","2009","FALSE","Weston"
"2.00E+08","0.6797","2009","FALSE","Wilmington"
"2EB","0.3416","2009","FALSE","Newton"
"2EC","0.3331","2009","FALSE","Newton"
"2ED","0.7455","2009","FALSE","Newton"
"2EE","0.6525","2009","FALSE","Newton"
"2EF","0.5377","2009","FALSE","Newton"
"2EG","0.8703","2009","FALSE","Newton"
"2EH","0.6647","2009","FALSE","Newton"
"2EJ","0.9707","2009","FALSE","Wellesley"
"2EK","0.6655","2009","FALSE","Wellesley"
"2EP","0.9573","2009","FALSE","Burlington"
"2EQ","0.9638","2009","FALSE","Burlington"
"2ER","0.5582","2009","FALSE","Burlington"
"2ET","0.653","2009","FALSE","Burlington"
"2EU","0.5927","2009","FALSE","Burlington"
"2EV","0.7178","2009","FALSE","Burlington"
"2EW","0.6703","2009","FALSE","Burlington"
"2EX","0.6636","2009","FALSE","Burlington"
"2EY","0.5668","2009","FALSE","Lexington"
"2F0","0.7425","2009","FALSE","Reading"
"2F1","0.670000076","2009","FALSE","Waltham"
"2F2","0.9736","2009","FALSE","Waltham"
"2F3","0.9163","2009","FALSE","Weston"
"2F4","0.6474","2009","FALSE","Weston"
"2F6","0.6838","2009","FALSE","Woburn"
"2F7","0.9997","2009","FALSE","Woburn"
"2F8","0.7046","2009","FALSE","Woburn"
"2F9","0.7199","2009","FALSE","Woburn"
"2FA","0.8131","2009","FALSE","Woburn"
"2FB","0.6857","2009","FALSE","Woburn"
"2FC","0.5116","2009","FALSE","Woburn"
"2FD","0.9803","2009","FALSE","Lynnfield"
"2FE","0.6292","2009","FALSE","Wakefield"
"2FF","0.7349","2009","FALSE","Wakefield"
"2FG","0.9774","2009","FALSE","Wakefield"
"2FH","0.901","2009","FALSE","Wakefield"
"2FJ","0.9824","2009","FALSE","Wakefield"
"2FK","0.7658","2009","FALSE","Wakefield"
"2FL","0.7593","2009","FALSE","Wakefield"
"2FM","0.5567","2009","FALSE","Newton"
"2FN","0.8065","2009","FALSE","Newton"
"2FP","0.7155","2009","FALSE","Newton"
"2FQ","0.9414","2009","TRUE","Wellesley"
"2G2","0.6759","2009","FALSE","Burlington"
"2G3","0.730200861","2009","FALSE","Burlington"
"2GR","0.7201","2009","FALSE","Concord"
"2GT","0.8906","2009","FALSE","Quincy"
"2GU","0.7287","2009","FALSE","Quincy"
"2GV","0.7238","2009","FALSE","Quincy"
"2HH","0.9998","2009","FALSE","Medford"
"2HJ","0.7446","2009","FALSE","Medford"
"2HK","0.6681","2009","FALSE","Reading"
"2HL","0.6609","2009","FALSE","Reading"
"2HM","0.6237","2009","FALSE","Stoneham"
"2HN","0.8946","2009","FALSE","Stoneham"
"2HR","0.4584","2009","FALSE","Wilmington"
"2HT","0.4676","2009","FALSE","Wilmington"
"2HU","0.6458","2009","FALSE","Wilmington"
"2HV","0.6713","2009","FALSE","Wilmington"
"2HW","0.8674","2009","FALSE","Wilmington"
"2HX","0.6482","2009","FALSE","Wilmington"
"2HY","0.6992","2009","FALSE","Wilmington"
"2J0","0.8515","2009","FALSE","Woburn"
"2J1","0.6134","2009","FALSE","Woburn"
"2J2","0.6321","2009","FALSE","Woburn"
"2J3","0.6892","2009","FALSE","Woburn"
"2J8","0.8439","2009","FALSE","Quincy"
"2KH","0.759","2009","FALSE","Woburn"
"2KY","1","2009","FALSE","Boston"
"2L2","0.7521","2009","FALSE","Stoneham"
"2LH","0.8551","2009","TRUE","Newton"
"2MA","0.6822","2009","FALSE","Weston"
"2NH","0.7677","2009","FALSE","Waltham"
"2P0","0.9791","2009","FALSE","Woburn"
"2P3","0.9258","2009","FALSE","Wellesley"
"32V","0.6701","2009","FALSE","Salem"
"2TK","0.9901","2009","TRUE","Lynnfield"
"2TL","0.6507","2009","FALSE","Saugus"
"2TW","1","2009","FALSE","Beverly"
"2TX","0.9924","2009","FALSE","Beverly"
"2TY","0.906","2009","FALSE","Beverly"
"2U0","0.7011","2009","TRUE","Danvers"
"2U1","0.4536","2009","FALSE","Danvers"
"2U2","0.7435","2009","TRUE","Danvers"
"2U3","0.9723","2009","FALSE","Danvers"
"2U4","0.7917","2009","FALSE","Danvers"
"2U5","0.9275","2009","FALSE","Danvers"
"2U6","0.5362","2009","FALSE","Gloucester"
"2U7","0.8573","2009","FALSE","Gloucester"
"2U8","0.831","2009","TRUE","Gloucester"
"2U9","0.7405","2009","FALSE","Gloucester"
"2UA","0.6623","2009","FALSE","Gloucester"
"2UB","1","2009","FALSE","Gloucester"
"2UC","0.7471","2009","FALSE","Manchester"
"2UD","0.747","2009","FALSE","Manchester"
"2UE","0.9982","2009","FALSE","Peabody"
"2UF","0.9658","2009","FALSE","Peabody"
"2UG","0.6641","2009","FALSE","Peabody"
"2UH","0.8386","2009","FALSE","Danvers"
"2UK","0.9791","2009","FALSE","Middleton"
"2UM","0.8698","2009","FALSE","Peabody"
"2UN","0.190000075","2009","TRUE","Salem"
"2VE","0.7901","2009","FALSE","Danvers"
"2VF","0.7901","2009","FALSE","Danvers"
"2VG","0.78","2009","FALSE","Danvers"
"2VH","0.7682","2009","FALSE","Danvers"
"2VN","0.8769","2009","FALSE","Peabody"
"2VP","0.7993","2009","FALSE","Peabody"
"2VQ","0.843","2009","FALSE","Peabody"
"2VR","0.9741","2009","FALSE","Peabody"
"2VT","0.5855","2009","FALSE","Peabody"
"2VU","0.7299","2009","FALSE","Peabody"
"2VV","0.7493","2009","FALSE","Peabody"
"2VW","0.7422","2009","FALSE","Peabody"
"2VX","0.7402","2009","FALSE","Peabody"
"2VY","0.9591","2009","FALSE","Peabody"
"2W0","0.6742","2009","FALSE","Peabody"
"2W1","0.739","2009","FALSE","Peabody"
"2W2","0.8155","2009","FALSE","Peabody"
"2W3","0.9574","2009","FALSE","Lynnfield"
"2W4","0.8981","2009","FALSE","Lynnfield"
"2W5","0.9196","2009","FALSE","Lynnfield"
"2W6","0.9413","2009","FALSE","Lynnfield"
"2W7","0.9443","2009","FALSE","Lynnfield"
"31A","0.994","2009","FALSE","Lynn"
"32R","0.6706","2009","FALSE","Salem"
"32T","0.4853","2009","FALSE","Salem"
"344","0.543","2009","FALSE","Randolph"
"345","0.942","2009","FALSE","Dedham"
"346","0.9629","2009","FALSE","Dedham"
"34A","0.9725","2009","FALSE","Braintree"
"34F","0.5638","2009","TRUE","Dedham"
"34H","0.9488","2009","FALSE","Braintree"
"34J","0.669999978","2009","FALSE","Braintree"
"34K","0.7968","2009","FALSE","Braintree"
"34M","0.8582","2009","FALSE","Braintree"
"34N","0.9631","2009","FALSE","Braintree"
"34P","0.685","2009","FALSE","Braintree"
"34Q","0.896","2009","FALSE","Braintree"
"34R","0.9683","2009","FALSE","Braintree"
"34T","0.991","2009","FALSE","Braintree"
"34U","0.757","2009","FALSE","Braintree"
"34V","0.7322","2009","FALSE","Braintree"
"34W","0.9818","2009","FALSE","Braintree"
"34X","0.7486","2009","FALSE","Braintree"
"34Y","1","2009","FALSE","Braintree"
"350","0.9731","2009","FALSE","Weymouth"
"351","0.9666","2009","FALSE","Weymouth"
"353","1","2009","FALSE","Weymouth"
"354","1","2009","FALSE","Weymouth"
"355","0.6461","2009","FALSE","Weymouth"
"356","0.7021","2009","FALSE","Braintree"
"357","0.5499","2009","FALSE","Braintree"
"358","0.9022","2009","FALSE","Randolph"
"359","0.7344","2009","FALSE","Randolph"
"35A","0.9087","2009","FALSE","Randolph"
"35B","0.9609","2009","FALSE","Canton"
"35C","0.8514","2009","FALSE","Canton"
"35D","0.8524","2009","FALSE","Canton"
"35H","0.7445","2009","FALSE","Canton"
"35J","0.8313","2009","FALSE","Canton"
"35L","0.9955","2009","FALSE","Canton"
"35R","0.6638","2009","FALSE","Dedham"
"35T","0.4943","2009","FALSE","Dedham"
"35U","0.7438","2009","FALSE","Dedham"
"35V","0.5796","2009","FALSE","Dedham"
"35W","0.5308","2009","FALSE","Needham"
"35X","0.5205","2009","FALSE","Needham"
"369","0.6898","2009","FALSE","Dedham"
"36A","0.3772","2009","FALSE","Canton"
"37B","0.448","2009","FALSE","Weymouth"
"37H","0.4274","2009","TRUE","Boston"
"37K","0.5328","2009","TRUE","Boston"
"37M","0.4084","2009","TRUE","Boston"
"37P","0.9992","2009","FALSE","Boston"
"37R","0.9998","2009","FALSE","Boston"
"37U","0.4126","2009","FALSE","Boston"
"37V","0.6711","2009","FALSE","Boston"
"37X","0.6929","2009","FALSE","Boston"
"388","0.3949","2009","TRUE","Boston"
"38B","0.9848","2009","FALSE","Boston"
"38H","0.9853","2009","FALSE","Boston"
"38N","0.821","2009","TRUE","Boston"
"38P","0.9148","2009","FALSE","Boston"
"391","0.678","2009","FALSE","Boston"
"399","0.8707","2009","TRUE","Quincy"
"39A","0.6087","2009","TRUE","Revere"
"39B","0.6348","2009","FALSE","Revere"
"39C","0.7138","2009","FALSE","Revere"
"39D","1","2009","FALSE","Revere"
"39E","0.500000146","2009","FALSE","Revere"
"39F","0.6111","2009","FALSE","Revere"
"39G","0.7127","2009","TRUE","Revere"
"39J","0.5288","2009","TRUE","Lynn"
"39K","0.8486","2009","TRUE","Saugus"
"39M","0.5055","2009","FALSE","Boston"
"39P","0.5146","2009","FALSE","Boston"
"39T","0.7141","2009","FALSE","Boston"
"39U","0.984","2009","FALSE","Boston"
"39V","0.934","2009","FALSE","Boston"
"39W","0.9089","2009","FALSE","Boston"
"39X","0.9517","2009","FALSE","Boston"
"39Y","0.9786","2009","FALSE","Boston"
"3A0","0.7032","2009","FALSE","Boston"
"3A1","0.9668","2009","FALSE","Boston"
"3A3","0.5108","2009","TRUE","Boston"
"3A5","0.6384","2009","FALSE","Chelsea"
"3A6","0.6104","2009","TRUE","Chelsea"
"3A7","0.6409","2009","FALSE","Chelsea"
"3A8","0.7402","2009","FALSE","Chelsea"
"3A9","0.6811","2009","FALSE","Chelsea"
"3AA","0.6754","2009","TRUE","Chelsea"
"3AB","0.67","2009","TRUE","Chelsea"
"3AC","0.7108","2009","FALSE","Chelsea"
"3AF","0.9919","2009","FALSE","Malden"
"3AG","0.9495","2009","FALSE","Revere"
"3AH","0.8939","2009","FALSE","Revere"
"3AJ","0.7671","2009","FALSE","Revere"
"3AK","0.7664","2009","FALSE","Revere"
"3AM","0.7337","2009","FALSE","Revere"
"3AN","0.9294","2009","FALSE","Revere"
"3AP","0.7448","2009","FALSE","Revere"
"3AQ","0.6993","2009","FALSE","Saugus"
"3B1","0.7298","2009","FALSE","Chelsea"
"3B2","0.7616","2009","FALSE","Milton"
"3B3","0.5191","2009","FALSE","Medford"
"3B4","0.916","2009","FALSE","Medford"
"3B5","0.8989","2009","FALSE","Medford"
"3B6","0.4198","2009","FALSE","Medford"
"3B7","0.7348","2009","FALSE","Medford"
"3B8","0.9686","2009","FALSE","Medford"
"3B9","0.7556","2009","FALSE","Medford"
"3BA","0.9642","2009","FALSE","Quincy"
"3BB","0.9636","2009","FALSE","Quincy"
"3BC","0.7115","2009","FALSE","Quincy"
"3BD","0.9579","2009","FALSE","Quincy"
"3BE","0.7598","2009","FALSE","Quincy"
"3BH","0.7309","2009","FALSE","Somerville"
"3BJ","0.8508","2009","TRUE","Somerville"
"3BK","0.9783","2009","FALSE","Somerville"
"3BL","0.9075","2009","TRUE","Somerville"
"3BM","0.989","2009","FALSE","Boston"
"3BN","0.7823","2009","FALSE","Somerville"
"3BP","0.8425","2009","FALSE","Boston"
"3BQ","0.89760088","2009","FALSE","Boston"
"3BR","0.9113","2009","FALSE","Boston"
"3BT","0.9953","2009","FALSE","Boston"
"3BU","0.9889","2009","FALSE","Boston"
"3BV","0.9938","2009","FALSE","Boston"
"3CE","0.9531","2009","FALSE","Boston"
"3CG","0.944299414","2009","FALSE","Boston"
"3D1","0.8369","2009","FALSE","Boston"
"3D2","0.9777","2009","FALSE","Boston"
"3D3","1","2009","FALSE","Boston"
"3D4","0.6984","2009","FALSE","Boston"
"3D5","0.6117","2009","FALSE","Boston"
"3D6","0.5665","2009","FALSE","Boston"
"3DC","0.9507","2009","FALSE","Boston"
"3DD","0.998","2009","FALSE","Boston"
"3DE","0.5233","2009","FALSE","Boston"
"3DN","0.9426","2009","FALSE","Boston"
"3DU","0.6724","2009","FALSE","Boston"
"3DW","0.8449","2009","FALSE","Boston"
"3DY","0.8699","2009","FALSE","Boston"
"3.00E+01","0.6719","2009","FALSE","Boston"
"3.00E+03","0.8204","2009","FALSE","Boston"
"3EA","0.9958","2009","FALSE","Boston"
"3EB","0.7664","2009","FALSE","Boston"
"3EC","0.6927","2009","FALSE","Boston"
"3ED","0.9846","2009","FALSE","Boston"
"3EE","0.9888","2009","FALSE","Boston"
"3EG","0.7565","2009","FALSE","Boston"
"3EH","0.7128","2009","FALSE","Boston"
"3EJ","0.7466","2009","FALSE","Boston"
"3EV","0.965","2009","FALSE","Boston"
"3EW","0.8137","2009","FALSE","Boston"
"3F1","1","2009","FALSE","Cambridge"
"3F3","0.9008","2009","FALSE","Boston"
"3F5","1","2009","FALSE","Quincy"
"3FC","0.3688","2009","FALSE","Medford"
"3FU","0.9787","2009","FALSE","Cambridge"
"3GK","0.7486","2009","FALSE","Everett"
"3GV","0.3741","2009","FALSE","Boston"
"3H2","0.8162","2009","TRUE","Boston"
"3H3","0.509","2009","FALSE","Boston"
"AE2","1","2009","FALSE","Arlington"
"AFV","1","2009","FALSE","Woburn"
"AGB","1","2009","FALSE","Woburn"
"AF9","0.8286","2009","FALSE","Peabody"
"82F","0.740740741","2009","FALSE","Boston"
"2TN","0.9742","2009","FALSE","Beverly"
"8DE","-1","2009","FALSE","Boston"
"8DF","-1","2009","FALSE","Boston"
"8DG","0.740740741","2009","FALSE","Boston"
"8QG","0.851851852","2009","FALSE","Boston"
"8QX","0.777777778","2009","FALSE","Boston"
"8QY","0.777777778","2009","FALSE","Boston"
"8R0","0.777777778","2009","FALSE","Boston"
"8R8","0.9332","2009","FALSE","Boston"
"8RG","1","2009","FALSE","Natick"
"AWQ","0.9945","2009","FALSE","Boston"
"8XU","0.851851852","2009","FALSE","Boston"
"8XW","-1","2009","FALSE","Boston"
"8XX","0.9632","2009","FALSE","Boston"
"8XY","0.814814815","2009","FALSE","Boston"
"8Y3","0.814814815","2009","FALSE","Boston"
"8Y4","0.851851852","2009","FALSE","Boston"
"8Y6","0.814814815","2009","FALSE","Boston"
"8YC","0.851851852","2009","FALSE","Boston"
"8YF","0.777777778","2009","FALSE","Boston"
"8YH","0.814814815","2009","FALSE","Cambridge"
"8YJ","0.814814815","2009","FALSE","Boston"
"8YK","0.888888889","2009","FALSE","Boston"
"8YL","0.888888889","2009","FALSE","Boston"
"8YP","0.814814815","2009","FALSE","Boston"
"8YQ","0.888888889","2009","FALSE","Boston"
"8YR","0.851851852","2009","FALSE","Boston"
"8YU","0.814814815","2009","FALSE","Boston"
"8YV","0.777777778","2009","FALSE","Boston"
"8YW","0.740740741","2009","FALSE","Boston"
"8YX","0.777777778","2009","FALSE","Boston"
"8YY","0.740740741","2009","FALSE","Boston"
"900","0.777777778","2009","FALSE","Boston"
"901","0.777777778","2009","FALSE","Boston"
"911","0.777777778","2009","FALSE","Boston"
"914","0.777777778","2009","FALSE","Boston"
"917","0.777777778","2009","FALSE","Boston"
"91A","0.777777778","2009","FALSE","Boston"
"91B","0.777777778","2009","FALSE","Boston"
"91C","0.777777778","2009","FALSE","Boston"
"91E","0.814814815","2009","FALSE","Boston"
"91F","0.814814815","2009","FALSE","Boston"
"91G","1","2009","FALSE","Boston"
"927","0.740740741","2009","FALSE","Boston"
"92A","0.777777778","2009","FALSE","Boston"
"3MM","0.9917","2009","FALSE","Stoughton"
"3PL","0.9615","2009","FALSE","Foxborough"
"3PM","0.9964","2009","FALSE","Foxborough"
"3PN","0.8138","2009","FALSE","Norwood"
"3PP","1","2009","FALSE","Norwood"
"3PQ","0.5503","2009","FALSE","Sharon"
"3PR","0.5688","2009","FALSE","Sharon"
"3PT","0.5568","2009","FALSE","Sharon"
"3PU","0.9257","2009","FALSE","Walpole"
"3QK","0.9168","2009","FALSE","Foxborough"
"3QL","0.9553","2009","FALSE","Foxborough"
"3QM","0.6514","2009","FALSE","Foxborough"
"3QN","0.6514","2009","FALSE","Foxborough"
"3QP","0.7413","2009","FALSE","Foxborough"
"3QQ","0.7517","2009","FALSE","Foxborough"
"3QR","0.9641","2009","FALSE","Foxborough"
"3QT","0.988","2009","FALSE","Foxborough"
"3QU","0.9869","2009","FALSE","Foxborough"
"3QV","0.9822","2009","FALSE","Foxborough"
"3QW","0.9627","2009","FALSE","Foxborough"
"3QX","0.9412","2009","FALSE","Foxborough"
"3R1","0.8428","2009","FALSE","Norwood"
"3R2","0.8641","2009","FALSE","Norwood"
"3R3","0.798","2009","FALSE","Norwood"
"3R4","0.7734","2009","FALSE","Norwood"
"3R7","0.6823","2009","FALSE","Sharon"
"3R8","0.7421","2009","FALSE","Sharon"
"3R9","0.7444","2009","FALSE","Sharon"
"3RA","0.9873","2009","FALSE","Foxborough"
"3RB","0.9958","2009","FALSE","Foxborough"
"3RX","0.8128","2009","FALSE","Wrentham"
"3RY","0.7966","2009","FALSE","Wrentham"
"3T0","0.9889","2009","FALSE","Wrentham"
"3T1","0.9802","2009","FALSE","Wrentham"
"3VP","0.990100111","2009","FALSE","Sharon"
"3VQ","0.7977","2009","FALSE","Sharon"
"4PK","-1","2009","FALSE","Framingham"
"4PL","-1","2009","FALSE","Framingham"
"4PM","-1","2009","FALSE","Framingham"
"4PN","-1","2009","FALSE","Framingham"
"4PP","0.814814815","2009","FALSE","Framingham"
"4PQ","-1","2009","FALSE","Natick"
"4PR","0.777777778","2009","FALSE","Natick"
"4PT","0.777777778","2009","FALSE","Natick"
"4PU","-1","2009","FALSE","Natick"
"4PV","-1","2009","FALSE","Natick"
"4PW","0.740740741","2009","FALSE","Wayland"
"4PX","-1","2009","TRUE","Weston"
"4PY","-1","2009","FALSE","Weston"
"4Q0","-1","2009","FALSE","Weston"
"4Q1","-1","2009","FALSE","Weston"
"4Q2","-1","2009","FALSE","Weston"
"4Q3","0.740740741","2009","FALSE","Weston"
"4Q4","0.777777778","2009","FALSE","Weston"
"4Q5","-1","2009","FALSE","Weston"
"4Q6","-1","2009","FALSE","Weston"
"4Q7","-1","2009","FALSE","Weston"
"4Q8","-1","2009","FALSE","Weston"
"4Q9","0.740740741","2009","FALSE","Weston"
"4QA","-1","2009","TRUE","Weston"
"4QB","-1","2009","FALSE","Weston"
"4QC","0.740740741","2009","FALSE","Weston"
"4QD","-1","2009","FALSE","Weston"
"4QE","-1","2009","TRUE","Weston"
"4QF","0","2009","FALSE","Weston"
"4QG","-1","2009","FALSE","Weston"
"4QH","-1","2009","FALSE","Weston"
"4QJ","-1","2009","FALSE","Newton"
"4QK","-1","2009","FALSE","Newton"
"4QL","-1","2009","TRUE","Newton"
"4QM","0.777777778","2009","FALSE","Newton"
"4QN","-1","2009","TRUE","Newton"
"4QP","0.740740741","2009","FALSE","Newton"
"4QQ","-1","2009","FALSE","Newton"
"4QR","0.740740741","2009","FALSE","Newton"
"4QT","-1","2009","FALSE","Newton"
"4QU","-1","2009","FALSE","Newton"
"4QV","-1","2009","FALSE","Newton"
"4QW","-1","2009","TRUE","Newton"
"4QX","-1","2009","FALSE","Newton"
"4QY","-1","2009","FALSE","Newton"
"3VV","1","2009","FALSE","Norwood"
"3VW","1","2009","FALSE","Norwood"
"3WL","0.7333","2009","FALSE","Walpole"
"40X","0.7299","2009","FALSE","Walpole"
"46Q","0.994","2009","FALSE","Hanover"
"47J","0.9409","2009","FALSE","Marshfield"
"47K","0.9888","2009","FALSE","Hingham"
"47L","0.9838","2009","FALSE","Hingham"
"48H","0.9032","2009","FALSE","Duxbury"
"48J","0.9069","2009","TRUE","Duxbury"
"48K","0.8204","2009","TRUE","Hanover"
"48L","0.9709","2009","FALSE","Hanover"
"48U","0.8851","2009","FALSE","Norwell"
