GEOID,AREA_LAND_ONLY,AREA_WITH_WATER,STATE,COUNTY,TRACT,TOTAL_POP_2010,MINORITY_POP,MINORITY_PCT,TOTAL_HH_2010,MINORITY_HH,MINORITY_HH_PCT,POP_65_PLUS,PCT_65_PLUS,POP_75_PLUS,PCT_75_PLUS,SINGLE_FEMALE_HOH,SINGLE_FEMALE_HOH_PCT,POP2010_16_PLUS,LABOR_FORCE,PCT_IN_LABOR_FORCE,LOW_INC_HH,LOW_INC_HH_PCT,MEDIAN_HH_INC,ACS2012_TOT_HH,AGGREG_HH_INC,POP2010_5_PLUS,LEP_POP,LEP_POP_PCT,ZERO_VEH_HH,ZERO_VEH_HH_PCT,LAND_AREA,TOWN_ID,TOWN,COUNTY_SUBDIVISION
25025160601,"659,427.00","1,954.00",25,25,"160,601","4,063","2,362",0.5813,"1,470",782,0.532,526,0.1295,280,0.0689,264,0.1796,"3,302","2,030",0.6149,660,0.4493,"48,125","1,322","72,614,304.00","3,744","1,393",0.3721,382,0.2602,0.254606188,57,Chelsea,"13,205"
25025170300,"3,937,973.00","504,612.00",25,25,"170,300","9,040","2,507",0.2773,"3,586",825,0.2301,"1,452",0.1606,738,0.0816,480,0.1339,"7,553","5,278",0.6988,"1,362",0.3798,"53,323","3,349","233,567,504.00","8,594","1,172",0.1364,283,0.0788,1.520459876,248,Revere,"56,585"
25009205900,"608,385.00",0,25,9,"205,900","4,350","2,325",0.5345,"1,436",590,0.4109,386,0.0887,188,0.0432,294,0.2047,"3,328","2,355",0.7075,606,0.4217,"52,120","1,437","88,550,496.00","3,989","1,022",0.2563,257,0.1788,0.234898762,163,Lynn,"37,490"
25009210500,"4,544,804.00","153,007.00",25,9,"210,500","6,438",468,0.0727,"2,359",110,0.0466,968,0.1504,543,0.0843,213,0.0903,"5,180","3,719",0.7179,582,0.2466,"78,666","2,279","222,199,296.00","6,096",194,0.0318,108,0.0456,1.754758635,229,Peabody,"52,490"
25009201100,"2,708,928.00","3,559,697.00",25,9,"201,100","3,410",153,0.0449,"1,540",54,0.0351,730,0.2141,367,0.1076,128,0.0831,"2,926","1,911",0.6532,472,0.3062,"70,750","1,584","160,898,800.00","3,290",19,0.0057,74,0.048,1.045922948,196,Nahant,"43,580"
25009210900,"1,519,476.00",0,25,9,"210,900","3,883",413,0.1064,"1,621",131,0.0808,742,0.1911,410,0.1056,205,0.1265,"3,195","2,030",0.6354,635,0.3918,"60,446","1,631","129,946,896.00","3,674",433,0.1179,317,0.1956,0.586672963,229,Peabody,"52,490"
25023504101,"25,159,047.00","426,784.00",25,23,"504,101","5,370",267,0.0497,"1,833",65,0.0355,965,0.1797,540,0.1006,150,0.0818,"4,085","2,613",0.6397,411,0.2244,"103,682","1,849","245,937,904.00","5,078",59,0.0116,126,0.0687,9.713962354,219,Norwell,"50,145"
25023505102,"16,185,824.00","66,485.00",25,23,"505,102","4,991",194,0.0389,"1,760",44,0.025,732,0.1467,348,0.0697,136,0.0773,"3,752","2,512",0.6694,337,0.1913,"95,859","1,657","242,638,896.00","4,693",12,0.0025,49,0.0278,6.249381584,264,Scituate,"60,330"
25009204200,"940,439.00","10,328.00",25,9,"204,200","4,797","1,238",0.2581,"2,274",432,0.19,538,0.1122,255,0.0532,309,0.1359,"4,080","3,057",0.7493,"1,159",0.5095,"41,495","2,485","158,063,600.00","4,581",595,0.1298,566,0.2491,0.363105528,258,Salem,"59,105"
25009204300,"565,854.00","656,719.00",25,9,"204,300","3,904","2,104",0.5389,"1,659",618,0.3725,369,0.0945,180,0.0461,361,0.2176,"3,043","2,127",0.6991,913,0.5501,"38,365","1,638","99,942,200.00","3,604",940,0.2607,518,0.312,0.218477451,258,Salem,"59,105"
25009202200,"3,455,215.00","1,441,780.00",25,9,"202,200","5,888",344,0.0584,"2,275",86,0.0378,959,0.1629,465,0.079,189,0.0831,"4,608","3,118",0.6767,321,0.1413,"117,526","2,271","376,855,104.00","5,587",141,0.0252,127,0.0559,1.33406597,291,Swampscott,"68,645"
25009217600,"17,607,549.00","10,247,714.00",25,9,"217,600","8,679",396,0.0456,"2,628",70,0.0266,"1,370",0.1579,760,0.0876,152,0.0578,"7,298","4,424",0.6062,686,0.261,"103,811","2,640","367,721,504.00","8,369",155,0.0185,214,0.0814,6.798312676,30,Beverly,"5,595"
25009217100,"11,273,931.00","700,184.00",25,9,"217,100","7,291",616,0.0845,"2,901",191,0.0658,"1,319",0.1809,775,0.1063,299,0.1031,"5,941","4,092",0.6888,809,0.2787,"77,237","2,756","259,679,200.00","6,851",90,0.0131,134,0.0461,4.352889094,30,Beverly,"5,595"
25009223100,"44,825,782.00","15,881,159.00",25,9,"223,100","3,880",185,0.0477,"1,629",43,0.0264,868,0.2237,428,0.1103,127,0.078,"3,223","2,158",0.6695,461,0.2831,"70,000","1,738","176,514,592.00","3,740",26,0.007,45,0.0276,17.30733119,144,Ipswich,"32,310"
25023507104,"26,685,628.00","30,668,516.00",25,23,"507,104","5,385",202,0.0375,"1,926",53,0.0275,823,0.1528,329,0.0611,148,0.0768,"4,075","2,539",0.623,354,0.1839,"115,768","1,833","255,382,000.00","5,122",19,0.0037,51,0.0267,10.30337857,82,Duxbury,"17,895"
25023506203,"12,260,368.00","694,648.00",25,23,"506,203","5,220",188,0.036,"2,041",57,0.0279,753,0.1443,324,0.0621,208,0.1019,"4,124","3,178",0.7707,546,0.2674,"78,207","2,053","194,958,400.00","4,963",135,0.0273,112,0.055,4.733754549,171,Marshfield,"38,855"
25009221300,"9,413,976.00","3,859,522.00",25,9,"221,300","4,532",166,0.0366,"2,030",55,0.0271,978,0.2158,425,0.0938,149,0.0734,"3,888","2,392",0.6153,701,0.3451,"66,404","1,959","186,822,592.00","4,364",36,0.0083,125,0.0618,3.634756454,107,Gloucester,"26,150"
25021416101,"9,626,559.00","78,290.00",25,21,"416,101","5,724",696,0.1216,"2,114",201,0.0951,"1,068",0.1866,589,0.1029,180,0.0851,"4,434","2,939",0.6628,502,0.2374,"114,955","2,018","328,335,904.00","5,388",251,0.0466,264,0.1249,3.716835209,189,Milton,"41,690"
25021417200,"2,456,933.00","153,510.00",25,21,"417,200","8,182","4,159",0.5083,"3,222","1,277",0.3963,957,0.117,461,0.0563,350,0.1086,"7,003","4,817",0.6879,"1,134",0.352,"58,948","3,304","230,271,008.00","7,774","2,059",0.2649,442,0.1371,0.948627135,243,Quincy,"55,745"
25021420301,"5,782,643.00","19,479.00",25,21,"420,301","6,797","3,921",0.5769,"2,478","1,205",0.4863,931,0.137,443,0.0652,446,0.18,"5,554","3,864",0.6957,938,0.3786,"59,375","2,570","191,421,408.00","6,407",853,0.1332,281,0.1132,2.232690944,244,Randolph,"55,955"
25021419700,"4,538,884.00","63,354.00",25,21,"419,700","3,821",474,0.1241,"1,418",127,0.0896,842,0.2204,497,0.1301,131,0.0924,"3,042","1,852",0.6087,336,0.2373,"90,598","1,315","130,943,800.00","3,617",223,0.0616,109,0.0768,1.75247291,40,Braintree,"7,740"
25021419200,"2,626,064.00","56,482.00",25,21,"419,200","5,002",655,0.1309,"1,851",190,0.1026,931,0.1861,554,0.1108,238,0.1286,"3,945","2,611",0.6618,493,0.2663,"79,470","1,814","164,420,800.00","4,731",297,0.0627,215,0.1163,1.013928979,40,Braintree,"7,740"
25021422301,"3,432,096.00","4,457.00",25,21,"422,301","2,975",194,0.0652,"1,087",61,0.0561,431,0.1449,201,0.0676,112,0.103,"2,352","1,741",0.7404,249,0.2295,"86,146","1,037","105,054,200.00","2,809",105,0.0373,74,0.0685,1.325139674,336,Weymouth,"78,972"
25021417801,"2,161,620.00","7,254,559.00",25,21,"417,801","5,443",592,0.1088,"2,237",184,0.0823,718,0.1319,292,0.0536,274,0.1225,"4,489","3,581",0.7977,568,0.2541,"81,133","2,117","193,711,104.00","5,127",80,0.0156,185,0.0827,0.834606148,243,Quincy,"55,745"
25021422502,"2,644,768.00","383,487.00",25,21,"422,502","5,165",887,0.1717,"2,257",279,0.1236,617,0.1195,282,0.0546,383,0.1697,"4,148","3,065",0.7389,865,0.3831,"57,069","2,344","156,727,296.00","4,789",106,0.0222,305,0.1352,1.021150634,336,Weymouth,"78,972"
25025080601,"560,164.00",0,25,25,"80,601","4,271","2,125",0.4975,882,667,0.7562,92,0.0215,31,0.0073,255,0.2891,"3,860","2,422",0.6274,639,0.7243,"22,209",856,"28,557,600.00","4,141",771,0.1863,514,0.5829,0.21628053,35,Boston,"7,000"
25025081900,"433,385.00",0,25,25,"81,900","3,115","3,047",0.9782,"1,256","1,229",0.9785,328,0.1053,144,0.0462,495,0.3941,"2,410","1,500",0.6225,714,0.5682,"35,432","1,225","53,360,200.00","2,899",328,0.1132,473,0.3763,0.167330884,35,Boston,"7,000"
25025081800,"373,920.00",0,25,25,"81,800","2,898","2,820",0.9731,"1,139","1,103",0.9684,243,0.0839,120,0.0414,390,0.3424,"2,220","1,535",0.6916,633,0.5554,"40,809","1,156","52,581,600.00","2,663",463,0.1738,422,0.3702,0.144371319,35,Boston,"7,000"
25025080300,"268,833.00",0,25,25,"80,300","1,769","1,686",0.9531,693,665,0.9596,146,0.0825,65,0.0367,261,0.3766,"1,314",648,0.4934,554,0.7992,"17,841",747,"31,218,200.00","1,619",277,0.1714,358,0.5167,0.103797002,35,Boston,"7,000"
25025010702,"299,981.00",0,25,25,"10,702","2,400",320,0.1333,"1,402",162,0.1155,288,0.12,91,0.0379,27,0.0193,"2,243","1,744",0.7774,264,0.1883,"93,828","1,285","228,936,400.00","2,322",112,0.0484,576,0.4109,0.115823312,35,Boston,"7,000"
25025020301,"257,212.00",328,25,25,"20,301","2,023",620,0.3065,"1,250",346,0.2768,344,0.17,177,0.0875,31,0.0248,"1,910","1,392",0.729,336,0.2685,"74,779","1,259","128,797,504.00","1,946",198,0.1016,604,0.4829,0.099310108,35,Boston,"7,000"
25025981700,"314,777.00","14,973.00",25,25,"981,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121536079,35,Boston,"7,000"
25025070402,"266,711.00",910,25,25,"70,402","1,723","1,613",0.9362,666,606,0.9099,439,0.2548,256,0.1486,123,0.1847,"1,419",615,0.4332,556,0.8355,"15,616",705,"18,360,700.00","1,671","1,046",0.6258,349,0.5234,0.102977693,35,Boston,"7,000"
25025090700,"1,072,570.00",0,25,25,"90,700","4,275","1,678",0.3925,"1,832",578,0.3155,527,0.1233,223,0.0522,253,0.1381,"3,733","2,559",0.6856,833,0.4545,"53,194","1,736","116,704,400.00","4,078",998,0.2447,550,0.3001,0.414121592,35,Boston,"7,000"
