"year","average","firstQuartile","thirdQuartile","median","minimum","maximum","town"
"2009","2.5518496338575494","2.29960129","2.73930573","2.60391896","1.43845053","3.47167445","LYNN"
"2009","2.7889412865023098","2.23700374","3.08517011","3.04057142","0.55841457","3.44042655","LYNNFIELD"
"2009","2.414421193352642","1.97154579","2.72","2.51512817","1.17163636","3.73296415","MALDEN"
"2009","2.5735544315718952","2.12250792","2.68656508","2.45922443","2.00305263","3.56435993","MANCHESTER"
"2009","2.6537872988270146","2.18235696","3.03773738","2.60713093","1.5668205","3.94787561","MARLBOROUGH"
"2009","3.234345939481479","3.07345036","3.43991305","3.1875","1.48404373","4.36136246","MARSHFIELD"
"2009","3.0261404475841607","2.72","3.34800265","3.08379401","0.93639344","3.66","MAYNARD"
"2009","3.3810927212386535","3.11099593","3.62216245","3.55757182","2.72","3.73703477","MEDFIELD"
"2009","2.693970931674772","2.26954859","3.20000004","2.8009639","0.0737169","3.66536051","MEDFORD"
"2009","2.8190980837424777","2.46930312","3.16772716","2.7719243","1.01844627","3.70945573","MEDWAY"
"2009","2.921452564770748","2.612","2.80362407","2.612","2.612","3.17565333","MELROSE"
"2009","2.74692815196471","2.4077631","2.84503057","2.64859119","1.87006197","4.01946796","MIDDLETON"
"2009","3.238354692782866","2.44747066","3.5011407","3.5","1.7495","3.56512694","MILFORD"
"2009","3.24925532174894","2.73165286","3.51217871","3.37605137","2.65705272","3.67493867","MILLIS"
"2009","3.087127262175398","2.72156131","3.50383728","3","1.3131213","3.88728006","MILTON"
"2009","2.9465445902293683","2.71238401","3.10619216","2.9915","1.87321565","4.5","NATICK"
"2009","2.585365522906087","2.45740323","2.79180686","2.61633628","1.69660868","3.31422241","NEWTON"
"2009","3.0799035799999994","3.07990358","3.07990358","3.07990358","3.07990358","3.07990358","NORTH READING"
"2009","3.9226841714218357","3.9427824","4.04516033","3.9427824","3.13833648","4.24229259","NORWELL"
"2009","3.327715083464795","3.17510748","3.7125","3.42758135","0.68238281","4.22110484","NORWOOD"
"2009","2.755266618128204","2.2","3.22191073","2.90000009","0.31344668","4.5","PEABODY"
"2009","3.2689611868224566","3.00573125","3.48485","3.2076537","0.92306665","4.32706686","PEMBROKE"
"2009","2.5710300095573877","2.12312086","2.90391631","2.66034806","0.71678594","4.07869122","QUINCY"
"2009","3.1895264848860068","2.82891651","3.13924894","3.13924894","2.82891651","3.67360434","RANDOLPH"
"2009","2.6480303746774223","2.2201027","2.87180287","2.2201027","2.2201027","2.98139575","READING"
"2009","2.6772895388157467","2.2770836","3","2.79999995","0.39499107","4.17609832","REVERE"
"2009","3.745687782202372","3.53530315","3.7125","3.53530315","3.53530315","4.08231946","ROCKLAND"
"2009","2.680462952379989","2.33910865","3.20000004","2.8","0.65245079","3.5","SALEM"
"2009","2.971339015925556","2.80682879","3.1875","3.0999999","1.07526362","4.04475938","SAUGUS"
"2009","3.1506811297956303","2.91857734","3.40129789","3.11019114","2.12610341","3.68255217","SCITUATE"
"2009","3.41698732826508","2.96284078","4.04466128","3.37613374","0.04103343","4.5","SHARON"
"2009","2.5854793345820237","2.28083735","2.84349612","2.61217976","0.51397205","4.5","SOMERVILLE"
"2009","3.1589791944303034","2.94809319","3.40000009","3.237623","1.38569165","3.63675118","SOUTHBOROUGH"
"2009","2.440782634186174","2.06223469","2.63834566","2.45318519","1.75855403","3.380216","STONEHAM"
"2009","3.2293976251991587","2.83244041","3.62554065","3.08961779","0.29501855","4.5","STOUGHTON"
"2009","2.949997083646441","2.72","3.1875","3.01990578","1.71494256","4.5","SUDBURY"
"2009","3.1780043831631755","2.83083119","3.61397675","3.10669582","1.92681207","4.16720484","WALPOLE"
"2009","2.682100900839227","2.23715873","3.26785902","2.72169325","0.97468699","3.97098714","WALTHAM"
"2009","2.2862102440325147","1.98036988","2.52472056","2.29542711","1.53511242","2.83145799","WATERTOWN"
"2009","2.8380340425304227","2.32166866","2.96461708","2.8","1.89344234","4.5","WAYLAND"
"2009","3.138927597691967","2.94429054","3.5","3.24742583","1.23391375","3.5999999","WELLESLEY"
"2009","2.529807128184228","2.32462869","2.47099254","2.38806865","2.32462869","2.92793783","WENHAM"
"2009","3.120325448649205","2.78128888","3.54402691","3.03750599","1.87322695","4.12587082","WESTON"
"2009","3.215445711896454","3.09261594","3.61685817","3.34665565","1.68218396","3.88172815","WESTWOOD"
"2009","2.733230836779342","2.37079764","3.08387606","2.67226981","0.14088397","3.83733814","WEYMOUTH"
"2009","2.98132263059421","2.7790393","2.93521135","2.8","1.30726253","3.69439268","WILMINGTON"
"2009","2.414507713035427","2.25197842","2.48351041","2.35822598","1.91407607","3.38913297","WINCHESTER"
"2009","2.5083149662810107","2.16026456","2.87389612","2.55843933","0.4453788","3.7125","WOBURN"
"2009","3.045979098507481","2.68951346","3.16362206","2.88119456","2.34560527","3.61759308","WRENTHAM"
"2010","3.053995424276225","2.72","3.33958393","2.97203902","2.23375967","3.7125","ACTON"
"2010","2.6735712957193","2.21421052","2.922","2.50981338","0.084","4.5","ARLINGTON"
"2010","2.9997116434214584","2.76972318","2.86840881","2.8","2.35324675","4.12155012","BEDFORD"
"2010","2.7385313799725366","2.612","2.90208772","2.75201904","2.16001435","3.13282317","BELLINGHAM"
"2010","4.494787008284479","4.5","4.5","4.5","4.46821957","4.5","BELMONT"
"2010","2.6459898128197215","2.49185185","2.66699714","2.65461718","0.1121259","3.85268545","BEVERLY"
"2010","2.342090928303277","1.92604098","2.84708274","2.3824488","0.02613335","4.5","BOSTON"
"2010","2.834249874662589","2.71817284","2.72","2.71817284","2.71817284","3.27595403","BOXBOROUGH"
"2010","3.080719694399125","2.61349335","3.44434568","2.96161818","2.04675","3.64132104","BRAINTREE"
"2010","2.5549548824003145","2.29999995","2.79999995","2.53355498","1.60000002","4.17276527","BROOKLINE"
"2010","3.1223178497513207","2.777603","3.7125","2.8","0.77356694","3.82823813","BURLINGTON"
"2010","2.313581582463464","1.95284578","2.72","2.28421369","0","3.7125","CAMBRIDGE"
"2010","3.2599797953846243","3.08734654","3.59781048","3.20237294","0.23616025","3.77933614","CANTON"
"2010","2.238767589070621","1.72053578","2.62946428","2.30277251","0.11917098","4.30097687","CHELSEA"
"2010","3.2254421825100423","2.81891809","3.47125469","3.20602273","2.39996793","3.69362636","COHASSET"
"2010","2.6496713784737698","2.26478698","2.9786222","2.55205749","1.07594169","3.78503297","CONCORD"
"2010","2.6107913494957815","2.2","2.95124999","2.63448385","0.02325581","3.99183912","DANVERS"
"2010","2.664327745966869","2.49936682","2.85350474","2.63749731","0.28724875","4.16810395","DEDHAM"
"2010","3.1508668257965677","2.96372375","3.296","3.18127782","2.96372375","3.36445608","DOVER"
"2010","3.9424174969905565","3.82919251","4.20807692","3.86650663","3.00717757","4.45431523","DUXBURY"
"2010","2.0845513645279827","1.86506832","1.86506832","1.86506832","1.86506832","2.27355386","ESSEX"
"2010","2.7693563501652734","2.49271262","3","2.72","0.64768585","3.76604692","EVERETT"
"2010","3.249629737324056","2.79588714","3.80092996","3.32521905","0.60625183","4.30720211","FOXBOROUGH"
"2010","2.6097824357594783","2.40000009","2.72","2.66214106","0.492761","3.61589761","FRAMINGHAM"
"2010","2.8529255316555022","2.79999995","2.85132259","2.83824488","1.76525195","3.61887968","FRANKLIN"
"2010","2.4445279543366607","2.21129999","2.75508373","2.41222876","1.28493519","3.0680844","GLOUCESTER"
"2010","3.0013823942794384","2.53105393","3.45872117","2.925","1.60419231","4.14874293","HANOVER"
"2010","3.032512325142162","2.56494753","3.55804523","2.8","1.14125","4.37081065","HINGHAM"
"2010","4.232582351961779","4.28561116","4.5","4.4322595","2.40000009","4.5","LEXINGTON"
"2010","3.48086263802005","3.08395136","3.7888203","3.59969909","2.02892216","4.5","LINCOLN"
"2010","3.782801929057515","2.67760459","4.4956081","3.60932142","2.55112307","4.5","LITTLETON"
"2010","2.5414931286259805","2.23650491","2.74210037","2.56140148","1.43845053","3.47167445","LYNN"
"2010","2.808266497024262","2.23700374","3.08517011","3.04057142","0.55841457","3.3116739","LYNNFIELD"
"2010","2.413084194674167","1.93914513","2.72","2.51512817","1.17163636","3.73296415","MALDEN"
"2010","2.5735542906897666","2.11581728","2.67733902","2.34884923","1.96876828","3.56435993","MANCHESTER"
"2010","2.661785680982359","2.18235696","3.12247924","2.5488729","1.5668205","3.94787561","MARLBOROUGH"
"2010","3.236573753029943","3.07345036","3.43991305","3.1875","1.48404373","4.36136246","MARSHFIELD"
"2010","3.026177370213498","2.72","3.34800265","3.08379401","0.93639344","3.66","MAYNARD"
"2010","3.381120804161378","3.11099593","3.62216245","3.55757182","2.72","3.73703477","MEDFIELD"
"2010","2.63634719477236","2.26954859","3.20000004","2.78848135","0.0737169","3.66536051","MEDFORD"
"2010","2.819113454614965","2.46930312","3.16772716","2.7719243","1.01844627","3.70945573","MEDWAY"
"2010","2.9214525647707505","2.612","2.80362407","2.612","2.612","3.17565333","MELROSE"
"2010","2.746928648454024","2.4077631","2.84503057","2.64859119","1.87006197","4.01946796","MIDDLETON"
"2010","3.250039348542808","2.44747066","3.5011407","3.5","1.7495","3.56512694","MILFORD"
"2010","3.249214359952297","2.73165286","3.51217871","3.37605137","2.65705272","3.67493867","MILLIS"
