bridgeId,healthIndex,year,structDef,deckArea,town
359,0.7344,2008,FALSE,1143.42,Randolph
35A,0.9087,2008,FALSE,458.43,Randolph
35B,0.9609,2008,FALSE,495.9,Canton
35C,0.8514,2008,FALSE,417.24,Canton
35D,0.8524,2008,FALSE,417.24,Canton
35H,0.7445,2008,FALSE,2687.96,Canton
35J,0.8313,2008,FALSE,1596.54,Canton
35K,0.9701,2008,TRUE,1058.4,Canton
35L,0.9955,2008,FALSE,495.9,Canton
35R,0.6638,2008,FALSE,939.28,Dedham
35T,0.4943,2008,FALSE,945.25,Dedham
35U,0.7438,2008,FALSE,1602,Dedham
35V,0.5796,2008,FALSE,1773,Dedham
35W,0.5308,2008,FALSE,289.14,Needham
35X,0.5205,2008,FALSE,289.14,Needham
361,0.7072,2008,FALSE,127.98,Braintree
362,0.6865,2008,FALSE,357.33,Needham
363,0.823,2008,FALSE,407.88,Needham
364,0.9258,2008,TRUE,397.44,Needham
365,0.9654,2008,FALSE,819.06,Needham
366,0.9791,2008,FALSE,182.97,Dedham
367,0.5135,2008,TRUE,381.94,Dover
368,0.9539,2008,FALSE,691.47,Canton
369,0.6598,2008,FALSE,193.83,Dedham
36A,0.3772,2008,FALSE,1280,Canton
36B,0.6394,2008,FALSE,751.23,Westwood
36C,0.9415,2008,FALSE,1167.25,Westwood
36D,0.9137,2008,FALSE,1138.27,Westwood
36E,0.335,2008,FALSE,755.76,Braintree
36F,0.943,2008,FALSE,942.42,Braintree
36G,0.8532,2008,FALSE,1225.89,Weymouth
36H,0.9947,2008,FALSE,1283.75,Canton
36J,0.5388,2008,FALSE,270.81,Canton
36K,0.7203,2008,FALSE,265.05,Dedham
36L,0.7079,2008,FALSE,896.4,Braintree
36M,0.7032,2008,FALSE,1413.6,Canton
36N,0.5964,2008,FALSE,783.51,Needham
36P,0.6972,2008,TRUE,834.9,Randolph
36Q,0.7193,2008,FALSE,1155.93,Weymouth
36R,1,2008,FALSE,373.1,Braintree
36T,0.5708,2008,FALSE,197.4,Braintree
36U,0.5448,2008,FALSE,470.64,Braintree
36V,0.7917,2008,FALSE,205.92,Braintree
36W,0.9836,2008,FALSE,392.71,Braintree
36Y,0.9918,2008,FALSE,346.62,Canton
370,0.9973,2008,FALSE,660,Canton
371,1,2008,FALSE,557.7,Canton
372,0.8676,2008,FALSE,259.84,Dedham
374,0.9213,2008,FALSE,192.21,Dedham
375,0.9964,2008,FALSE,221.4,Dover
376,0.6644,2008,FALSE,146.02,Needham
2L9,0.6605,2008,FALSE,838.5,Newton
2LA,0.5633,2008,FALSE,1972.88,Newton
2LB,0.7377,2008,FALSE,790.56,Woburn
2LC,0.5037,2008,FALSE,948.78,Lexington
2LE,0.962,2008,FALSE,1296.9,Waltham
2LF,0.9671,2008,FALSE,1222.47,Weston
2LG,0.42,2008,TRUE,384.3,Newton
2LH,0.8551,2008,TRUE,1927.96,Newton
2LJ,1,2008,FALSE,1527.72,Peabody
2LK,0.7604,2008,FALSE,1261.26,Arlington
2LW,0.6903,2008,FALSE,1023.39,Lexington
2LX,0.736,2008,FALSE,1020,Lexington
2M5,0.4431,2008,FALSE,942.48,Stoneham
2M7,0.736399199,2008,FALSE,1269.1,Waltham
2M8,0.9683,2008,FALSE,799.48,Weston
2M9,0.7139,2008,TRUE,730.62,Weston
2MA,0.6822,2008,FALSE,352.75,Weston
2MB,0.8963,2008,FALSE,1362.02,Wilmington
2MC,0.7648,2008,FALSE,796.48,Wilmington
2MD,0.7157,2008,FALSE,861.8,Woburn
2ME,0.7068,2008,FALSE,1081.16,Woburn
2MF,0.7533,2008,FALSE,669.5,Wakefield
2MG,1,2008,FALSE,1256.7,Newton
2MH,0.1639,2008,TRUE,402.6,Wellesley
2MJ,0.8111,2008,FALSE,526.4,Wellesley
2MK,0.5406,2008,FALSE,1441.5,Milton
2ML,0.840299795,2008,FALSE,157.3,Arlington
2MM,0.8153,2008,FALSE,198.9,Arlington
2MN,0.6467,2008,FALSE,408.9,Belmont
2MP,0.648,2008,FALSE,487.2,Belmont
2N0,0.5129,2008,FALSE,220.99,Concord
2N1,0.9274,2008,FALSE,183.15,Lexington
2N2,0.6596,2008,FALSE,660.66,Lincoln
2NH,0.7677,2008,FALSE,1846.67,Waltham
2NJ,0.6737,2008,FALSE,123.76,Waltham
2NK,0.7233,2008,FALSE,118.65,Waltham
2NL,0.964,2008,FALSE,154.02,Watertown
2NM,0.6802,2008,FALSE,218.54,Weston
2NN,0.6245,2008,FALSE,299.99,Weston
2NP,0.538,2008,FALSE,117.52,Weston
2NQ,0.6037,2008,TRUE,405.52,Wilmington
2NR,0.9815,2008,FALSE,254.82,Wilmington
2NT,0.7166,2008,FALSE,211.68,Wilmington
2NU,0.9996,2008,FALSE,795.88,Wilmington
2NV,0.4172,2008,TRUE,70.03,Wilmington
2NW,1,2008,FALSE,224.4,Wilmington
2NX,0.5613,2008,FALSE,712.78,Woburn
2NY,0.718,2008,FALSE,383.91,Woburn
2P0,0.9791,2008,FALSE,325.65,Woburn
2P2,0.9667,2008,FALSE,203.04,Wakefield
2P3,0.9258,2008,FALSE,673.54,Wellesley
2P4,0.9546,2008,FALSE,343.36,Wellesley
2P5,0.9782,2008,FALSE,296.59,Wellesley
2P6,0.987399296,2008,FALSE,254.1,Wellesley
2P7,0.3187,2008,TRUE,149.04,Wellesley
2P8,0.9987,2008,FALSE,311.91,Wellesley
2P9,1,2008,FALSE,209.79,Wellesley
2QC,0.3578,2008,FALSE,141.52,Peabody
2QD,0.2788,2008,FALSE,111.02,Peabody
32V,0.6701,2008,FALSE,397.1,Salem
2PE,0.9831,2008,FALSE,244.53,Danvers
2PF,0.6109,2008,TRUE,385.95,Danvers
2PH,0.5302,2008,FALSE,77.77,Gloucester
2PJ,0.7487,2008,TRUE,342.4,Hamilton
2PM,0.9732,2008,FALSE,82.16,Ipswich
2PN,0.6576,2008,FALSE,207,Ipswich
2PP,0.9419,2008,FALSE,118.65,Ipswich
2PQ,0.7554,2008,FALSE,245.28,Ipswich
2Q6,0.7132,2008,FALSE,220.08,Marblehead
2QA,1,2008,FALSE,172.92,Middleton
2QE,0.9688,2008,FALSE,817.89,Salem
2QF,0.7365,2008,FALSE,429.2,Salem
2QG,0.6572,2008,FALSE,146.78,Salem
2QH,0.7001,2008,FALSE,137.56,Salem
2QN,0.6018,2008,TRUE,168.3,Lynn
2QP,1,2008,FALSE,144.64,Saugus
2QQ,1,2008,FALSE,162.5,Saugus
2R5,0.9074,2008,FALSE,134.4,Hamilton
2R6,0.7951,2008,FALSE,338.99,Ipswich
2R7,0.6677,2008,FALSE,308.14,Ipswich
2RB,0.9638,2008,FALSE,199.8,Middleton
2RC,1,2008,FALSE,104.14,Middleton
2RJ,0.5904,2008,TRUE,161.6,Peabody
2RL,0.6811,2008,FALSE,139.32,Topsfield
2RM,0.9804,2008,TRUE,232.18,Topsfield
2RN,0.9272,2008,FALSE,80.08,Topsfield
2RP,0.5101,2008,FALSE,131.14,Topsfield
2T2,0.662,2008,FALSE,361.12,Danvers
2T3,0.6723,2008,FALSE,361.12,Danvers
2T4,0.7962,2008,FALSE,679.4,Danvers
2T5,0.8735,2008,FALSE,679.4,Danvers
2T6,0.7573,2008,FALSE,460.46,Danvers
2T7,0.7633,2008,FALSE,460.46,Danvers
2T8,0.7632,2008,FALSE,1303.04,Danvers
2T9,0.7863,2008,FALSE,975.36,Danvers
2TE,1,2008,FALSE,225.72,Peabody
2TF,1,2008,FALSE,396.6072,Peabody
2TG,1,2008,FALSE,396.6072,Peabody
2TH,0.856,2008,FALSE,124.12,Topsfield
2TJ,0.6714,2008,FALSE,70.35,Topsfield
2TK,0.9901,2008,TRUE,3390.55,Lynnfield
2TL,0.6507,2008,FALSE,319.95,Saugus
2TR,0.8285,2008,FALSE,278.88,Ipswich
2TV,0.787,2008,FALSE,305.51,Essex
2TW,1,2008,FALSE,497.07,Beverly
2TX,0.9963,2008,FALSE,678.04,Beverly
2TY,0.906,2008,FALSE,1128.93,Beverly
2U0,0.7011,2008,TRUE,548.1,Danvers
2U1,0.4536,2008,FALSE,281.84,Danvers
2U2,0.7435,2008,TRUE,670.72,Danvers
2U3,0.9723,2008,FALSE,611,Danvers
2U4,0.7917,2008,FALSE,238,Danvers
2U5,0.9275,2008,FALSE,556.26,Danvers
2U6,0.5362,2008,FALSE,570.88,Gloucester
377,0.6667,2008,FALSE,251.81,Needham
378,1,2008,FALSE,255.75,Needham
379,1,2008,FALSE,166.8,Needham
37A,0.7604,2008,FALSE,216.96,Randolph
37B,0.448,2008,FALSE,570.81,Weymouth
37E,0.8972,2008,FALSE,150.06,Weymouth
37F,0.9931,2008,FALSE,224.42,Milton
37G,0.937,2008,FALSE,371.7,Medford
37H,0.4274,2008,TRUE,3979.36,Boston
37K,0.5328,2008,TRUE,2263.8,Boston
37M,0.4084,2008,TRUE,3979.36,Boston
37P,0.9992,2008,FALSE,2586.48,Boston
37R,0.9998,2008,FALSE,770.43,Boston
37U,0.4593,2008,FALSE,374.64,Boston
37V,0.6711,2008,FALSE,370.44,Boston
37X,0.6929,2008,FALSE,366.42,Boston
382,0.6094,2008,FALSE,1122.4,Boston
383,0.8784,2008,FALSE,4391.18,Boston
384,0.8978,2008,TRUE,2171.94,Boston
385,0.7792,2008,FALSE,552.66,Boston
386,0.8003,2008,FALSE,328.32,Boston
387,0.4021,2008,FALSE,474.66,Boston
388,0.3949,2008,TRUE,7191.756,Boston
38A,0.2798,2008,TRUE,2317.13,Boston
38B,0.9848,2008,FALSE,6136.56,Boston
38C,0.9879,2008,FALSE,273.6,Boston
38D,0.9708,2008,FALSE,1191.02,Boston
38E,0.9541,2008,FALSE,462.99,Boston
38F,0.6006,2008,TRUE,139.15,Boston
38G,0.7779,2008,FALSE,248.9,Boston
38H,0.9903,2008,FALSE,533.75,Boston
38J,0.7963,2008,FALSE,240,Boston
38L,1,2008,FALSE,274.29,Boston
38N,0.821,2008,TRUE,449.5,Boston
38P,0.9148,2008,FALSE,811.44,Boston
38Q,0.8425,2008,TRUE,447.14,Boston
38T,0.2501,2008,TRUE,1337.3,Boston
38U,0.6869,2008,FALSE,526.08,Boston
38V,0.986,2008,FALSE,112.56,Milton
38W,0.9917,2008,FALSE,1285.02,Brookline
38X,0.803499927,2008,FALSE,699.66,Malden
38Y,0.6595,2008,FALSE,165.44,Boston
390,0.8411,2008,FALSE,286.25,Boston
391,0.678,2008,FALSE,450.84,Boston
392,0.6662,2008,FALSE,192.96,Boston
393,0.6678,2008,TRUE,678.6,Boston
394,0.5839,2008,FALSE,1321.61,Boston
395,0.4654,2008,TRUE,297.765,Boston
397,0.9983,2008,FALSE,356.4,Boston
398,0.7143,2008,FALSE,1243.62,Boston
399,0.8707,2008,TRUE,1443,Quincy
39A,0.6087,2008,TRUE,1017.87,Revere
39B,0.6348,2008,FALSE,1038.8,Revere
39C,0.7138,2008,FALSE,1315.16,Revere
39D,1,2008,FALSE,206.36,Revere
39E,0.500000146,2008,FALSE,206.36,Revere
39F,0.6111,2008,FALSE,206.36,Revere
39G,0.7127,2008,TRUE,290.7,Revere
39H,0.7553,2008,FALSE,903.04,Revere
39J,0.5288,2008,TRUE,1171.2,Lynn
39K,0.8486,2008,TRUE,243.2,Saugus
39M,0.5055,2008,FALSE,1181.18,Boston
39P,0.5146,2008,FALSE,843.57,Boston
39T,0.7141,2008,FALSE,3288.72,Boston
39U,0.9708,2008,FALSE,1807.65,Boston
39V,0.934,2008,FALSE,852.14,Boston
39W,0.6349,2008,FALSE,7941.88,Boston
39X,0.9517,2008,FALSE,1368.5,Boston
39Y,0.9786,2008,FALSE,6429.48,Boston
3A0,0.7032,2008,FALSE,2939.85,Boston
3A1,0.9668,2008,FALSE,1007.75,Boston
2U7,0.8573,2008,FALSE,520.8,Gloucester
2U8,0.831,2008,TRUE,5437.89,Gloucester
2U9,0.7405,2008,FALSE,376.6,Gloucester
2UA,0.6623,2008,FALSE,441.04,Gloucester
2UB,1,2008,FALSE,317.79,Gloucester
2UC,0.7471,2008,FALSE,355.1,Manchester
2UD,0.747,2008,FALSE,355.1,Manchester
2UE,0.9982,2008,FALSE,728.95,Peabody
2UF,0.9658,2008,FALSE,920.92,Peabody
2UG,0.6641,2008,FALSE,1566.86,Peabody
2UH,0.8386,2008,FALSE,172.84,Danvers
2UK,0.9791,2008,FALSE,245.85,Middleton
2UM,0.8698,2008,FALSE,529.24,Peabody
2UN,0.190000075,2008,TRUE,133.59,Salem
2VE,0.7901,2008,FALSE,896.7,Danvers
2VF,0.7901,2008,FALSE,896.7,Danvers
2VG,0.78,2008,FALSE,806.4,Danvers
2VH,0.7682,2008,FALSE,928.2,Danvers
2VN,0.8769,2008,FALSE,1741.35,Peabody
2VP,0.7993,2008,FALSE,180.18,Peabody
2VQ,0.843,2008,FALSE,123.28,Peabody
2VR,0.9741,2008,FALSE,1717.85,Peabody
2VT,0.5855,2008,FALSE,443.3,Peabody
2VU,0.7299,2008,FALSE,495.85,Peabody
2VV,0.7493,2008,FALSE,495.85,Peabody
2VW,0.7422,2008,FALSE,770.04,Peabody
2VX,0.7402,2008,FALSE,770.04,Peabody
2VY,0.9591,2008,FALSE,2729.04,Peabody
2W0,0.6742,2008,FALSE,453.14,Peabody
2W1,0.739,2008,FALSE,1160.65,Peabody
2W2,0.7363,2008,FALSE,749.21,Peabody
2W3,0.9574,2008,FALSE,456.5,Lynnfield
2W4,0.8981,2008,FALSE,362.85,Lynnfield
2W5,0.9196,2008,FALSE,362.85,Lynnfield
2W6,0.9413,2008,FALSE,375.15,Lynnfield
2W7,0.9443,2008,FALSE,375.15,Lynnfield
2Y3,0.7688,2008,FALSE,143.08,Topsfield
306,0.422,2008,TRUE,1353,Beverly
307,0.5674,2008,TRUE,674.73,Beverly
308,0.903,2008,TRUE,2761.2,Beverly
309,0.7666,2008,FALSE,912.6,Beverly
30A,0.8094,2008,FALSE,712.17,Beverly
30J,0.8686,2008,FALSE,532.56,Danvers
30K,0.8876,2008,FALSE,1492.75,Danvers
30L,0.5381,2008,TRUE,383.6,Gloucester
30M,0.5001,2008,TRUE,128.48,Gloucester
30N,0.848,2008,FALSE,109.2,Gloucester
30P,1,2008,FALSE,153.45,Rockport
30Q,1,2008,FALSE,259.7,Gloucester
31A,0.994,2008,FALSE,2413.76,Lynn
31B,0.9647,2008,FALSE,1086.01,Lynnfield
31C,0.7479,2008,FALSE,806.13,Saugus
31D,0.8008,2008,FALSE,290.55,Manchester
31L,0.857,2008,FALSE,102.08,Middleton
31M,0.6363,2008,FALSE,311.26,Salem
31Q,0.9752,2008,FALSE,605.79,Wenham
31T,0.7511,2008,FALSE,1335,Peabody
31U,0.945,2008,FALSE,1933.46,Peabody
31V,0.7663,2008,FALSE,877.85,Saugus
31X,0.9859,2008,FALSE,597.6,Beverly
31Y,0.9471,2008,FALSE,491.05,Saugus
320,0.9941,2008,FALSE,689.7,Saugus
324,0.9023,2008,FALSE,237.9,Beverly
325,1,2008,FALSE,150.15,Danvers
326,0.9574,2008,FALSE,124.62,Gloucester
327,0.5813,2008,FALSE,79.18,Gloucester
32A,0.971,2008,FALSE,71.54,Ipswich
32B,0.9242,2008,FALSE,934.4,Ipswich
32G,1,2008,FALSE,129.32,Manchester
32Q,1,2008,FALSE,301.35,Salem
32R,0.6706,2008,FALSE,5384.7,Salem
32T,0.4853,2008,FALSE,930.41,Salem
32U,0.7,2008,FALSE,3352.8,Salem
32Y,0.93,2008,FALSE,194.56,Swampscott
333,0.8452,2008,FALSE,318.78,Lynn
334,0.8437,2008,FALSE,313.95,Lynn
335,0.8447,2008,FALSE,318.78,Lynn
337,0.9848,2008,FALSE,197.4,Braintree
338,0.9826,2008,FALSE,148.92,Braintree
339,0.8396,2008,FALSE,212.8,Braintree
33A,1,2008,FALSE,129.32,Braintree
33B,0.5907,2008,FALSE,264.48,Braintree
33C,1,2008,FALSE,183.28,Braintree
33D,0.9406,2008,FALSE,325.5,Braintree
33F,0.6487,2008,FALSE,111.63,Canton
33G,0.9625,2008,FALSE,221.52,Canton
33H,0.4457,2008,TRUE,510.51,Dedham
33J,0.9723,2008,FALSE,225.94,Dedham
33K,0.6093,2008,FALSE,156.87,Dedham
33M,0.5263,2008,TRUE,204,Dover
33N,0.7132,2008,FALSE,136.62,Dover
33P,0.8187,2008,FALSE,331.35,Needham
33Q,0.9877,2008,FALSE,741,Needham
33R,0.9591,2008,FALSE,110.5,Braintree
33T,1,2008,FALSE,98.98,Braintree
33U,0.5946,2008,FALSE,51.24,Canton
33V,0.3759,2008,FALSE,54.24,Canton
33W,0.7836,2008,FALSE,75.6,Dedham
340,0.9033,2008,FALSE,485.56,Dedham
341,0.8152,2008,FALSE,461.68,Dedham
342,0.6694,2008,FALSE,249.47,Dedham
3A3,0.5108,2008,TRUE,883.5,Boston
3A4,0.8369,2008,FALSE,603.48,Somerville
3A5,0.6058,2008,FALSE,795.76,Chelsea
3A6,0.6104,2008,TRUE,5461.17,Chelsea
3A7,0.6409,2008,FALSE,8469.34,Chelsea
3A8,0.7402,2008,FALSE,944.23,Chelsea
3A9,0.6811,2008,FALSE,1317.68,Chelsea
3AA,0.6754,2008,TRUE,7068.81,Chelsea
3AB,0.67,2008,TRUE,3809.52,Chelsea
3AC,0.7108,2008,FALSE,1072.5,Chelsea
3AF,0.9919,2008,FALSE,489.6,Malden
3AG,0.9495,2008,FALSE,1027.89,Revere
3AH,0.8929,2008,FALSE,1462.86,Revere
3AJ,0.7671,2008,FALSE,617.73,Revere
3AK,0.7664,2008,FALSE,633.6,Revere
3AM,0.7337,2008,FALSE,1337.97,Revere
3AN,0.9294,2008,FALSE,3974.4,Revere
3AP,0.7448,2008,FALSE,983.66,Revere
3AQ,0.6596,2008,FALSE,340.86,Saugus
3B1,0.8638,2008,FALSE,312.75,Chelsea
3B2,0.7616,2008,FALSE,1723.8,Milton
3B3,0.5191,2008,FALSE,4291.03,Medford
3B4,0.92,2008,FALSE,3403.38,Medford
3B5,0.8989,2008,FALSE,2838.56,Medford
3B6,0.4198,2008,FALSE,2113.04,Medford
3B7,0.7348,2008,FALSE,2113.04,Medford
3B8,0.9686,2008,FALSE,1844.16,Medford
3B9,0.7556,2008,FALSE,1861.83,Medford
3BA,0.9645,2008,FALSE,226.48,Quincy
3BB,0.9636,2008,FALSE,216.72,Quincy
3BC,0.7115,2008,FALSE,813.6,Quincy
3BD,0.9579,2008,FALSE,1208.27,Quincy
3BE,0.7598,2008,FALSE,1133.92,Quincy
3BH,0.7309,2008,FALSE,30396.56,Somerville
3BJ,0.841000731,2008,FALSE,1550.56,Somerville
3BK,0.9785,2008,FALSE,1326.78,Somerville
3BL,0.9744,2008,FALSE,1335.84,Somerville
3BM,0.989,2008,FALSE,5747.7,Boston
3BN,0.7948,2008,FALSE,1110.88,Somerville
3BP,0.8425,2008,FALSE,2131.5,Boston
3BQ,0.89760088,2008,FALSE,3116.4,Boston
3BR,0.9113,2008,FALSE,2459.04,Boston
3BT,0.9953,2008,FALSE,5840.758,Boston
3BU,0.9889,2008,FALSE,2787.33,Boston
3BV,0.9941,2008,FALSE,2582.16,Boston
3CE,0.9537,2008,FALSE,1252.18,Boston
3CG,0.944299414,2008,FALSE,1649.48,Boston
3D1,0.8369,2008,FALSE,5245.2,Boston
3D2,0.9777,2008,FALSE,657.02,Boston
3D3,1,2008,FALSE,525.6,Boston
3D4,0.6984,2008,FALSE,1108.8,Boston
3D5,0.6117,2008,FALSE,13132.8,Boston
3D6,0.5665,2008,FALSE,2364.265,Boston
3DC,0.9507,2008,FALSE,1288.8,Boston
3DD,0.9876,2008,FALSE,637.24,Boston
3DE,0.5233,2008,FALSE,2131.29,Boston
3DN,0.9426,2008,FALSE,840.72,Boston
3DU,0.6724,2008,FALSE,3005.1,Boston
3DW,0.8451,2008,FALSE,4172.7,Boston
3DY,0.87,2008,FALSE,3167.64,Boston
3.00E+01,0.6719,2008,FALSE,2919,Boston
3.00E+03,0.8222,2008,FALSE,8154.86,Boston
3EA,0.9958,2008,FALSE,2604,Boston
3EB,0.7664,2008,FALSE,4172.7,Boston
3EC,0.6927,2008,FALSE,15817.74,Boston
3ED,0.9846,2008,FALSE,2916.24,Boston
3EE,0.9888,2008,FALSE,2343.78,Boston
3EG,0.7565,2008,FALSE,8029,Boston
3EH,0.7128,2008,FALSE,1389.29,Boston
3EJ,0.7466,2008,FALSE,1112.5,Boston
3EL,0.8554,2008,FALSE,4799.4,Milton
3EM,0.759,2008,FALSE,744.56,Medford
3EN,0.754,2008,FALSE,728.16,Medford
3EP,0.5224,2008,FALSE,827.26,Medford
3EQ,0.6759,2008,FALSE,2215.29,Chelsea
3ER,0.6245,2008,FALSE,658.16,Revere
3ET,0.6182,2008,FALSE,597.36,Revere
3EU,0.6691,2008,FALSE,376.32,Malden
3EV,0.965,2008,FALSE,437.19,Boston
3EW,0.8135,2008,FALSE,375.24,Boston
3EX,0.9776,2008,FALSE,190.32,Revere
3EY,0.6468,2008,FALSE,1441.77,Medford
3F0,0.9434,2008,FALSE,1600.5,Medford
3F1,1,2008,FALSE,738.15,Cambridge
3F2,0.7339,2008,FALSE,561.2,Boston
3F3,0.9008,2008,FALSE,779.58,Boston
3F4,0.657,2008,TRUE,354.78,Medford
3F5,1,2008,FALSE,1465.37,Quincy
3F6,0.7857,2008,FALSE,1804.11,Boston
3F7,0.5227,2008,FALSE,880.74,Boston
3F9,0.5924,2008,FALSE,400.95,Milton
3FA,0.7604,2008,FALSE,497.97,Milton
3FB,0.629,2008,FALSE,758.62,Milton
3FC,0.3344,2008,FALSE,555.28,Medford
3FD,0.9653,2008,FALSE,607.59,Quincy
3FE,1,2008,FALSE,612.75,Quincy
3FF,0.5408,2008,FALSE,627.52,Quincy
3FG,0.4688,2008,FALSE,558.57,Quincy
3FH,0.9796,2008,FALSE,2853.26,Boston
3FK,0.7723,2008,FALSE,659.85,Boston
3FL,0.5124,2008,FALSE,319.59,Chelsea
3FM,0.9733,2008,FALSE,525,Chelsea
3FN,1,2008,FALSE,241.8,Chelsea
3FP,0.9043,2008,FALSE,80.04,Revere
3FQ,0.9964,2008,FALSE,1124.07,Revere
3FR,0.9983,2008,FALSE,320.76,Cambridge
3FT,0.9029,2008,FALSE,116.56,Cambridge
3FU,0.9938,2008,FALSE,327.18,Cambridge
3FV,0.5002,2008,FALSE,635.35,Cambridge
3FW,0.4706,2008,TRUE,345.84,Cambridge
3FY,0.9909,2008,FALSE,191.26,Medford
3G1,1,2008,FALSE,361.66,Medford
3G2,0.7698,2008,TRUE,491.92,Somerville
3G3,0.8566,2008,FALSE,306.27,Somerville
3G4,0.9494,2008,FALSE,694.64,Somerville
3G5,0.875,2008,FALSE,331.8,Somerville
3G6,0.873,2008,FALSE,305.73,Somerville
3G7,0.7369,2008,FALSE,298.84,Somerville
3GA,0.92,2008,FALSE,504,Somerville
3GB,1,2008,FALSE,181.78,Somerville
3GC,0.601,2008,FALSE,431.43,Somerville
3GD,0.8217,2008,FALSE,302.9,Somerville
3GE,0.9853,2008,FALSE,358.38,Somerville
3GF,0.567,2008,FALSE,611.1,Somerville
3GG,1,2008,FALSE,179.58,Somerville
3GH,0.7648,2008,FALSE,609.15,Everett
3GJ,0.8981,2008,FALSE,154.58,Everett
3GK,0.7486,2008,FALSE,523.9,Everett
3GL,0.4503,2008,TRUE,476.76,Boston
3GN,0.8907,2008,FALSE,312.62,Boston
3GP,0.4705,2008,FALSE,318.78,Boston
3GR,0.5445,2008,FALSE,525.78,Boston
3GT,0.5607,2008,FALSE,311.55,Boston
3GU,0.5763,2008,TRUE,341.64,Boston
3GV,0.3741,2008,FALSE,1198.88,Boston
3GW,0.3638,2008,TRUE,1315.39,Boston
3GX,0.7102,2008,FALSE,472.72,Boston
3GY,0.8075,2008,FALSE,887.04,Boston
3H0,0.7639,2008,FALSE,1048.76,Boston
3H2,0.8162,2008,TRUE,556.95,Boston
3H3,0.509,2008,FALSE,1606.74,Boston
3H4,0.9972,2008,FALSE,681.42,Boston
3H6,0.5891,2008,FALSE,565.47,Boston
3H7,0.8701,2008,FALSE,838.4,Boston
3H8,0.8364,2008,TRUE,395,Boston
3H9,0.9941,2008,FALSE,645.17,Boston
3HA,0.8136,2008,FALSE,310.5,Boston
3HB,0.9243,2008,FALSE,679.68,Boston
3HC,1,2008,FALSE,300.15,Boston
3HD,0.914,2008,FALSE,153.52,Boston
3HE,0.9771,2008,FALSE,159.9,Boston
3HF,0.8027,2008,FALSE,153.72,Boston
3HG,0.665501,2008,FALSE,116.62,Boston
3HH,0.6564,2008,FALSE,1053.36,Boston
3HJ,0.5334,2008,TRUE,2154.5,Boston
3HK,1,2008,FALSE,373.32,Boston
3HL,0.9943,2008,FALSE,549.81,Boston
3HM,0.9649,2008,FALSE,853.3,Boston
3HN,0.9951,2008,FALSE,647.52,Boston
3HP,0.7589,2008,TRUE,2754.94,Boston
3HQ,0.9659,2008,FALSE,314.55,Boston
3HR,0.7446,2008,FALSE,194.56,Boston
3HT,0.8841,2008,FALSE,180.56,Boston
3HU,0.9706,2008,FALSE,221.92,Boston
AE2,1,2008,FALSE,1006.7696,Arlington
AFV,1,2008,FALSE,2814.24,Woburn
AGB,1,2008,FALSE,3812.64,Woburn
AF9,0.8286,2008,FALSE,290.68,Peabody
AE6,0.9999,2008,FALSE,2213.79,Canton
AFX,1,2008,FALSE,380.65,Dover
AFA,0.9964,2008,FALSE,424.6,Dover
AFB,1,2008,FALSE,692.8,Weymouth
AE7,1,2008,FALSE,279.66,Somerville
82F,0.777777778,2008,FALSE,1581.2,Boston
82N,1,2008,FALSE,1418.1,Boston
82P,0.777777778,2008,FALSE,3907.28,Boston
867,-1,2008,FALSE,0,Braintree
86W,0.777777778,2008,FALSE,850.95,Boston
2TN,0.9866,2008,FALSE,18376.2,Beverly
389,0.9856,2008,FALSE,4666.5,Boston
8DE,-1,2008,FALSE,1839.2,Boston
8DF,-1,2008,FALSE,3450.7,Boston
8DG,0.740740741,2008,FALSE,2094.95,Boston
AX4,0.7843,2008,FALSE,319.8,Marlborough
8G1,0.8929,2008,FALSE,255.64,Braintree
AP4,1,2008,FALSE,86.7,Braintree
8LY,1,2008,FALSE,1268.0442,Littleton
8M5,0.814814815,2008,FALSE,1546.44,Boston
8MC,0.777777778,2008,FALSE,1177.95,Boston
8MD,0.814814815,2008,FALSE,1602.75,Boston
8MQ,-1,2008,FALSE,0,Boston
8NF,1,2008,FALSE,115.44,Hamilton
8QG,0.851851852,2008,FALSE,1388.24,Boston
8QV,0.740740741,2008,FALSE,620.08,Boston
8QX,0.777777778,2008,FALSE,3303.3,Boston
8QY,0.777777778,2008,FALSE,3088.64,Boston
8R0,0.777777778,2008,FALSE,3102,Boston
8R8,0.9332,2008,FALSE,2374.95,Boston
8RG,1,2008,FALSE,448.25,Natick
8RR,-1,2008,FALSE,0,Boston
8TM,0.814814815,2008,FALSE,526.93,Boston
8TP,0.777777778,2008,FALSE,1067.29,Boston
8TT,0.814814815,2008,FALSE,2125.62,Boston
AWQ,0.9945,2008,FALSE,7256.3,Boston
8VF,1,2008,FALSE,73.008,Millis
8XU,0.851851852,2008,FALSE,2295.42,Boston
8XW,0.740740741,2008,FALSE,1849.5,Boston
8XX,0.9632,2008,FALSE,2150.64,Boston
8XY,0.814814815,2008,FALSE,1348.24,Boston
8Y3,0.851851852,2008,FALSE,1869.12,Boston
8Y4,0.925925926,2008,FALSE,1841,Boston
8Y6,0.814814815,2008,FALSE,3060.98,Boston
8YC,0.851851852,2008,FALSE,1673.84,Boston
8YF,0.777777778,2008,FALSE,2557.462,Boston
8YH,0.814814815,2008,FALSE,1873.88,Cambridge
8YJ,0.814814815,2008,FALSE,300.99,Boston
