psiyear,psi,route,direction,FederalAidRouteNumber,segmentid
2011,4.5,I90 EB,EB,I-90,id56243
2011,4.5,I90 EB,EB,I-90,id56254
2011,4.5,I93 NB,NB,I-93,id56378
2011,4.5,I90 WB,WB,I-90,id62218
2011,4.5,I93 SB,SB,I-93,id62685
2011,4.5,I90 WB,WB,I-90,id62698
2011,4.5,I93 SB,SB,I-93,id238762
2011,3.7980033,I95 SB,SB,I-95,id262919
2011,3.9295468,I95 SB,SB,I-95,id262924
2011,4.5,I90 EB,EB,I-90,id275069
2011,4.5,I90 WB,WB,I-90,id276379
2011,3.7,I93 NB,NB,I-93,id350269
2011,4.5,I95 SB,SB,I-95,id420625
2011,4.44988687,I93 SB,SB,I-93,id452424
2011,4.5,I93 NB,NB,I-93,id452599
2011,4.5,I90 WB,WB,I-90,id453616
2011,4.5,I95 NB,NB,I-95,id275086
2011,4.5,I95 SB,SB,I-95,id276317
2011,4.30608197,I95 SB,SB,I-95,id276384
2011,4.5,I95 NB,NB,I-95,id272945
2011,4.5,I95 NB,NB,I-95,id275033
2011,3.7,I95 SB,SB,I-95,id276301
2011,4.5,I95 SB,SB,I-95,id276378
2011,4.5,I95 SB,SB,I-95,id276378
2011,4.5,I95 NB,NB,I-95,id403485
2011,4.5,I95 NB,NB,I-95,id404674
2011,4.31588785,I95 SB,SB,I-95,id404980
2011,4.5,I95 SB,SB,I-95,id404989
2011,4.5,I95 NB,NB,I-95,id261044
2011,3.2984873,I95 SB,SB,I-95,id262892
2011,4.5,I95 NB,NB,I-95,id403437
2011,4.49,I95 SB,SB,I-95,id405033
2011,4.5,I95 NB,NB,I-95,id261232
2011,4.5,I95 NB,NB,I-95,id262470
2011,4.5,I95 NB,NB,I-95,id262468
2011,4.5,I95 NB,NB,I-95,id262468
2011,2.9,I95 SB,SB,I-95,id262897
2011,2.9,I95 SB,SB,I-95,id262921
2011,2.9,I95 SB,SB,I-95,id262921
2011,4.31100173,I95 SB,SB,I-95,id262920
2011,4.5,I95 NB,NB,I-95,id112222
2011,4.5,I95 NB,NB,I-95,id112222
2011,4.28412928,I95 SB,SB,I-95,id112733
2011,4.27619241,I95 SB,SB,I-95,id112726
2011,4.5,I95 NB,NB,I-95,id111100
2011,4.5,I95 NB,NB,I-95,id111130
2011,3.88272624,I95 SB,SB,I-95,id112720
2011,3.7,I95 SB,SB,I-95,id112718
2011,3.7,I95 SB,SB,I-95,id112790
2011,4.05218658,I95 SB,SB,I-95,id112790
2011,4.5,I95 SB,SB,I-95,id262916
2011,4.5,I95 NB,NB,I-95,id262238
2011,4.5,I95 NB,NB,I-95,id262439
2011,4.5,I95 NB,NB,I-95,id262439
2011,4.5,I95 SB,SB,I-95,id262925
2011,4.5,I90 EB,EB,I-90,id275016
2011,4.5,I95 NB,NB,I-95,id275083
2011,4.5,I95 NB,NB,I-95,id275090
2011,4.5,I95 SB,SB,I-95,id276316
2011,4.5,I95 SB,SB,I-95,id276383
2011,4.5,I95 SB,SB,I-95,id276382
2011,4.5,I95 SB,SB,I-95,id276382
2011,4.5,I90 EB,EB,I-90,id420038
2011,4.5,I95 NB,NB,I-95,id420030
2011,4.5,I95 NB,NB,I-95,id420030
2011,4.5,I90 EB,EB,I-90,id420060
2011,4.5,I90 EB,EB,I-90,id420060
2011,2.79982378,I90 WB,WB,I-90,id420632
2011,2.61921568,I90 WB,WB,I-90,id420632
2011,4.5,I95 SB,SB,I-95,id420631
2011,4.5,I95 SB,SB,I-95,id420630
2011,4.5,I95 NB,NB,I-95,id272946
2011,4.5,I90 WB,WB,I-90,id276379
2011,4.5,I95 NB,NB,I-95,id420047
2011,4.5,I95 NB,NB,I-95,id420047
2011,4.5,I95 SB,SB,I-95,id420629
2011,3.59383886,I90 WB,WB,I-90,id420628
2011,4.5,I95 SB,SB,I-95,id420626
2011,4.5,I90 EB,EB,I-90,id275016
2011,4.5,I90 WB,WB,I-90,id276380
2011,2.9,I95 NB,NB,I-95,id391685
2011,2.85852156,I95 NB,NB,I-95,id392743
2011,2.80512143,I95 SB,SB,I-95,id394017
2011,4.006828,I95 SB,SB,I-95,id394015
2011,2.93666261,I95 NB,NB,I-95,id392832
2011,2.50144276,I95 NB,NB,I-95,id390950
2011,3.1,I95 NB,NB,I-95,id390992
2011,3.1,I95 NB,NB,I-95,id392738
2011,2.92513978,I95 SB,SB,I-95,id393972
2011,2.9,I95 SB,SB,I-95,id394014
2011,2.9,I95 SB,SB,I-95,id394014
2011,2,I95 NB,NB,I-95,id391700
2011,2.24286581,I95 NB,NB,I-95,id391699
2011,2.9,I95 SB,SB,I-95,id393969
2011,4.5,I90 WB,WB,I-90,id276380
2011,4.5,I90 EB,EB,I-90,id275077
2011,4.5,I90 WB,WB,I-90,id276402
2011,4.5,I90 WB,WB,I-90,id276380
2011,4.5,I90 WB,WB,I-90,id276381
2011,4.5,I90 EB,EB,I-90,id275079
2011,4.5,I90 EB,EB,I-90,id275077
2011,4.5,I90 WB,WB,I-90,id276402
2011,4.5,I90 EB,EB,I-90,id56243
2011,4.5,I90 EB,EB,I-90,id56236
2011,4.5,I90 EB,EB,I-90,id56236
2011,4.5,I90 WB,WB,I-90,id62694
2011,4.5,I90 WB,WB,I-90,id62694
2011,4.5,I90 WB,WB,I-90,id62219
2011,4.5,I90 WB,WB,I-90,id62703
2011,4.5,I90 WB,WB,I-90,id62956
2011,3.71891304,I90 EB,EB,I-90,id80803
2011,4.5,I90 WB,WB,I-90,id81259
2011,4.5,I93 NB,NB,I-93,id237527
2011,4.49657387,I93 SB,SB,I-93,id238763
2011,4.5,I93 NB,NB,I-93,id56379
2011,4.5,I93 NB,NB,I-93,id56378
2011,2,I93 SB,SB,I-93,id62743
2011,4.47011494,I93 NB,NB,I-93,id350268
2011,4.5,I93 NB,NB,I-93,id350268
2011,2,I93 SB,SB,I-93,id351256
2011,2,I93 SB,SB,I-93,id351203
2011,4.5,I93 NB,NB,I-93,id452204
2011,4.5,I93 NB,NB,I-93,id452203
2011,2,I93 SB,SB,I-93,id238755
2011,3.66109921,I93 NB,NB,I-93,id350930
2011,3.7,I93 NB,NB,I-93,id350930
2011,2,I93 SB,SB,I-93,id351263
2011,4.5,I93 NB,NB,I-93,id238248
2011,4.5,I93 NB,NB,I-93,id238244
2011,4.5,I93 NB,NB,I-93,id238244
2011,3.89666666,I93 SB,SB,I-93,id238762
2011,4.37285714,I93 NB,NB,I-93,id350930
2011,4.5,I93 NB,NB,I-93,id55811
2011,2,I93 SB,SB,I-93,id62931
2011,4.5,I93 NB,NB,I-93,id56216
2011,4.26792079,I90 WB,WB,I-90,id62956
2011,3.30900473,I90 WB,WB,I-90,id62957
2011,3.1,I90 WB,WB,I-90,id62959
2011,4.5,I90 EB,EB,I-90,id62958
2011,4.5,I90 EB,EB,I-90,id62958
2011,3.1,I90 WB,WB,I-90,id62957
2011,3.1,I90 WB,WB,I-90,id62957
2011,4.5,I90 EB,EB,I-90,id457317
2011,2.7609085,I90 WB,WB,I-90,id470632
2011,4.5,I93 SB,SB,I-93,id62599
2011,2.42626373,I93 SB,SB,I-93,id474810
2011,4.5,I93 NB,NB,I-93,id55834
2011,4.5,I93 NB,NB,I-93,id56208
2011,4.5,I93 NB,NB,I-93,id56208
2011,4.21347811,I93 SB,SB,I-93,id62926
2011,4.5,I93 SB,SB,I-93,id62685
2011,4.5,I93 NB,NB,I-93,id452595
2011,4.5,I93 SB,SB,I-93,id452298
2011,4.5,I93 NB,NB,I-93,id452471
2011,4.5,I93 NB,NB,I-93,id56275
2011,3.41384615,I93 NB,NB,I-93,id452430
2011,4.5,I93 NB,NB,I-93,id452429
2011,4.5,I93 SB,SB,I-93,id452423
2011,4.37917035,I93 NB,NB,I-93,id55774
2011,4.5,I93 SB,SB,I-93,id62588
2011,4.5,I93 SB,SB,I-93,id62588
2011,4.4492981,I93 SB,SB,I-93,id452458
2011,4.5,I90 WB,WB,I-90,id452493
2011,4.5,I93 SB,SB,I-93,id452486
2011,4.5,I93 SB,SB,I-93,id452485
2011,4.5,I90 WB,WB,I-90,id452477
2011,4.5,I90 EB,EB,I-90,id457317
2011,2.6,I90 WB,WB,I-90,id62945
2011,3.48397574,I90 WB,WB,I-90,id62945
2011,4.5,I90 WB,WB,I-90,id452477
2011,4.5,I90 EB,EB,I-90,id452696
2011,4.5,I90 EB,EB,I-90,id452696
2011,4.5,I90 EB,EB,I-90,id457317
2011,4.5,I93 NB,NB,I-93,id56513
2011,4.5,I93 NB,NB,I-93,id452470
2011,4.5,I90 EB,EB,I-90,id452696
2011,4.5,I90 EB,EB,I-90,id452696
2011,4.5,I90 WB,WB,I-90,id452693
2011,4.5,I90 EB,EB,I-90,id453608
2011,4.5,I90 WB,WB,I-90,id453616
2011,4.5,I93 NB,NB,I-93,id56288
2011,4.5,I93 NB,NB,I-93,id56288
2011,4.5,I93 NB,NB,I-93,id56285
2011,4.5,I93 NB,NB,I-93,id56285
2011,4.5,I93 NB,NB,I-93,id56277
2011,4.5,I93 NB,NB,I-93,id56281
2011,4.5,I93 SB,SB,I-93,id62712
2011,4.5,I93 SB,SB,I-93,id62711
2011,4.5,I93 SB,SB,I-93,id62711
2011,4.5,I93 SB,SB,I-93,id62710
2011,4.5,I93 SB,SB,I-93,id62709
2011,4.5,I93 NB,NB,I-93,id56291
2011,4.5,I93 SB,SB,I-93,id474806
2011,4.5,I93 NB,NB,I-93,id474805
2011,4.5,I93 SB,SB,I-93,id62713
2011,4.5,I93 NB,NB,I-93,id51245
2011,4.5,I93 NB,NB,I-93,id51245
2011,4.5,I93 SB,SB,I-93,id62240
2011,4.5,I93 NB,NB,I-93,id252458
2011,4.5,I93 NB,NB,I-93,id252457
2011,4.5,I93 SB,SB,I-93,id252456
2011,4.5,I93 NB,NB,I-93,id251841
2011,4.5,I93 SB,SB,I-93,id252378
2011,4.5,I93 SB,SB,I-93,id252436
2011,4.5,I93 SB,SB,I-93,id252436
2011,4.5,I93 SB,SB,I-93,id252385
2011,3.11608059,I95 SB,SB,I-95,id206581
2011,4.13727794,I95 SB,SB,I-95,id206578
2011,4.5,I93 SB,SB,I-93,id238746
2011,4.22395929,I93 SB,SB,I-93,id238751
2011,4.5,I93 SB,SB,I-93,id367152
2011,4.5,I93 SB,SB,I-93,id367119
2011,4.5,I93 NB,NB,I-93,id366309
2011,3.1,I95 NB,NB,I-95,id82010
2011,2.97199255,I95 NB,NB,I-95,id82609
2011,3.41535314,I95 SB,SB,I-95,id83084
2011,3.59505036,I95 NB,NB,I-95,id206062
2011,4.5,I93 NB,NB,I-93,id238224
2011,4.5,I93 NB,NB,I-93,id238224
2011,4.5,I93 SB,SB,I-93,id238744
2011,4.5,I93 SB,SB,I-93,id238744
2011,3.63637724,I95 NB,NB,I-95,id388418
2011,3.7,I95 NB,NB,I-95,id388574
2011,4.48220798,I95 SB,SB,I-95,id388749
2011,2.86332946,I93 SB,SB,I-93,id436870
2011,3.27432874,I93 NB,NB,I-93,id436098
2011,3.13114431,I95 NB,NB,I-95,id205074
2011,3.01734234,I95 NB,NB,I-95,id205073
2011,3.4,I95 NB,NB,I-95,id205905
2011,3.32206896,I95 NB,NB,I-95,id206001
2011,3.3,I95 NB,NB,I-95,id206001
2011,2.8757085,I95 SB,SB,I-95,id206544
2011,3.0855238,I95 SB,SB,I-95,id206543
2011,2.82355787,I95 SB,SB,I-95,id206538
2011,2.7,I95 SB,SB,I-95,id206583
2011,2.7,I95 SB,SB,I-95,id206583
2011,2.2303214,I95 NB,NB,I-95,id391786
2011,2,I95 NB,NB,I-95,id391785
2011,2,I95 NB,NB,I-95,id392837
2011,3.35520872,I95 SB,SB,I-95,id393975
2011,3.575,I95 NB,NB,I-95,id205058
2011,2.9,I95 SB,SB,I-95,id394013
2011,3.62386518,I95 NB,NB,I-95,id205904
2011,3.4,I95 NB,NB,I-95,id205904
2011,3.7,I95 SB,SB,I-95,id206539
2011,3.7,I95 SB,SB,I-95,id206580
2011,3.7,I95 SB,SB,I-95,id206580
2011,3.7,I95 SB,SB,I-95,id206535
2011,3.7,I95 SB,SB,I-95,id206577
2011,3.7,I95 SB,SB,I-95,id206577
2011,3.44459081,I95 NB,NB,I-95,id204444
2011,3.7,I95 NB,NB,I-95,id205899
2011,3.7,I95 NB,NB,I-95,id205899
2011,3.6759032,I95 NB,NB,I-95,id206063
2011,3.7,I95 SB,SB,I-95,id206529
2011,3.66275972,I95 SB,SB,I-95,id206528
2011,3.33693313,I95 SB,SB,I-95,id206575
2011,3.0524992,I95 SB,SB,I-95,id206537
2011,3.38184971,I95 NB,NB,I-95,id82609
2011,3.53141242,I95 SB,SB,I-95,id83084
2011,3.7,I95 NB,NB,I-95,id205057
2011,3.54409269,I95 NB,NB,I-95,id205897
2011,3.14287473,I95 NB,NB,I-95,id82602
2011,3.1,I95 NB,NB,I-95,id82601
2011,2.96712533,I95 SB,SB,I-95,id83031
2011,2.69992178,I95 SB,SB,I-95,id83030
2011,3.87048543,I95 SB,SB,I-95,id83029
2011,3.1,I95 NB,NB,I-95,id82009
2011,3.1,I95 NB,NB,I-95,id82499
2011,3.61173874,I95 SB,SB,I-95,id83082
2011,3.28779661,I95 SB,SB,I-95,id83081
2011,2.77424849,I95 SB,SB,I-95,id83032
2011,2.7,I95 SB,SB,I-95,id83076
2011,2.7,I95 SB,SB,I-95,id83076
2011,3.1,I95 NB,NB,I-95,id82011
2011,3.1,I95 NB,NB,I-95,id82711
2011,3.1,I95 NB,NB,I-95,id82711
2011,2.75379236,I95 SB,SB,I-95,id83027
2011,4.5,I95 NB,NB,I-95,id435088
2011,4.35992509,I95 NB,NB,I-95,id82012
2011,2.88360655,I95 SB,SB,I-95,id436830
2011,4.5,I95 NB,NB,I-95,id436084
2011,2.7,I95 SB,SB,I-95,id436863
2011,4.5,I95 NB,NB,I-95,id434563
2011,4.5,I95 NB,NB,I-95,id436080
2011,4.5,I95 SB,SB,I-95,id436829
2011,4.5,I95 NB,NB,I-95,id436084
2011,3.73758561,I95 SB,SB,I-95,id436863
2011,4.5,I95 SB,SB,I-95,id436862
2011,2.7,I93 SB,SB,I-93,id431242
2011,2.75790844,I93 SB,SB,I-93,id431231
2011,3.66846153,I93 NB,NB,I-93,id430843
2011,3.2512614,I93 NB,NB,I-93,id436097
2011,2.7,I93 SB,SB,I-93,id436869
2011,4.5,I93 SB,SB,I-93,id323414
2011,4.5,I93 SB,SB,I-93,id323413
2011,3.7,I95 SB,SB,I-95,id323412
2011,3.7,I95 SB,SB,I-95,id323411
2011,4.5,I93 SB,SB,I-93,id323410
2011,4.5,I93 NB,NB,I-93,id322799
2011,4.5,I95 NB,NB,I-95,id323119
2011,4.22595955,I93 NB,NB,I-93,id323116
2011,4.5,I95 NB,NB,I-95,id323121
2011,4.5,I93 SB,SB,I-93,id367121
2011,4.5,I93 SB,SB,I-93,id367120
2011,4.5,I93 NB,NB,I-93,id365884
2011,4.5,I95 NB,NB,I-95,id434559
2011,3.67592307,I95 NB,NB,I-95,id322789
2011,4.5,I93 NB,NB,I-93,id322651
2011,3.75754287,I95 NB,NB,I-95,id322650
2011,4.5,I95 NB,NB,I-95,id322649
2011,4.5,I95 NB,NB,I-95,id322648
2011,4.5,I93 NB,NB,I-93,id323170
2011,3.7,I95 SB,SB,I-95,id323429
2011,4.2536,I95 SB,SB,I-95,id323428
2011,3.75305699,I95 SB,SB,I-95,id323427
2011,4.5,I93 SB,SB,I-93,id323424
2011,3.6,I95 NB,NB,I-95,id323210
2011,4.5,I93 NB,NB,I-93,id366333
2011,4.5,I95 NB,NB,I-95,id436079
2011,3.44803149,I93 NB,NB,I-93,id436099
2011,4.43614573,I93 SB,SB,I-93,id436868
2011,4.5,I95 SB,SB,I-95,id436861
2011,4.5,I95 SB,SB,I-95,id436861
2011,4.5,I95 SB,SB,I-95,id436837
2011,2.71718922,I93 NB,NB,I-93,id430614
2011,2.7,I93 NB,NB,I-93,id431248
2011,3.14705115,I93 SB,SB,I-93,id431241
2011,3.38088313,I93 SB,SB,I-93,id431240
2011,3.53673921,I93 NB,NB,I-93,id429983
2011,3.43188874,I93 NB,NB,I-93,id430605
2011,2.7,I93 NB,NB,I-93,id430014
2011,2.7,I93 NB,NB,I-93,id430611
2011,3.1,I93 SB,SB,I-93,id431229
2011,3.62153657,I93 SB,SB,I-93,id431230
2011,3.7,I95 NB,NB,I-95,id387513
2011,3.50537437,I95 SB,SB,I-95,id388748
2011,3.19934911,I95 SB,SB,I-95,id388746
2011,3.67001679,I95 NB,NB,I-95,id388415
2011,3.7,I95 NB,NB,I-95,id388411
2011,3.7,I95 SB,SB,I-95,id388730
2011,3.7,I95 NB,NB,I-95,id387255
2011,3.40401206,I95 NB,NB,I-95,id387301
2011,3.23315789,I95 SB,SB,I-95,id388746
2011,4.17539682,I95 SB,SB,I-95,id388745
2011,4.36563371,I95 SB,SB,I-95,id388745
2011,3.40192678,I95 NB,NB,I-95,id388411
2011,3.7,I95 NB,NB,I-95,id388410
2011,3.7,I95 NB,NB,I-95,id388410
2011,4.45928979,I95 SB,SB,I-95,id388728
2011,3.62329286,I95 SB,SB,I-95,id388731
2011,4.5,I95 SB,SB,I-95,id220668
2011,4.5,I95 SB,SB,I-95,id220668
2011,4.5,I95 SB,SB,I-95,id220642
2011,4.5,I95 SB,SB,I-95,id220641
2011,3.7,I95 NB,NB,I-95,id219833
2011,3.6078341,I95 NB,NB,I-95,id220441
2011,3.7,I95 NB,NB,I-95,id220441
2011,4.5,I93 NB,NB,I-93,id238240
2011,4.5,I93 SB,SB,I-93,id238748
2011,4.5,I93 SB,SB,I-93,id238748
2011,4.5,I93 SB,SB,I-93,id238747
2011,4.5,I93 SB,SB,I-93,id238746
2011,4.5,I93 SB,SB,I-93,id238746
2011,4.5,I93 NB,NB,I-93,id238230
2011,4.5,I93 NB,NB,I-93,id238227
2011,4.5,I93 NB,NB,I-93,id238227
2011,4.45714285,I93 NB,NB,I-93,id238232
2011,4.49837606,I93 NB,NB,I-93,id238232
2011,4.5,I93 NB,NB,I-93,id366338
2011,4.5,I93 NB,NB,I-93,id436090
2011,4.5,I93 NB,NB,I-93,id436086
2011,4.5,I93 SB,SB,I-93,id436828
2011,4.5,I93 SB,SB,I-93,id436865
2011,4.5,I93 SB,SB,I-93,id436864
2011,4.5,I93 SB,SB,I-93,id436836
2011,4.5,I93 SB,SB,I-93,id436836
2011,4.5,I93 NB,NB,I-93,id366339
2011,4.5,I93 NB,NB,I-93,id366825
2011,4.5,I93 NB,NB,I-93,id366825
2011,4.5,I93 SB,SB,I-93,id367152
2011,4.5,I93 SB,SB,I-93,id367111
2011,4.5,I93 SB,SB,I-93,id367110
2011,4.5,I93 NB,NB,I-93,id433118
2011,4.5,I93 NB,NB,I-93,id366224
2011,4.5,I93 SB,SB,I-93,id433491
2011,3.97696355,I95 NB,NB,I-95,id298995
2011,4.5,I95 NB,NB,I-95,id299375
2011,2.96666985,I95 NB,NB,I-95,id300034
2011,2.6,I95 NB,NB,I-95,id300034
2011,4.5,I95 SB,SB,I-95,id300930
2011,4.5,I95 SB,SB,I-95,id108107
2011,4.5,I95 SB,SB,I-95,id300882
2011,3.23697575,I95 SB,SB,I-95,id300924
2011,4.5,I95 NB,NB,I-95,id219923
2011,4.45036363,I95 SB,SB,I-95,id220669
2011,4.39946743,I95 SB,SB,I-95,id220669
2011,3.7,I95 NB,NB,I-95,id387967
2011,4.5,I95 SB,SB,I-95,id388747
2011,4.5,I95 SB,SB,I-95,id388747
2011,3.7,I95 NB,NB,I-95,id219934
2011,3.93924621,I95 NB,NB,I-95,id220445
2011,3.7,I95 NB,NB,I-95,id220445
2011,4.5,I95 NB,NB,I-95,id220477
2011,4.5,I95 SB,SB,I-95,id220476
2011,4.5,I95 NB,NB,I-95,id220502
2011,4.5,I95 SB,SB,I-95,id220650
2011,4.5,I95 SB,SB,I-95,id220649
2011,4.5,I95 NB,NB,I-95,id299106
2011,4.5,I95 NB,NB,I-95,id300048
2011,4.5,I95 NB,NB,I-95,id300048
2011,4.5,I95 SB,SB,I-95,id300885
2011,4.5,I95 SB,SB,I-95,id300950
2011,4.5,I95 SB,SB,I-95,id300950
2011,3.7,I95 NB,NB,I-95,id388574
2011,3.90805369,I95 NB,NB,I-95,id106890
2011,4.5,I95 NB,NB,I-95,id107567
2011,4.5,I95 SB,SB,I-95,id453423
2011,4.5,I95 SB,SB,I-95,id453422
2011,3.7,I95 NB,NB,I-95,id300026
2011,3.7,I95 NB,NB,I-95,id300026
2011,3.7,I95 NB,NB,I-95,id300026
2011,2.6,I95 SB,SB,I-95,id300923
2011,2.77548611,I95 SB,SB,I-95,id300923
2011,2.6,I95 SB,SB,I-95,id300923
2011,4.5,I95 NB,NB,I-95,id107567
2011,4.5,I95 NB,NB,I-95,id107562
2011,4.5,I95 NB,NB,I-95,id107562
2011,4.5,I95 SB,SB,I-95,id108177
2011,4.5,I95 SB,SB,I-95,id108177
2011,4.5,I95 SB,SB,I-95,id453423
2011,4.5,I95 NB,NB,I-95,id106665
2011,1.68167693,I90 EB,EB,I-90,id62967
2011,4.5,I90 EB,EB,I-90,id62963
2011,4.5,I90 WB,WB,I-90,id62964
2011,4.5,I93 NB,NB,I-93,id318608
2011,4.5,I93 SB,SB,I-93,id62615
2011,4.5,I93 NB,NB,I-93,id251841
2011,4.41737704,I93 SB,SB,I-93,id252421
2011,4.5,I93 SB,SB,I-93,id319536
2011,4.5,I93 NB,NB,I-93,id251264
2011,4.41440712,I93 SB,SB,I-93,id252434
2011,4.5,I93 NB,NB,I-93,id317491
2011,4.5,I93 SB,SB,I-93,id319595
2011,4.5,I93 NB,NB,I-93,id58755
2011,4.5,I93 NB,NB,I-93,id58755
2011,4.5,I93 SB,SB,I-93,id62948
2011,4.5,I93 NB,NB,I-93,id58755
2011,4.5,I93 NB,NB,I-93,id55918
2011,4.5,I93 SB,SB,I-93,id62713
2011,4.5,I90 EB,EB,I-90,id62961
2011,4.5,I90 WB,WB,I-90,id453617
2011,4.5,I90 EB,EB,I-90,id453609
2011,4.5,I90 EB,EB,I-90,id62966
2011,4.5,I90 WB,WB,I-90,id452976
2011,4.5,I90 WB,WB,I-90,id452976
2011,4.5,I90 WB,WB,I-90,id452975
2011,2.65754573,I90 EB,EB,I-90,id452807
2011,4.5,I90 WB,WB,I-90,id452976
2011,4.5,I90 WB,WB,I-90,id452976
2011,4.5,I90 WB,WB,I-90,id452976
2011,1.97421547,I90 EB,EB,I-90,id52462
2011,4.5,I90 WB,WB,I-90,id58731
2011,2.27078482,I90 EB,EB,I-90,id62967
2011,3.53121212,I93 NB,NB,I-93,id70081
2011,4.5,I93 SB,SB,I-93,id70651
2011,4.344,I95 NB,NB,I-95,id112085
2011,3.80653163,I95 SB,SB,I-95,id148817
2011,4.5,I95 NB,NB,I-95,id342817
2011,3.98656827,I95 SB,SB,I-95,id343353
2011,4.42186367,I95 NB,NB,I-95,id451994
2011,3.53944488,I95 SB,SB,I-95,id453415
2011,4.5,I95 NB,NB,I-95,id86890
2011,3.6526545,I95 NB,NB,I-95,id148229
2011,4.5,I495 NB,NB,I495,id148163
2011,4.5,I95 NB,NB,I-95,id148374
2011,4.5,I95 SB,SB,I-95,id148814
2011,4.5,I95 SB,SB,I-95,id148812
2011,4.5,I95 SB,SB,I-95,id148811
2011,3.1,I495 SB,SB,I495,id148810
2011,4.44869163,I95 NB,NB,I-95,id148225
2011,4.5,I495 NB,NB,I495,id148217
2011,3.20015491,I495 SB,SB,I495,id148805
2011,4.06954627,I95 NB,NB,I-95,id148094
2011,4.5,I95 SB,SB,I-95,id148816
2011,4.5,I95 SB,SB,I-95,id148816
2011,3.58014382,I95 NB,NB,I-95,id148066
2011,3.7,I95 NB,NB,I-95,id148226
2011,3.7,I95 NB,NB,I-95,id148226
2011,4.5,I95 SB,SB,I-95,id148795
2011,4.10893925,I95 SB,SB,I-95,id148793
2011,4.27291006,I95 NB,NB,I-95,id342815
2011,3.92299427,I95 SB,SB,I-95,id343355
2011,4.5,I95 SB,SB,I-95,id343350
2011,4.5,I95 SB,SB,I-95,id343349
2011,4.5,I95 NB,NB,I-95,id147684
2011,4.5,I95 NB,NB,I-95,id342661
2011,3.7,I95 SB,SB,I-95,id343354
2011,4.5,I95 NB,NB,I-95,id342823
2011,4.5,I95 NB,NB,I-95,id342823
2011,3.7,I95 SB,SB,I-95,id291297
2011,4.11351351,I95 NB,NB,I-95,id341989
2011,4.5,I95 NB,NB,I-95,id389503
2011,4.5,I95 NB,NB,I-95,id290779
2011,3.7,I95 SB,SB,I-95,id291271
2011,3.7,I95 SB,SB,I-95,id343325
2011,4.5,I95 SB,SB,I-95,id390759
2011,4.39378779,I95 SB,SB,I-95,id390759
2011,4.5,I95 NB,NB,I-95,id390279
2011,4.5,I95 NB,NB,I-95,id390279
2011,4.5,I95 NB,NB,I-95,id112220
2011,4.5,I95 NB,NB,I-95,id112382
2011,4.5,I95 SB,SB,I-95,id112736
2011,4.5,I95 SB,SB,I-95,id112735
2011,4.5,I95 SB,SB,I-95,id112769
2011,4.5,I95 NB,NB,I-95,id111503
2011,4.5,I95 NB,NB,I-95,id112330
2011,4.5,I95 NB,NB,I-95,id112330
2011,4.5,I95 SB,SB,I-95,id112756
2011,4.5,I95 SB,SB,I-95,id112783
2011,4.5,I95 SB,SB,I-95,id112788
2011,4.23756544,I95 NB,NB,I-95,id111975
2011,4.5,I95 NB,NB,I-95,id112218
2011,4.5,I95 NB,NB,I-95,id422608
2011,4.5,I95 NB,NB,I-95,id111924
2011,4.5,I95 SB,SB,I-95,id112786
2011,4.5,I95 SB,SB,I-95,id112752
2011,4.5,I95 SB,SB,I-95,id112750
2011,4.5,I95 SB,SB,I-95,id112789
2011,4.5,I95 SB,SB,I-95,id423607
2011,4.5,I95 SB,SB,I-95,id423634
2011,4.5,I95 SB,SB,I-95,id423633
2011,4.5,I95 SB,SB,I-95,id423632
2011,4.5,I95 NB,NB,I-95,id422634
2011,4.5,I95 NB,NB,I-95,id422726
2011,3.75334259,I95 NB,NB,I-95,id423278
2011,4.5,I95 SB,SB,I-95,id423617
2011,4.5,I95 NB,NB,I-95,id290273
2011,4.46168582,I95 NB,NB,I-95,id290446
2011,3.87043478,I95 NB,NB,I-95,id290588
2011,3.7,I95 NB,NB,I-95,id290588
2011,3.7,I95 SB,SB,I-95,id291252
2011,4.5,I95 NB,NB,I-95,id290224
2011,4.02908777,I95 NB,NB,I-95,id290322
2011,3.7,I95 SB,SB,I-95,id291247
2011,3.7,I95 SB,SB,I-95,id291248
2011,3.7,I95 SB,SB,I-95,id291273
2011,3.7,I95 SB,SB,I-95,id291273
2011,3.7,I95 SB,SB,I-95,id291250
2011,2.9,I93 SB,SB,I-93,id87536
2011,4.5,I95 NB,NB,I-95,id86894
2011,2.84213114,I93 NB,NB,I-93,id86903
2011,2.76479683,I93 NB,NB,I-93,id87325
2011,2.75980139,I93 SB,SB,I-93,id87535
2011,3.5501008,I93 SB,SB,I-93,id87534
2011,2.80106951,I93 SB,SB,I-93,id87526
2011,2.75802023,I93 SB,SB,I-93,id87525
2011,2.7,I93 NB,NB,I-93,id251823
2011,2.9,I93 SB,SB,I-93,id252431
2011,4.5,I95 NB,NB,I-95,id451994
2011,2.9,I95 SB,SB,I-95,id453416
2011,2.7,I93 NB,NB,I-93,id86086
2011,2.7,I93 NB,NB,I-93,id86906
2011,2.9,I93 NB,NB,I-93,id86905
2011,2.86124799,I95 SB,SB,I-95,id87521
2011,3.7,I95 NB,NB,I-95,id86896
2011,3.44696831,I93 SB,SB,I-93,id87537
2011,3.7,I95 NB,NB,I-95,id112088
2011,3.7,I95 NB,NB,I-95,id112216
2011,3.07685913,I95 NB,NB,I-95,id451995
