psiyear,psi,route,direction,FederalAidRouteNumber,segmentid
2007,3,I90 WB,WB,I-90,id353894
2007,2.81407702,I93 NB,NB,I-93,id317491
2007,4,I95 SB,SB,I-95,id148817
2007,4.1999998,I495 SB,SB,I495,id35189
2007,2.79999995,I495 SB,SB,I495,id229114
2007,3.20000004,I93 SB,SB,I-93,id62931
2007,2.23535321,I93 NB,NB,I-93,id70090
2007,3.46913685,I95 SB,SB,I-95,id423634
2007,2.2,I495 NB,NB,I495,id207630
2007,3,I95 SB,SB,I-95,id300950
2007,2.85270351,I495 NB,NB,I495,id239374
2007,4.2885224,I495 NB,NB,I495,id446218
2007,3.20000004,I95 SB,SB,I-95,id394015
2007,3.5999999,I495 SB,SB,I495,id188891
2007,4,I495 SB,SB,I495,id229118
2007,3.20000004,I93 SB,SB,I-93,id319536
2007,3.5,I93 SB,SB,I-93,id238746
2007,3.5,I93 SB,SB,I-93,id62588
2007,3.40000009,I90 WB,WB,I-90,id261005
2007,2.79999995,I90 EB,EB,I-90,id420063
2007,3.5,I90 WB,WB,I-90,id260985
2007,3.7125,I93 NB,NB,I-93,id252043
2007,3,I93 NB,NB,I-93,id56275
2007,2.55619194,I93 NB,NB,I-93,id70089
2007,4,I495 SB,SB,I495,id229161
2007,3.0999999,I95 SB,SB,I-95,id276384
2007,3,I90 EB,EB,I-90,id353377
2007,2.79999995,I495 SB,SB,I495,id229155
2007,2.50008207,I93 NB,NB,I-93,id318545
2007,2.90175622,I95 NB,NB,I-95,id391699
2007,1.38616393,I93 NB,NB,I-93,id58755
2007,2.15751082,I93 NB,NB,I-93,id55918
2007,3.40000009,I93 SB,SB,I-93,id238744
2007,3.5,I90 WB,WB,I-90,id152251
2007,3.1,I95 NB,NB,I-95,id290588
2007,3.0999999,I95 SB,SB,I-95,id276378
2007,3.29999995,I95 SB,SB,I-95,id83027
2007,1.89547769,I93 NB,NB,I-93,id58755
2007,2.5999999,I95 SB,SB,I-95,id323412
2007,3.26686093,I95 NB,NB,I-95,id422634
2007,4,I95 SB,SB,I-95,id148816
2007,3.63201701,I95 SB,SB,I-95,id423607
2007,3.11875451,I495 NB,NB,I495,id228383
2007,3.79999995,I93 SB,SB,I-93,id321287
2007,3.40000009,I90 EB,EB,I-90,id401356
2007,3.7125,I95 NB,NB,I-95,id342817
2007,3.74351451,I95 NB,NB,I-95,id388410
2007,3.37510224,I95 NB,NB,I-95,id205897
2007,3.36629313,I95 NB,NB,I-95,id299106
2007,3.40111888,I95 NB,NB,I-95,id111100
2007,3.47129432,I93 NB,NB,I-93,id70081
2007,3.7125,I95 NB,NB,I-95,id206063
2007,2.40000009,I93 SB,SB,I-93,id87537
2007,3.20000004,I93 SB,SB,I-93,id367111
2007,3.04171668,I95 NB,NB,I-95,id290446
2007,3.5,I90 WB,WB,I-90,id261004
2007,3.5,I93 SB,SB,I-93,id238762
2007,3.79999995,I495 SB,SB,I495,id172740
2007,3.36399715,I93 NB,NB,I-93,id56288
2007,3.0999999,I95 SB,SB,I-95,id436829
2007,2.90000009,I90 WB,WB,I-90,id276402
2007,3.01294914,I95 NB,NB,I-95,id275086
2007,3.20000004,I495 SB,SB,I495,id248779
2007,3,I95 SB,SB,I-95,id112783
2007,3.2,I90 EB,EB,I-90,id452696
2007,3.29999995,I95 SB,SB,I-95,id394014
2007,2.40000009,I93 SB,SB,I-93,id87535
2007,3.08814732,I95 NB,NB,I-95,id388411
2007,1.8798297,I95 SB,SB,I-95,id112753
2007,4,I95 SB,SB,I-95,id343350
2007,3.68670601,I95 NB,NB,I-95,id112216
2007,4,I95 SB,SB,I-95,id343349
2007,3.0999999,I90 WB,WB,I-90,id16558
2007,4.5,I95 NB,NB,I-95,id112382
2007,3.67122833,I495 NB,NB,I495,id153467
2007,2.70000004,I93 SB,SB,I-93,id62948
2007,2.79999995,I495 SB,SB,I495,id67006
2007,3.70000004,I93 SB,SB,I-93,id70699
2007,3,I95 SB,SB,I-95,id112769
2007,3.7125,I95 NB,NB,I-95,id147684
2007,3.71649205,I95 NB,NB,I-95,id388411
2007,2.05719673,I95 NB,NB,I-95,id275083
2007,2.2,I495 NB,NB,I495,id66851
2007,2.5999999,I495 SB,SB,I495,id208483
2007,3.71739949,I95 NB,NB,I-95,id219833
2007,3.5999999,I495 SB,SB,I495,id188877
2007,3.29999995,I93 NB,NB,I-93,id452203
2007,3.20000004,I95 SB,SB,I-95,id276382
2007,3.99776561,I95 SB,SB,I-95,id112786
2007,3.53808037,I93 NB,NB,I-93,id323116
2007,4.1999998,I95 SB,SB,I-95,id220668
2007,3.5,I90 EB,EB,I-90,id260269
2007,3,I95 SB,SB,I-95,id112736
2007,3.54028569,I95 NB,NB,I-95,id382414
2007,3.35530843,I95 NB,NB,I-95,id300034
2007,3,I95 SB,SB,I-95,id262921
2007,2.41069235,I95 SB,SB,I-95,id423632
2007,3.27138888,I93 NB,NB,I-93,id380366
2007,3.70000004,I95 SB,SB,I-95,id291252
2007,2.90000009,I90 WB,WB,I-90,id276381
2007,3.5,I93 SB,SB,I-93,id351263
2007,2.59219203,I93 NB,NB,I-93,id320832
2007,2.28313549,I93 NB,NB,I-93,id51245
2007,2.79999995,I95 SB,SB,I-95,id453423
2007,2.95764426,I93 NB,NB,I-93,id238230
2007,3.0999999,I95 SB,SB,I-95,id436862
2007,2.5999999,I495 SB,SB,I495,id208483
2007,3.29999995,I495 SB,SB,I495,id208465
2007,2.79999995,I290 WB,WB,I290,id229167
2007,4,I95 SB,SB,I-95,id148812
2007,2.97944117,I95 NB,NB,I-95,id392743
2007,3.5,I90 EB,EB,I-90,id259622
2007,2.90000009,I90 EB,EB,I-90,id151087
2007,3.29999995,I95 SB,SB,I-95,id83076
2007,3.40000009,I95 SB,SB,I-95,id393969
2007,2.70000004,I95 SB,SB,I-95,id300924
2007,2.7940901,I93 NB,NB,I-93,id238232
2007,3.67624573,I93 NB,NB,I-93,id56281
2007,3.7125,I95 NB,NB,I-95,id403485
2007,4.1999998,I95 SB,SB,I-95,id83084
2007,2.72,I495 NB,NB,I495,id207647
2007,3.5,I93 SB,SB,I-93,id238762
2007,2.79999995,I90 WB,WB,I-90,id420634
2007,2.70000004,I93 SB,SB,I-93,id62926
2007,3.5,I95 SB,SB,I-95,id453415
2007,2.79999995,I90 EB,EB,I-90,id275069
2007,4.1999998,I95 SB,SB,I-95,id206529
2007,3.5,I90 EB,EB,I-90,id151076
2007,3.29999995,I495 SB,SB,I495,id208468
2007,3.29999995,I495 SB,SB,I495,id208484
2007,3.0999999,I93 SB,SB,I-93,id431240
2007,3.29999995,I95 SB,SB,I-95,id453422
2007,2.79999995,I95 SB,SB,I-95,id436861
2007,3.07862137,I95 NB,NB,I-95,id420047
2007,3.5999999,I90 EB,EB,I-90,id151242
2007,2.45,I95 NB,NB,I-95,id112218
2007,2.2,I495 NB,NB,I495,id228239
2007,2.16531934,I93 NB,NB,I-93,id366333
2007,2.17808335,I495 NB,NB,I495,id207646
2007,2.75843543,I95 NB,NB,I-95,id388410
2007,2.78443625,I95 NB,NB,I-95,id435088
2007,3,I90 WB,WB,I-90,id353893
2007,2.90092241,I95 NB,NB,I-95,id148374
2007,4.08424657,I95 NB,NB,I-95,id323210
2007,2.20000004,I93 SB,SB,I-93,id87525
2007,2.9775,I95 SB,SB,I-95,id112750
2007,3,I95 SB,SB,I-95,id262924
2007,3.29999995,I95 SB,SB,I-95,id453423
2007,4.1999998,I95 SB,SB,I-95,id206537
2007,3.71483686,I95 NB,NB,I-95,id290779
2007,2.58376054,I495 NB,NB,I495,id171709
2007,3.7125,I95 NB,NB,I-95,id204444
2007,2.7063488,I93 NB,NB,I-93,id70089
2007,2.61506078,I95 NB,NB,I-95,id403356
2007,4.1999998,I95 SB,SB,I-95,id206543
2007,3.7125,I95 NB,NB,I-95,id205899
2007,3.45322198,I93 NB,NB,I-93,id452470
2007,2.81397495,I93 NB,NB,I-93,id56291
2007,3.40000009,I90 WB,WB,I-90,id401794
2007,4.1999998,I95 SB,SB,I-95,id206544
2007,3.99231055,I95 NB,NB,I-95,id107567
2007,4.18821065,I495 NB,NB,I495,id446312
2007,3.29999995,I495 SB,SB,I495,id208487
2007,3.69344725,I93 NB,NB,I-93,id318538
2007,3.20000004,I93 SB,SB,I-93,id351198
2007,2.79999995,I95 SB,SB,I-95,id262920
2007,4.09740246,I95 NB,NB,I-95,id246575
2007,2.71712366,I290 EB,EB,I290,id227424
2007,3.29999995,I90 WB,WB,I-90,id188887
2007,3.79999995,I95 SB,SB,I-95,id343325
2007,3.1875,I93 NB,NB,I-93,id366224
2007,2.79999995,I95 SB,SB,I-95,id108177
2007,3,I95 NB,NB,I-95,id272945
2007,2.79999995,I93 SB,SB,I-93,id436836
2007,3.73252756,I95 NB,NB,I-95,id148226
2007,2.79999995,I95 SB,SB,I-95,id247172
2007,3.40000009,I93 SB,SB,I-93,id431229
2007,3.21230425,I93 NB,NB,I-93,id366825
2007,2.72,I495 NB,NB,I495,id353107
2007,3.29999995,I95 SB,SB,I-95,id108177
2007,4.5,I95 NB,NB,I-95,id262238
2007,3.20000004,I90 WB,WB,I-90,id452477
2007,3.7125,I93 NB,NB,I-93,id430602
2007,3.5,I90 WB,WB,I-90,id62957
2007,3.03167184,I290 EB,EB,I290,id228232
2007,3.5,I90 EB,EB,I-90,id151087
2007,3.40000009,I495 SB,SB,I495,id229159
2007,2.79999995,I495 SB,SB,I495,id66998
2007,3.78707191,I95 NB,NB,I-95,id220441
2007,3.40000009,I90 WB,WB,I-90,id401795
2007,3.5999999,I93 SB,SB,I-93,id62709
2007,3.7318277,I95 NB,NB,I-95,id147715
2007,4.1999998,I95 SB,SB,I-95,id388748
2007,3.5,I495 SB,SB,I495,id188891
2007,3.20000004,I93 NB,NB,I-93,id55811
2007,2.40000009,I93 SB,SB,I-93,id87536
2007,3.0999999,I90 EB,EB,I-90,id15939
2007,4.5,I95 NB,NB,I-95,id262468
2007,0.45379502,I93 NB,NB,I-93,id366338
2007,4,I95 SB,SB,I-95,id148811
2007,3.5,I93 SB,SB,I-93,id452298
2007,3.29999995,I93 SB,SB,I-93,id62713
2007,4.5,I95 NB,NB,I-95,id111503
2007,2.57175,I495 NB,NB,I495,id208118
2007,3.01213387,I95 NB,NB,I-95,id261044
2007,3.15623344,I95 NB,NB,I-95,id390950
2007,3.7125,I495 NB,NB,I495,id34697
2007,2.51436437,I93 NB,NB,I-93,id56288
2007,3.7125,I93 NB,NB,I-93,id430038
2007,3.68408791,I495 NB,NB,I495,id152853
2007,4.1999998,I95 SB,SB,I-95,id220641
2007,3.29999995,I90 WB,WB,I-90,id188879
2007,3.29999995,I90 WB,WB,I-90,id188889
2007,3.5999999,I93 SB,SB,I-93,id62710
2007,3.70000004,I495 SB,SB,I495,id43858
2007,2.65809593,I93 NB,NB,I-93,id55834
2007,2.90000009,I495 SB,SB,I495,id154117
2007,3.79999995,I95 SB,SB,I-95,id291271
2007,3.5,I95 SB,SB,I-95,id453416
2007,3.40000009,I90 WB,WB,I-90,id62945
2007,2.20000004,I495 SB,SB,I495,id308155
2007,3.73261457,I95 NB,NB,I-95,id323121
2007,3.99004853,I495 NB,NB,I495,id228547
2007,3.1,I95 NB,NB,I-95,id290273
2007,3.2,I90 EB,EB,I-90,id452696
2007,3.5,I495 SB,SB,I495,id353862
2007,4,I95 SB,SB,I-95,id148795
2007,2.20656534,I95 NB,NB,I-95,id219934
2007,4.5,I95 NB,NB,I-95,id262437
2007,3.5,I90 EB,EB,I-90,id260272
2007,4.06085333,I95 NB,NB,I-95,id112222
2007,3.19177368,I93 NB,NB,I-93,id436086
2007,3,I90 WB,WB,I-90,id353861
2007,4.5,I95 NB,NB,I-95,id261232
2007,3.64770177,I95 SB,SB,I-95,id87522
2007,2.70000004,I95 SB,SB,I-95,id108172
2007,3.79999995,I93 SB,SB,I-93,id321286
2007,2.40277898,I495 NB,NB,I495,id412677
2007,3.69901518,I495 NB,NB,I495,id34695
2007,3.5999999,I95 SB,SB,I-95,id300930
2007,3.2,I90 EB,EB,I-90,id52462
2007,3.40000009,I93 SB,SB,I-93,id252385
2007,3.20000004,I90 WB,WB,I-90,id62698
2007,3.25246997,I93 NB,NB,I-93,id430611
2007,3.79999995,I495 SB,SB,I495,id43859
2007,3.5,I93 SB,SB,I-93,id238763
2007,3.5999999,I95 SB,SB,I-95,id291247
2007,2.20000004,I495 SB,SB,I495,id446674
2007,2.79175932,I495 NB,NB,I495,id248269
2007,2.70000004,I495 SB,SB,I495,id418277
2007,3.20000004,I90 WB,WB,I-90,id62694
2007,3.40000009,I93 SB,SB,I-93,id252421
2007,3.1875,I93 NB,NB,I-93,id365884
2007,3.29999995,I90 EB,EB,I-90,id413014
2007,3,I95 NB,NB,I-95,id86894
2007,2.94968466,I95 NB,NB,I-95,id420030
2007,3.97702121,I95 NB,NB,I-95,id106835
2007,2.78019602,I95 NB,NB,I-95,id420027
2007,2.925,I495 NB,NB,I495,id207615
2007,3.5,I93 SB,SB,I-93,id238747
2007,3.1532147,I95 NB,NB,I-95,id205074
2007,3.70583946,I93 NB,NB,I-93,id429983
2007,3.40000009,I90 EB,EB,I-90,id259621
2007,4,I495 SB,SB,I495,id229168
2007,3.40000009,I93 SB,SB,I-93,id431239
2007,4.1999998,I495 SB,SB,I495,id154115
2007,4.25,I495 NB,NB,I495,id446312
2007,1.7368421,I93 NB,NB,I-93,id252458
2007,3.70000004,I93 SB,SB,I-93,id70663
2007,4.1999998,I95 SB,SB,I-95,id388728
2007,3.28358815,I95 NB,NB,I-95,id420047
2007,3.20000004,I90 WB,WB,I-90,id62964
2007,3.29999995,I93 SB,SB,I-93,id62712
2007,2.79999995,I90 WB,WB,I-90,id276380
2007,3.16415868,I95 NB,NB,I-95,id392832
2007,2.79999995,I95 SB,SB,I-95,id112790
2007,3.47419675,I93 NB,NB,I-93,id452595
2007,2.56362262,I495 NB,NB,I495,id208118
2007,2.83530665,I93 NB,NB,I-93,id322651
2007,3.72296017,I95 NB,NB,I-95,id148225
2007,2.86686125,I93 NB,NB,I-93,id56288
2007,4.5,I95 NB,NB,I-95,id112330
2007,4.5,I95 NB,NB,I-95,id111130
2007,2.79999995,I90 WB,WB,I-90,id420588
2007,4.1999998,I95 SB,SB,I-95,id220668
2007,4.1999998,I495 SB,SB,I495,id35188
2007,3.20000004,I95 SB,SB,I-95,id420626
2007,3.5999999,I93 SB,SB,I-93,id70651
2007,4.1999998,I95 SB,SB,I-95,id206535
2007,3.5,I90 EB,EB,I-90,id453608
2007,2.79999995,I495 SB,SB,I495,id67000
2007,3.5,I93 SB,SB,I-93,id62936
2007,2.5999999,I495 SB,SB,I495,id208487
2007,4.1999998,I495 SB,SB,I495,id154101
2007,2.79999995,I90 EB,EB,I-90,id419528
2007,2.70000004,I95 SB,SB,I-95,id300923
2007,3.79999995,I93 SB,SB,I-93,id319577
2007,3.10868141,I93 NB,NB,I-93,id430614
2007,3.40000009,I93 SB,SB,I-93,id62742
2007,4.1999998,I95 SB,SB,I-95,id206583
2007,2.81124895,I93 NB,NB,I-93,id452599
2007,2.5,I95 SB,SB,I-95,id220669
2007,3.58573636,I495 NB,NB,I495,id188459
2007,2.40000009,I93 SB,SB,I-93,id87534
2007,3.20000004,I90 EB,EB,I-90,id56243
2007,3.20000004,I90 WB,WB,I-90,id62218
2007,2.85749815,I93 NB,NB,I-93,id452471
2007,2.20000004,I495 SB,SB,I495,id148810
2007,3.40000009,I495 SB,SB,I495,id229116
2007,3.0999999,I93 SB,SB,I-93,id431239
2007,3.05451532,I495 NB,NB,I495,id353393
2007,3.20000004,I95 SB,SB,I-95,id404980
2007,2.4884776,I93 NB,NB,I-93,id69163
2007,3.5999999,I93 SB,SB,I-93,id452458
2007,4.23345186,I495 NB,NB,I495,id148163
2007,3.7125,I93 NB,NB,I-93,id251823
2007,3.8463593,I95 NB,NB,I-95,id434563
2007,4.1999998,I95 SB,SB,I-95,id388747
2007,2.7605526,I495 NB,NB,I495,id248240
2007,2.5,I95 SB,SB,I-95,id220648
2007,2.70000004,I95 SB,SB,I-95,id108132
2007,2.56043515,I495 NB,NB,I495,id207616
2007,3.20000004,I90 EB,EB,I-90,id56254
2007,3.87386567,I95 NB,NB,I-95,id300026
2007,3,I95 SB,SB,I-95,id420629
2007,1.95891836,I95 NB,NB,I-95,id436084
2007,4.1999998,I95 SB,SB,I-95,id388731
2007,3.5,I90 WB,WB,I-90,id62956
2007,3.40000009,I95 SB,SB,I-95,id436830
2007,3.79999995,I93 SB,SB,I-93,id319579
2007,4.1999998,I95 SB,SB,I-95,id388745
2007,2.79999995,I90 EB,EB,I-90,id420038
2007,2.79999995,I90 EB,EB,I-90,id275077
2007,3.7125,I93 NB,NB,I-93,id431248
2007,4,I95 SB,SB,I-95,id148816
2007,3.99330301,I495 NB,NB,I495,id227055
2007,3.40000009,I95 SB,SB,I-95,id83076
2007,3.20000004,I93 NB,NB,I-93,id350930
2007,4,I95 SB,SB,I-95,id148778
2007,3.33832291,I95 NB,NB,I-95,id205904
2007,1.4492557,I93 NB,NB,I-93,id318605
2007,3.4615625,I93 NB,NB,I-93,id238248
2007,3.54136363,I93 NB,NB,I-93,id251825
2007,3.5,I93 SB,SB,I-93,id62599
2007,3.79999995,I495 SB,SB,I495,id43858
2007,3.17832369,I95 NB,NB,I-95,id436080
2007,3.29999995,I90 WB,WB,I-90,id188878
2007,3.5,I495 SB,SB,I495,id188881
2007,3.68659113,I93 NB,NB,I-93,id87086
2007,4.1999998,I95 SB,SB,I-95,id206528
2007,4.5,I95 NB,NB,I-95,id112330
2007,3.56373901,I495 NB,NB,I495,id34697
2007,2.65420873,I495 NB,NB,I495,id43520
2007,2.20000004,I495 SB,SB,I495,id154117
2007,3.64675739,I95 NB,NB,I-95,id112216
2007,3.71086791,I93 NB,NB,I-93,id86903
2007,2.70000004,I93 SB,SB,I-93,id367110
2007,4.1999998,I95 SB,SB,I-95,id206538
2007,2.69625461,I93 NB,NB,I-93,id318608
2007,3.7201,I495 NB,NB,I495,id153461
2007,2.79999995,I495 SB,SB,I495,id67006
2007,2.94822466,I95 NB,NB,I-95,id341989
2007,3.42692307,I93 NB,NB,I-93,id430843
2007,1.8188349,I93 NB,NB,I-93,id58755
2007,2.79999995,I495 SB,SB,I495,id190559
2007,3.20000004,I93 SB,SB,I-93,id62240
2007,1.53048103,I93 NB,NB,I-93,id320825
2007,2.5999999,I95 SB,SB,I-95,id323427
2007,3.20000004,I90 EB,EB,I-90,id80803
2007,2.48232123,I93 NB,NB,I-93,id238240
2007,3.40000009,I93 SB,SB,I-93,id252436
2007,4,I495 SB,SB,I495,id229169
2007,4.1999998,I95 SB,SB,I-95,id206581
2007,3.88360066,I495 NB,NB,I495,id228547
2007,3.70000004,I93 SB,SB,I-93,id70699
2007,3.7125,I95 NB,NB,I-95,id205904
2007,2.5999999,I95 SB,SB,I-95,id323411
2007,3.1875,I93 NB,NB,I-93,id433118
2007,2.53086015,I95 NB,NB,I-95,id82011
2007,3.40000009,I95 SB,SB,I-95,id83030
2007,3.7125,I95 NB,NB,I-95,id342823
2007,3.9353318,I95 NB,NB,I-95,id436079
2007,2.79999995,I290 WB,WB,I290,id229115
2007,3.5,I90 WB,WB,I-90,id152178
2007,3.40000009,I93 NB,NB,I-93,id56378
2007,3.5,I90 EB,EB,I-90,id452696
2007,3.20000004,I93 SB,SB,I-93,id436836
2007,3.79999995,I93 SB,SB,I-93,id319575
2007,2.79999995,I495 SB,SB,I495,id248762
2007,2.76081335,I93 NB,NB,I-93,id238232
2007,3.20000004,I95 SB,SB,I-95,id276383
2007,3.40000009,I93 SB,SB,I-93,id252434
2007,2.39571428,I95 NB,NB,I-95,id387967
2007,3.5999999,I495 SB,SB,I495,id248777
2007,3.27304349,I93 NB,NB,I-93,id350268
2007,3.40000009,I93 SB,SB,I-93,id431241
2007,3.20000004,I95 SB,SB,I-95,id276378
2007,3.29999995,I90 WB,WB,I-90,id188876
2007,3.29999995,I495 SB,SB,I495,id208469
2007,3.7125,I95 NB,NB,I-95,id342661
2007,3.40000009,I95 SB,SB,I-95,id394015
2007,3.20000004,I95 SB,SB,I-95,id394016
2007,2.20000004,I495 SB,SB,I495,id446672
2007,3.0999999,I93 SB,SB,I-93,id431230
2007,4.1999998,I95 SB,SB,I-95,id206577
2007,3.18428652,I93 NB,NB,I-93,id238224
2007,3.5999999,I95 SB,SB,I-95,id291273
2007,2.70000004,I93 SB,SB,I-93,id62615
2007,3.99857125,I95 SB,SB,I-95,id112752
2007,2.79999995,I495 SB,SB,I495,id248779
2007,3.89010046,I93 NB,NB,I-93,id238227
2007,2.5,I93 NB,NB,I-93,id319626
2007,4.1999998,I495 SB,SB,I495,id239715
2007,3.7125,I95 NB,NB,I-95,id205899
2007,3.5,I93 SB,SB,I-93,id238751
2007,2.79999995,I95 SB,SB,I-95,id112735
2007,3.20142158,I495 NB,NB,I495,id248241
2007,3.31108992,I93 NB,NB,I-93,id350930
2007,3.56187167,I93 NB,NB,I-93,id430602
2007,3,I95 NB,NB,I-95,id392743
2007,3.38443944,I95 NB,NB,I-95,id82601
2007,2.57175,I495 NB,NB,I495,id208118
2007,3.0967728,I95 NB,NB,I-95,id112088
2007,2.79999995,I495 SB,SB,I495,id229156
2007,3.5,I495 SB,SB,I495,id353891
2007,0.13842923,I93 NB,NB,I-93,id56216
2007,3.29999995,I93 SB,SB,I-93,id351203
2007,4.1999998,I95 SB,SB,I-95,id388749
2007,3.0999999,I93 SB,SB,I-93,id323424
2007,3.7125,I95 NB,NB,I-95,id206001
2007,2.79999995,I90 EB,EB,I-90,id275016
2007,3.29999995,I93 SB,SB,I-93,id62711
2007,2.5,I93 NB,NB,I-93,id68696
2007,2.61262147,I95 NB,NB,I-95,id451995
2007,4.28492232,I495 NB,NB,I495,id153473
2007,4,I95 SB,SB,I-95,id343355
2007,3.40000009,I93 SB,SB,I-93,id431238
2007,3.79999995,I93 SB,SB,I-93,id319578
2007,3.40000009,I93 SB,SB,I-93,id431238
2007,3.00452551,I93 NB,NB,I-93,id56513
2007,2.79999995,I93 SB,SB,I-93,id436865
2007,3.8651242,I495 NB,NB,I495,id190079
2007,2.70030091,I93 NB,NB,I-93,id366339
2007,3,I95 SB,SB,I-95,id262897
2007,3.40000009,I95 SB,SB,I-95,id83081
2007,2.8319608,I495 NB,NB,I495,id208130
2007,3.79999995,I95 SB,SB,I-95,id394013
2007,3.40000009,I93 SB,SB,I-93,id62685
2007,2.46439358,I495 NB,NB,I495,id66677
2007,2.44983819,I95 NB,NB,I-95,id451994
2007,3.5999999,I495 SB,SB,I495,id188890
2007,3.7125,I495 NB,NB,I495,id34696
2007,3.5,I95 SB,SB,I-95,id323429
2007,3.1875,I95 NB,NB,I-95,id392738
2007,3.5999999,I93 SB,SB,I-93,id452423
2007,3.40000009,I93 SB,SB,I-93,id431241
2007,4.21155272,I495 NB,NB,I495,id148217
2007,2.13727972,I95 NB,NB,I-95,id388574
2007,3.48100397,I95 NB,NB,I-95,id423278
2007,2.5,I95 SB,SB,I-95,id220476
2007,3.38352737,I93 NB,NB,I-93,id318499
2007,3,I95 SB,SB,I-95,id420631
2007,2.90000009,I90 EB,EB,I-90,id275077
2007,2.40248005,I95 SB,SB,I-95,id423617
2007,3.28736401,I95 NB,NB,I-95,id390279
2007,2.5999999,I495 SB,SB,I495,id208467
2007,2.90000009,I90 EB,EB,I-90,id275079
2007,3.5,I90 EB,EB,I-90,id62963
2007,3.40000009,I93 SB,SB,I-93,id431231
2007,4.02098293,I95 NB,NB,I-95,id111924
2007,3.79999995,I95 SB,SB,I-95,id300923
2007,3.9701501,I95 NB,NB,I-95,id106890
2007,2.07173704,I93 NB,NB,I-93,id320831
2007,3.49910384,I495 NB,NB,I495,id153473
2007,2.79999995,I95 SB,SB,I-95,id262892
2007,3.5,I90 WB,WB,I-90,id152259
2007,3.12596564,I495 NB,NB,I495,id228237
2007,4.5,I95 NB,NB,I-95,id262468
2007,4.21031065,I495 NB,NB,I495,id148221
2007,3.5,I90 EB,EB,I-90,id62966
2007,2.79999995,I95 SB,SB,I-95,id112733
2007,2.79999995,I95 SB,SB,I-95,id262921
2007,3.56221153,I95 NB,NB,I-95,id322649
2007,3.5,I495 SB,SB,I495,id353895
2007,3.40000009,I495 SB,SB,I495,id188888
2007,3.29999995,I95 SB,SB,I-95,id394013
2007,3.72514117,I95 NB,NB,I-95,id434559
2007,3.94615228,I495 NB,NB,I495,id446317
2007,2.54794245,I495 NB,NB,I495,id66676
2007,3.70678846,I95 NB,NB,I-95,id322789
2007,0.06866047,I93 NB,NB,I-93,id350268
2007,3.42897584,I93 NB,NB,I-93,id56285
2007,3.20000004,I90 EB,EB,I-90,id62961
2007,3.48054566,I495 NB,NB,I495,id188558
2007,2.90000009,I90 WB,WB,I-90,id152261
2007,1.4719107,I95 NB,NB,I-95,id323119
2007,3,I90 WB,WB,I-90,id276379
2007,3,I90 WB,WB,I-90,id276380
2007,3.59779634,I95 SB,SB,I-95,id112785
2007,3.5,I93 SB,SB,I-93,id238748
2007,3.40000009,I90 WB,WB,I-90,id62945
2007,3.03675425,I93 NB,NB,I-93,id366309
2007,3.20000004,I95 SB,SB,I-95,id276317
2007,3.0999999,I93 SB,SB,I-93,id319594
2007,3.20000004,I93 SB,SB,I-93,id436864
2007,2.64349242,I95 NB,NB,I-95,id220445
2007,3.40000009,I93 SB,SB,I-93,id436870
2007,3.29999995,I495 SB,SB,I495,id208488
2007,3.04774448,I495 NB,NB,I495,id188108
2007,3.29999995,I495 SB,SB,I495,id208484
2007,2.54432432,I95 NB,NB,I-95,id388574
2007,3.40000009,I93 NB,NB,I-93,id56379
2007,4.08707112,I495 NB,NB,I495,id153475
2007,3.0999999,I93 SB,SB,I-93,id323414
2007,3.20000004,I93 SB,SB,I-93,id351256
2007,3.5,I90 EB,EB,I-90,id453609
2007,2.96857798,I93 NB,NB,I-93,id251841
2007,2.5999999,I93 SB,SB,I-93,id433491
2007,2.77127071,I495 NB,NB,I495,id43520
2007,3.4794063,I95 NB,NB,I-95,id112222
2007,0.89250001,I95 NB,NB,I-95,id300026
2007,3.40000009,I495 SB,SB,I495,id229117
2007,3.40000009,I90 EB,EB,I-90,id62958
2007,2.97822494,I93 NB,NB,I-93,id350269
2007,3.59427115,I95 NB,NB,I-95,id342815
2007,4.07477165,I95 NB,NB,I-95,id106842
2007,3.36356434,I95 NB,NB,I-95,id220502
2007,3.96298343,I95 NB,NB,I-95,id106665
2007,2.95883353,I93 NB,NB,I-93,id251264
2007,3.40000009,I95 SB,SB,I-95,id394017
2007,3.69657373,I495 NB,NB,I495,id188223
2007,3.79999995,I93 SB,SB,I-93,id319576
2007,3.7125,I95 NB,NB,I-95,id392837
2007,3.00958045,I95 NB,NB,I-95,id392745
2007,4.11351519,I290 EB,EB,I290,id227222
2007,1.72543502,I95 NB,NB,I-95,id220445
2007,2.79999995,I95 SB,SB,I-95,id262919
2007,2.45,I95 NB,NB,I-95,id422608
2007,2.80984848,I495 NB,NB,I495,id208127
2007,2.60931663,I93 NB,NB,I-93,id251841
2007,2.72,I93 NB,NB,I-93,id430605
2007,2.91456256,I495 NB,NB,I495,id207629
2007,3.5999999,I95 SB,SB,I-95,id300882
2007,3.42075925,I95 NB,NB,I-95,id262432
2007,3.40000009,I93 SB,SB,I-93,id62743
2007,2.79999995,I90 WB,WB,I-90,id420633
2007,2.60171566,I495 NB,NB,I495,id66686
2007,3.29999995,I95 SB,SB,I-95,id108107
2007,3.20000004,I90 WB,WB,I-90,id62703
2007,3.20000004,I93 SB,SB,I-93,id351263
2007,3.5,I90 EB,EB,I-90,id452696
2007,4.1999998,I495 SB,SB,I495,id35185
2007,3.40000009,I495 SB,SB,I495,id229156
